Instrument:,H2S-200302595,,,,
Time Zone Offset (Minutes):,-240,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\H2S-200302595_5_19_2022, 1_41_25 PM --- 5_31_2022, 8_11_25 AM.acrudata",,,,
Session ID:,9065,,,,
Session 1st Title:,"H2S-200302595_5_19_2022, 1_41_25 PM --- 5_31_2022, 8_11_25 AM",,,,
Session Start:,"5/19/2022, 1:41:25 PM",,,,
Session End:,"5/31/2022, 8:11:25 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time
"5/19/2022, 1:41:25 PM",3.64,74.3,67.5,0,2022-05-19T17:41:25.000Z
"5/19/2022, 1:46:25 PM",3.639,75.6,67.5,0,2022-05-19T17:46:25.000Z
"5/19/2022, 1:51:25 PM",3.638,79.9,68,0,2022-05-19T17:51:25.000Z
"5/19/2022, 1:56:25 PM",3.637,81.5,70.8,0,2022-05-19T17:56:25.000Z
"5/19/2022, 2:01:25 PM",3.637,82.4,74.8,0,2022-05-19T18:01:25.000Z
"5/19/2022, 2:06:25 PM",3.637,83.1,77.9,1,2022-05-19T18:06:25.000Z
"5/19/2022, 2:11:25 PM",3.636,84,80.2,1,2022-05-19T18:11:25.000Z
"5/19/2022, 2:16:25 PM",3.636,84.9,81.9,1,2022-05-19T18:16:25.000Z
"5/19/2022, 2:21:25 PM",3.635,85.5,83.4,1,2022-05-19T18:21:25.000Z
"5/19/2022, 2:26:25 PM",3.635,86.4,84.5,1,2022-05-19T18:26:25.000Z
"5/19/2022, 2:31:25 PM",3.634,86.9,85.5,1,2022-05-19T18:31:25.000Z
"5/19/2022, 2:36:25 PM",3.634,87.4,86.4,1,2022-05-19T18:36:25.000Z
"5/19/2022, 2:41:25 PM",3.634,88,87,1,2022-05-19T18:41:25.000Z
"5/19/2022, 2:46:25 PM",3.634,88.2,87.5,1,2022-05-19T18:46:25.000Z
"5/19/2022, 2:51:25 PM",3.634,88.7,88,1,2022-05-19T18:51:25.000Z
"5/19/2022, 2:56:25 PM",3.634,89.2,88.3,1,2022-05-19T18:56:25.000Z
"5/19/2022, 3:01:25 PM",3.634,89.4,88.5,1,2022-05-19T19:01:25.000Z
"5/19/2022, 3:06:25 PM",3.633,89.8,88.6,1,2022-05-19T19:06:25.000Z
"5/19/2022, 3:11:25 PM",3.633,90.1,88.8,1,2022-05-19T19:11:25.000Z
"5/19/2022, 3:16:25 PM",3.633,90.3,89,1,2022-05-19T19:16:25.000Z
"5/19/2022, 3:21:25 PM",3.633,90.9,89.2,1,2022-05-19T19:21:25.000Z
"5/19/2022, 3:26:25 PM",3.633,91,89.3,1,2022-05-19T19:26:25.000Z
"5/19/2022, 3:31:25 PM",3.633,91.2,89.3,1,2022-05-19T19:31:25.000Z
"5/19/2022, 3:36:25 PM",3.633,91.6,89.3,1,2022-05-19T19:36:25.000Z
"5/19/2022, 3:41:25 PM",3.632,91.9,89.3,1,2022-05-19T19:41:25.000Z
"5/19/2022, 3:46:25 PM",3.633,92.1,89.3,1,2022-05-19T19:46:25.000Z
"5/19/2022, 3:51:25 PM",3.632,92.3,89.3,1,2022-05-19T19:51:25.000Z
"5/19/2022, 3:56:25 PM",3.633,92.5,89.3,1,2022-05-19T19:56:25.000Z
"5/19/2022, 4:01:25 PM",3.632,93,89.4,1,2022-05-19T20:01:25.000Z
"5/19/2022, 4:06:25 PM",3.632,93.2,89.4,1,2022-05-19T20:06:25.000Z
"5/19/2022, 4:11:25 PM",3.632,93.4,89.3,1,2022-05-19T20:11:25.000Z
"5/19/2022, 4:16:25 PM",3.632,93.4,89.2,1,2022-05-19T20:16:25.000Z
"5/19/2022, 4:21:25 PM",3.633,93.6,89.1,1,2022-05-19T20:21:25.000Z
"5/19/2022, 4:26:25 PM",3.632,93.7,89.1,1,2022-05-19T20:26:25.000Z
"5/19/2022, 4:31:25 PM",3.632,93.9,89.1,1,2022-05-19T20:31:25.000Z
"5/19/2022, 4:36:25 PM",3.633,94.5,89.2,1,2022-05-19T20:36:25.000Z
"5/19/2022, 4:41:25 PM",3.632,94.8,89,0,2022-05-19T20:41:25.000Z
"5/19/2022, 4:46:25 PM",3.632,95.7,88.7,0,2022-05-19T20:46:25.000Z
"5/19/2022, 4:51:25 PM",3.632,96.3,88.3,0,2022-05-19T20:51:25.000Z
"5/19/2022, 4:56:25 PM",3.632,96.8,87.8,1,2022-05-19T20:56:25.000Z
"5/19/2022, 5:01:25 PM",3.631,97.5,87.5,0,2022-05-19T21:01:25.000Z
"5/19/2022, 5:06:25 PM",3.631,97.9,87.3,0,2022-05-19T21:06:25.000Z
"5/19/2022, 5:11:25 PM",3.631,98.1,87,0,2022-05-19T21:11:25.000Z
"5/19/2022, 5:16:25 PM",3.631,98.2,86.7,0,2022-05-19T21:16:25.000Z
"5/19/2022, 5:21:25 PM",3.631,98.2,86.3,0,2022-05-19T21:21:25.000Z
"5/19/2022, 5:26:25 PM",3.631,97.9,86.1,0,2022-05-19T21:26:25.000Z
"5/19/2022, 5:31:25 PM",3.632,97.2,85.8,0,2022-05-19T21:31:25.000Z
"5/19/2022, 5:36:25 PM",3.632,96.6,85.7,0,2022-05-19T21:36:25.000Z
"5/19/2022, 5:41:25 PM",3.632,96.3,85.7,0,2022-05-19T21:41:25.000Z
"5/19/2022, 5:46:25 PM",3.632,95.7,85.8,1,2022-05-19T21:46:25.000Z
"5/19/2022, 5:51:25 PM",3.633,95,86,0,2022-05-19T21:51:25.000Z
"5/19/2022, 5:56:25 PM",3.633,94.5,86.1,1,2022-05-19T21:56:25.000Z
"5/19/2022, 6:01:25 PM",3.634,93.7,86.3,0,2022-05-19T22:01:25.000Z
"5/19/2022, 6:06:25 PM",3.634,93.2,86.5,0,2022-05-19T22:06:25.000Z
"5/19/2022, 6:11:25 PM",3.635,92.7,86.8,0,2022-05-19T22:11:25.000Z
"5/19/2022, 6:16:25 PM",3.636,92.1,87.1,1,2022-05-19T22:16:25.000Z
"5/19/2022, 6:21:25 PM",3.635,91.6,87.5,0,2022-05-19T22:21:25.000Z
"5/19/2022, 6:26:25 PM",3.636,91.2,87.8,0,2022-05-19T22:26:25.000Z
"5/19/2022, 6:31:25 PM",3.637,90.7,88.2,0,2022-05-19T22:31:25.000Z
"5/19/2022, 6:36:25 PM",3.637,90.3,88.5,0,2022-05-19T22:36:25.000Z
"5/19/2022, 6:41:25 PM",3.637,89.8,88.9,0,2022-05-19T22:41:25.000Z
"5/19/2022, 6:46:25 PM",3.637,89.4,89.2,0,2022-05-19T22:46:25.000Z
"5/19/2022, 6:51:25 PM",3.638,89.1,89.5,0,2022-05-19T22:51:25.000Z
"5/19/2022, 6:56:25 PM",3.638,88.5,89.9,2,2022-05-19T22:56:25.000Z
"5/19/2022, 7:01:25 PM",3.638,88.2,90.2,2,2022-05-19T23:01:25.000Z
"5/19/2022, 7:06:25 PM",3.639,88,90.5,2,2022-05-19T23:06:25.000Z
"5/19/2022, 7:11:25 PM",3.639,87.6,90.8,1,2022-05-19T23:11:25.000Z
"5/19/2022, 7:16:25 PM",3.639,87.3,91.2,1,2022-05-19T23:16:25.000Z
"5/19/2022, 7:21:25 PM",3.639,86.9,91.6,1,2022-05-19T23:21:25.000Z
"5/19/2022, 7:26:25 PM",3.639,86.7,91.9,1,2022-05-19T23:26:25.000Z
"5/19/2022, 7:31:25 PM",3.64,86.4,92.3,1,2022-05-19T23:31:25.000Z
"5/19/2022, 7:36:25 PM",3.64,86,92.6,1,2022-05-19T23:36:25.000Z
"5/19/2022, 7:41:25 PM",3.64,85.8,92.9,1,2022-05-19T23:41:25.000Z
"5/19/2022, 7:46:25 PM",3.64,85.6,93.2,1,2022-05-19T23:46:25.000Z
"5/19/2022, 7:51:25 PM",3.64,85.5,93.5,1,2022-05-19T23:51:25.000Z
"5/19/2022, 7:56:25 PM",3.64,85.1,93.8,1,2022-05-19T23:56:25.000Z
"5/19/2022, 8:01:25 PM",3.64,84.7,94,1,2022-05-20T00:01:25.000Z
"5/19/2022, 8:06:25 PM",3.641,84.6,94.4,1,2022-05-20T00:06:25.000Z
"5/19/2022, 8:11:25 PM",3.641,84.4,94.6,1,2022-05-20T00:11:25.000Z
"5/19/2022, 8:16:25 PM",3.641,84.2,94.9,1,2022-05-20T00:16:25.000Z
"5/19/2022, 8:21:25 PM",3.641,84,95.2,1,2022-05-20T00:21:25.000Z
"5/19/2022, 8:26:25 PM",3.641,83.8,95.4,1,2022-05-20T00:26:25.000Z
"5/19/2022, 8:31:25 PM",3.641,83.7,95.6,1,2022-05-20T00:31:25.000Z
"5/19/2022, 8:36:25 PM",3.641,83.5,95.8,1,2022-05-20T00:36:25.000Z
"5/19/2022, 8:41:25 PM",3.641,83.3,96,1,2022-05-20T00:41:25.000Z
"5/19/2022, 8:46:25 PM",3.641,82.9,96.3,1,2022-05-20T00:46:25.000Z
"5/19/2022, 8:51:25 PM",3.642,82.8,96.3,1,2022-05-20T00:51:25.000Z
"5/19/2022, 8:56:25 PM",3.642,82.4,96.5,1,2022-05-20T00:56:25.000Z
"5/19/2022, 9:01:25 PM",3.642,82.2,96.7,1,2022-05-20T01:01:25.000Z
"5/19/2022, 9:06:25 PM",3.642,82,96.8,1,2022-05-20T01:06:25.000Z
"5/19/2022, 9:11:25 PM",3.642,81.9,97,1,2022-05-20T01:11:25.000Z
"5/19/2022, 9:16:25 PM",3.642,81.5,97.2,1,2022-05-20T01:16:25.000Z
"5/19/2022, 9:21:25 PM",3.642,81.1,97.3,1,2022-05-20T01:21:25.000Z
"5/19/2022, 9:26:25 PM",3.642,81,97.4,1,2022-05-20T01:26:25.000Z
"5/19/2022, 9:31:25 PM",3.643,80.6,97.5,1,2022-05-20T01:31:25.000Z
"5/19/2022, 9:36:25 PM",3.643,80.2,97.6,1,2022-05-20T01:36:25.000Z
"5/19/2022, 9:41:25 PM",3.643,80.1,97.8,1,2022-05-20T01:41:25.000Z
"5/19/2022, 9:46:25 PM",3.643,79.9,97.9,1,2022-05-20T01:46:25.000Z
"5/19/2022, 9:51:25 PM",3.643,79.7,98.1,1,2022-05-20T01:51:25.000Z
"5/19/2022, 9:56:25 PM",3.643,79.5,98.2,1,2022-05-20T01:56:25.000Z
"5/19/2022, 10:01:25 PM",3.643,79.3,98.4,1,2022-05-20T02:01:25.000Z
"5/19/2022, 10:06:25 PM",3.643,79.2,98.6,0,2022-05-20T02:06:25.000Z
"5/19/2022, 10:11:25 PM",3.643,79,98.8,1,2022-05-20T02:11:25.000Z
"5/19/2022, 10:16:25 PM",3.644,79,99,1,2022-05-20T02:16:25.000Z
"5/19/2022, 10:21:25 PM",3.643,79,99.1,1,2022-05-20T02:21:25.000Z
"5/19/2022, 10:26:25 PM",3.643,78.8,99.3,1,2022-05-20T02:26:25.000Z
"5/19/2022, 10:31:25 PM",3.643,78.8,99.5,1,2022-05-20T02:31:25.000Z
"5/19/2022, 10:36:25 PM",3.643,78.6,99.6,1,2022-05-20T02:36:25.000Z
"5/19/2022, 10:41:25 PM",3.643,78.6,99.8,1,2022-05-20T02:41:25.000Z
"5/19/2022, 10:46:25 PM",3.643,78.4,99.9,1,2022-05-20T02:46:25.000Z
"5/19/2022, 10:51:25 PM",3.643,78.3,100,1,2022-05-20T02:51:25.000Z
"5/19/2022, 10:56:25 PM",3.643,78.3,100,1,2022-05-20T02:56:25.000Z
"5/19/2022, 11:01:25 PM",3.643,78.1,100,1,2022-05-20T03:01:25.000Z
"5/19/2022, 11:06:25 PM",3.643,78.1,100,1,2022-05-20T03:06:25.000Z
"5/19/2022, 11:11:25 PM",3.644,78.1,100,2,2022-05-20T03:11:25.000Z
"5/19/2022, 11:16:25 PM",3.644,78.1,100,2,2022-05-20T03:16:25.000Z
"5/19/2022, 11:21:25 PM",3.643,78.1,100,2,2022-05-20T03:21:25.000Z
"5/19/2022, 11:26:25 PM",3.643,78.1,100,2,2022-05-20T03:26:25.000Z
"5/19/2022, 11:31:25 PM",3.643,78.1,100,2,2022-05-20T03:31:25.000Z
"5/19/2022, 11:36:25 PM",3.643,77.9,100,2,2022-05-20T03:36:25.000Z
"5/19/2022, 11:41:25 PM",3.643,78.1,100,2,2022-05-20T03:41:25.000Z
"5/19/2022, 11:46:25 PM",3.643,77.9,100,2,2022-05-20T03:46:25.000Z
"5/19/2022, 11:51:25 PM",3.643,78.1,100,2,2022-05-20T03:51:25.000Z
"5/19/2022, 11:56:25 PM",3.643,77.9,100,2,2022-05-20T03:56:25.000Z
"5/20/2022, 12:01:25 AM",3.644,77.9,100,2,2022-05-20T04:01:25.000Z
"5/20/2022, 12:06:25 AM",3.643,78.1,100,2,2022-05-20T04:06:25.000Z
"5/20/2022, 12:11:25 AM",3.643,78.1,100,2,2022-05-20T04:11:25.000Z
"5/20/2022, 12:16:25 AM",3.643,78.1,100,1,2022-05-20T04:16:25.000Z
"5/20/2022, 12:21:25 AM",3.643,77.9,100,1,2022-05-20T04:21:25.000Z
"5/20/2022, 12:26:25 AM",3.643,77.7,100,1,2022-05-20T04:26:25.000Z
"5/20/2022, 12:31:25 AM",3.643,77.7,100,1,2022-05-20T04:31:25.000Z
"5/20/2022, 12:36:25 AM",3.643,77.7,100,1,2022-05-20T04:36:25.000Z
"5/20/2022, 12:41:25 AM",3.644,77.7,100,1,2022-05-20T04:41:25.000Z
"5/20/2022, 12:46:25 AM",3.643,77.7,100,1,2022-05-20T04:46:25.000Z
"5/20/2022, 12:51:25 AM",3.644,77.9,100,1,2022-05-20T04:51:25.000Z
"5/20/2022, 12:56:25 AM",3.643,77.9,100,1,2022-05-20T04:56:25.000Z
"5/20/2022, 1:01:25 AM",3.643,77.9,100,1,2022-05-20T05:01:25.000Z
"5/20/2022, 1:06:25 AM",3.643,77.9,100,1,2022-05-20T05:06:25.000Z
"5/20/2022, 1:11:25 AM",3.643,78.1,100,1,2022-05-20T05:11:25.000Z
"5/20/2022, 1:16:25 AM",3.643,78.1,100,1,2022-05-20T05:16:25.000Z
"5/20/2022, 1:21:25 AM",3.643,78.1,100,1,2022-05-20T05:21:25.000Z
"5/20/2022, 1:26:25 AM",3.643,77.9,100,1,2022-05-20T05:26:25.000Z
"5/20/2022, 1:31:25 AM",3.643,78.1,100,1,2022-05-20T05:31:25.000Z
"5/20/2022, 1:36:25 AM",3.643,77.9,100,1,2022-05-20T05:36:25.000Z
"5/20/2022, 1:41:25 AM",3.643,78.1,100,1,2022-05-20T05:41:25.000Z
"5/20/2022, 1:46:25 AM",3.643,77.9,100,1,2022-05-20T05:46:25.000Z
"5/20/2022, 1:51:25 AM",3.643,77.9,100,1,2022-05-20T05:51:25.000Z
"5/20/2022, 1:56:25 AM",3.643,77.7,100,1,2022-05-20T05:56:25.000Z
"5/20/2022, 2:01:25 AM",3.643,77.9,100,1,2022-05-20T06:01:25.000Z
"5/20/2022, 2:06:25 AM",3.643,77.7,100,1,2022-05-20T06:06:25.000Z
"5/20/2022, 2:11:25 AM",3.643,77.5,100,1,2022-05-20T06:11:25.000Z
"5/20/2022, 2:16:25 AM",3.643,77.7,100,1,2022-05-20T06:16:25.000Z
"5/20/2022, 2:21:25 AM",3.643,77.7,100,1,2022-05-20T06:21:25.000Z
"5/20/2022, 2:26:25 AM",3.643,77.7,100,1,2022-05-20T06:26:25.000Z
"5/20/2022, 2:31:25 AM",3.643,77.7,100,1,2022-05-20T06:31:25.000Z
"5/20/2022, 2:36:25 AM",3.643,77.9,100,1,2022-05-20T06:36:25.000Z
"5/20/2022, 2:41:25 AM",3.643,77.9,100,1,2022-05-20T06:41:25.000Z
"5/20/2022, 2:46:25 AM",3.643,78.1,100,1,2022-05-20T06:46:25.000Z
"5/20/2022, 2:51:25 AM",3.643,77.7,100,1,2022-05-20T06:51:25.000Z
"5/20/2022, 2:56:25 AM",3.643,77.7,100,1,2022-05-20T06:56:25.000Z
"5/20/2022, 3:01:25 AM",3.643,77.7,100,1,2022-05-20T07:01:25.000Z
"5/20/2022, 3:06:25 AM",3.643,77.5,100,1,2022-05-20T07:06:25.000Z
"5/20/2022, 3:11:25 AM",3.643,77.5,100,1,2022-05-20T07:11:25.000Z
"5/20/2022, 3:16:25 AM",3.643,77.5,100,1,2022-05-20T07:16:25.000Z
"5/20/2022, 3:21:25 AM",3.643,77.5,100,1,2022-05-20T07:21:25.000Z
"5/20/2022, 3:26:25 AM",3.643,77.4,100,1,2022-05-20T07:26:25.000Z
"5/20/2022, 3:31:25 AM",3.643,77.2,100,1,2022-05-20T07:31:25.000Z
"5/20/2022, 3:36:25 AM",3.643,77,100,1,2022-05-20T07:36:25.000Z
"5/20/2022, 3:41:25 AM",3.643,77,100,1,2022-05-20T07:41:25.000Z
"5/20/2022, 3:46:25 AM",3.643,77,100,1,2022-05-20T07:46:25.000Z
"5/20/2022, 3:51:25 AM",3.643,77,100,1,2022-05-20T07:51:25.000Z
"5/20/2022, 3:56:25 AM",3.643,77,100,1,2022-05-20T07:56:25.000Z
"5/20/2022, 4:01:25 AM",3.643,77,100,1,2022-05-20T08:01:25.000Z
"5/20/2022, 4:06:25 AM",3.643,76.1,100,1,2022-05-20T08:06:25.000Z
"5/20/2022, 4:11:25 AM",3.643,76.5,100,2,2022-05-20T08:11:25.000Z
"5/20/2022, 4:16:25 AM",3.643,76.8,100,2,2022-05-20T08:16:25.000Z
"5/20/2022, 4:21:25 AM",3.644,76.3,100,2,2022-05-20T08:21:25.000Z
"5/20/2022, 4:26:25 AM",3.644,76.6,100,2,2022-05-20T08:26:25.000Z
"5/20/2022, 4:31:25 AM",3.643,76.8,100,2,2022-05-20T08:31:25.000Z
"5/20/2022, 4:36:25 AM",3.644,76.3,100,2,2022-05-20T08:36:25.000Z
"5/20/2022, 4:41:25 AM",3.644,76.6,100,2,2022-05-20T08:41:25.000Z
"5/20/2022, 4:46:25 AM",3.644,76.8,100,2,2022-05-20T08:46:25.000Z
"5/20/2022, 4:51:25 AM",3.643,77,100,2,2022-05-20T08:51:25.000Z
"5/20/2022, 4:56:25 AM",3.643,77,100,2,2022-05-20T08:56:25.000Z
"5/20/2022, 5:01:25 AM",3.643,76.6,100,2,2022-05-20T09:01:25.000Z
"5/20/2022, 5:06:25 AM",3.644,76.8,100,2,2022-05-20T09:06:25.000Z
"5/20/2022, 5:11:25 AM",3.644,76.8,100,2,2022-05-20T09:11:25.000Z
"5/20/2022, 5:16:25 AM",3.643,76.8,100,2,2022-05-20T09:16:25.000Z
"5/20/2022, 5:21:25 AM",3.644,76.6,100,2,2022-05-20T09:21:25.000Z
"5/20/2022, 5:26:25 AM",3.644,76.6,100,2,2022-05-20T09:26:25.000Z
"5/20/2022, 5:31:25 AM",3.643,76.5,100,2,2022-05-20T09:31:25.000Z
"5/20/2022, 5:36:25 AM",3.643,76.5,100,2,2022-05-20T09:36:25.000Z
"5/20/2022, 5:41:25 AM",3.644,76.3,100,2,2022-05-20T09:41:25.000Z
"5/20/2022, 5:46:25 AM",3.644,76.3,100,2,2022-05-20T09:46:25.000Z
"5/20/2022, 5:51:25 AM",3.644,76.3,100,2,2022-05-20T09:51:25.000Z
"5/20/2022, 5:56:25 AM",3.644,76.1,100,2,2022-05-20T09:56:25.000Z
"5/20/2022, 6:01:25 AM",3.644,76.1,100,3,2022-05-20T10:01:25.000Z
"5/20/2022, 6:06:25 AM",3.644,75.9,100,3,2022-05-20T10:06:25.000Z
"5/20/2022, 6:11:25 AM",3.644,75.7,100,3,2022-05-20T10:11:25.000Z
"5/20/2022, 6:16:25 AM",3.644,75.9,100,3,2022-05-20T10:16:25.000Z
"5/20/2022, 6:21:25 AM",3.644,75.7,100,3,2022-05-20T10:21:25.000Z
"5/20/2022, 6:26:25 AM",3.644,75.7,100,3,2022-05-20T10:26:25.000Z
"5/20/2022, 6:31:25 AM",3.644,75.6,100,4,2022-05-20T10:31:25.000Z
"5/20/2022, 6:36:25 AM",3.644,75.6,100,4,2022-05-20T10:36:25.000Z
"5/20/2022, 6:41:25 AM",3.644,75.4,100,3,2022-05-20T10:41:25.000Z
"5/20/2022, 6:46:25 AM",3.645,75.4,100,3,2022-05-20T10:46:25.000Z
"5/20/2022, 6:51:25 AM",3.644,75.2,100,3,2022-05-20T10:51:25.000Z
"5/20/2022, 6:56:25 AM",3.644,75,100,3,2022-05-20T10:56:25.000Z
"5/20/2022, 7:01:25 AM",3.644,75.2,100,3,2022-05-20T11:01:25.000Z
"5/20/2022, 7:06:25 AM",3.645,75.4,100,3,2022-05-20T11:06:25.000Z
"5/20/2022, 7:11:25 AM",3.644,75.4,100,3,2022-05-20T11:11:25.000Z
"5/20/2022, 7:16:25 AM",3.644,75.4,100,3,2022-05-20T11:16:25.000Z
"5/20/2022, 7:21:25 AM",3.644,75.4,100,3,2022-05-20T11:21:25.000Z
"5/20/2022, 7:26:25 AM",3.644,75.6,100,3,2022-05-20T11:26:25.000Z
"5/20/2022, 7:31:25 AM",3.644,75.6,100,3,2022-05-20T11:31:25.000Z
"5/20/2022, 7:36:25 AM",3.644,75.4,100,3,2022-05-20T11:36:25.000Z
"5/20/2022, 7:41:25 AM",3.644,75.7,100,4,2022-05-20T11:41:25.000Z
"5/20/2022, 7:46:25 AM",3.644,76.1,100,3,2022-05-20T11:46:25.000Z
"5/20/2022, 7:51:25 AM",3.644,76.3,100,4,2022-05-20T11:51:25.000Z
"5/20/2022, 7:56:25 AM",3.644,76.5,100,6,2022-05-20T11:56:25.000Z
"5/20/2022, 8:01:25 AM",3.644,76.8,100,6,2022-05-20T12:01:25.000Z
"5/20/2022, 8:06:25 AM",3.643,77,100,6,2022-05-20T12:06:25.000Z
"5/20/2022, 8:11:25 AM",3.643,77.2,100,5,2022-05-20T12:11:25.000Z
"5/20/2022, 8:16:25 AM",3.643,77.2,100,5,2022-05-20T12:16:25.000Z
"5/20/2022, 8:21:25 AM",3.643,77.4,100,4,2022-05-20T12:21:25.000Z
"5/20/2022, 8:26:25 AM",3.643,77.5,100,4,2022-05-20T12:26:25.000Z
"5/20/2022, 8:31:25 AM",3.644,78.1,100,4,2022-05-20T12:31:25.000Z
"5/20/2022, 8:36:25 AM",3.643,78.1,100,3,2022-05-20T12:36:25.000Z
"5/20/2022, 8:41:25 AM",3.643,78.1,100,3,2022-05-20T12:41:25.000Z
"5/20/2022, 8:46:25 AM",3.642,78.6,100,3,2022-05-20T12:46:25.000Z
"5/20/2022, 8:51:25 AM",3.642,79,100,3,2022-05-20T12:51:25.000Z
"5/20/2022, 8:56:25 AM",3.642,79.5,100,2,2022-05-20T12:56:25.000Z
"5/20/2022, 9:01:25 AM",3.642,79.9,100,2,2022-05-20T13:01:25.000Z
"5/20/2022, 9:06:25 AM",3.642,80.4,100,2,2022-05-20T13:06:25.000Z
"5/20/2022, 9:11:25 AM",3.641,80.6,100,2,2022-05-20T13:11:25.000Z
"5/20/2022, 9:16:25 AM",3.641,81.1,100,2,2022-05-20T13:16:25.000Z
"5/20/2022, 9:21:25 AM",3.641,81.3,100,2,2022-05-20T13:21:25.000Z
"5/20/2022, 9:26:25 AM",3.641,81.9,100,2,2022-05-20T13:26:25.000Z
"5/20/2022, 9:31:25 AM",3.641,82.2,100,2,2022-05-20T13:31:25.000Z
"5/20/2022, 9:36:25 AM",3.64,82.6,100,1,2022-05-20T13:36:25.000Z
"5/20/2022, 9:41:25 AM",3.64,82.8,100,1,2022-05-20T13:41:25.000Z
"5/20/2022, 9:46:25 AM",3.64,82.9,100,1,2022-05-20T13:46:25.000Z
"5/20/2022, 9:51:25 AM",3.64,83.3,100,1,2022-05-20T13:51:25.000Z
"5/20/2022, 9:56:25 AM",3.64,83.8,100,1,2022-05-20T13:56:25.000Z
"5/20/2022, 10:01:25 AM",3.64,83.8,100,1,2022-05-20T14:01:25.000Z
"5/20/2022, 10:06:25 AM",3.64,84,100,1,2022-05-20T14:06:25.000Z
"5/20/2022, 10:11:25 AM",3.64,84.2,100,1,2022-05-20T14:11:25.000Z
"5/20/2022, 10:16:25 AM",3.64,84.4,100,1,2022-05-20T14:16:25.000Z
"5/20/2022, 10:21:25 AM",3.64,84.4,100,1,2022-05-20T14:21:25.000Z
"5/20/2022, 10:26:25 AM",3.64,84.4,100,1,2022-05-20T14:26:25.000Z
"5/20/2022, 10:31:25 AM",3.64,84.4,100,1,2022-05-20T14:31:25.000Z
"5/20/2022, 10:36:25 AM",3.64,84.4,100,1,2022-05-20T14:36:25.000Z
"5/20/2022, 10:41:25 AM",3.64,84.7,100,1,2022-05-20T14:41:25.000Z
"5/20/2022, 10:46:25 AM",3.64,84.7,100,1,2022-05-20T14:46:25.000Z
"5/20/2022, 10:51:25 AM",3.64,84.7,100,1,2022-05-20T14:51:25.000Z
"5/20/2022, 10:56:25 AM",3.64,84.7,100,1,2022-05-20T14:56:25.000Z
"5/20/2022, 11:01:25 AM",3.64,85.1,100,1,2022-05-20T15:01:25.000Z
"5/20/2022, 11:06:25 AM",3.64,85.3,100,1,2022-05-20T15:06:25.000Z
"5/20/2022, 11:11:25 AM",3.64,85.6,100,1,2022-05-20T15:11:25.000Z
"5/20/2022, 11:16:25 AM",3.64,85.8,100,1,2022-05-20T15:16:25.000Z
"5/20/2022, 11:21:25 AM",3.64,86.2,100,1,2022-05-20T15:21:25.000Z
"5/20/2022, 11:26:25 AM",3.639,86.2,100,0,2022-05-20T15:26:25.000Z
"5/20/2022, 11:31:25 AM",3.639,86.4,100,0,2022-05-20T15:31:25.000Z
"5/20/2022, 11:36:25 AM",3.639,86.4,100,1,2022-05-20T15:36:25.000Z
"5/20/2022, 11:41:25 AM",3.64,86.5,100,0,2022-05-20T15:41:25.000Z
"5/20/2022, 11:46:25 AM",3.639,86.7,100,0,2022-05-20T15:46:25.000Z
"5/20/2022, 11:51:25 AM",3.64,87.1,100,0,2022-05-20T15:51:25.000Z
"5/20/2022, 11:56:25 AM",3.639,87.3,100,0,2022-05-20T15:56:25.000Z
"5/20/2022, 12:01:25 PM",3.639,87.3,100,0,2022-05-20T16:01:25.000Z
"5/20/2022, 12:06:25 PM",3.639,87.4,100,0,2022-05-20T16:06:25.000Z
"5/20/2022, 12:11:25 PM",3.639,87.6,100,0,2022-05-20T16:11:25.000Z
"5/20/2022, 12:16:25 PM",3.639,87.8,100,0,2022-05-20T16:16:25.000Z
"5/20/2022, 12:21:25 PM",3.639,88,100,0,2022-05-20T16:21:25.000Z
"5/20/2022, 12:26:25 PM",3.639,88,100,0,2022-05-20T16:26:25.000Z
"5/20/2022, 12:31:25 PM",3.639,88.3,100,0,2022-05-20T16:31:25.000Z
"5/20/2022, 12:36:25 PM",3.638,88.7,100,0,2022-05-20T16:36:25.000Z
"5/20/2022, 12:41:25 PM",3.639,88.9,100,0,2022-05-20T16:41:25.000Z
"5/20/2022, 12:46:25 PM",3.638,89.2,100,0,2022-05-20T16:46:25.000Z
"5/20/2022, 12:51:25 PM",3.639,89.4,100,1,2022-05-20T16:51:25.000Z
"5/20/2022, 12:56:25 PM",3.638,89.8,100,1,2022-05-20T16:56:25.000Z
"5/20/2022, 1:01:25 PM",3.637,90.1,100,0,2022-05-20T17:01:25.000Z
"5/20/2022, 1:06:25 PM",3.637,90.1,100,1,2022-05-20T17:06:25.000Z
"5/20/2022, 1:11:25 PM",3.637,90.3,100,1,2022-05-20T17:11:25.000Z
"5/20/2022, 1:16:25 PM",3.638,90.5,100,1,2022-05-20T17:16:25.000Z
"5/20/2022, 1:21:25 PM",3.637,90.7,100,1,2022-05-20T17:21:25.000Z
"5/20/2022, 1:26:25 PM",3.637,90.9,100,1,2022-05-20T17:26:25.000Z
"5/20/2022, 1:31:25 PM",3.637,91,100,1,2022-05-20T17:31:25.000Z
"5/20/2022, 1:36:25 PM",3.637,91.2,100,1,2022-05-20T17:36:25.000Z
