Instrument:,NH3-211205141,,,,,,,
Name:,Biosolids Dewatering,,,,,,,
Time Zone Offset (Minutes):,-240,,,,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\OneDrive - City of Dayton\G-Drive\Phil.Bennington\CLARKSON_UNIVERSITY_PhD Program\Dessertation\NH3-211205141_[3-19-2024, 7-49-44 AM --- 4-23-2024, 9-28-44 AM].acrudata",,,,,,,
Session ID:,36963,,,,,,,
Session 1st Title:,"NH3-211205141_[3-19-2024, 7-49-44 AM --- 4-23-2024, 9-28-44 AM]",,,,,,,
Session 2nd Title:,Surge Tank ,,,,,,,
Session Start:,"3/19/2024, 7:49:44 AM",,,,,,,
Session End:,"4/23/2024, 9:28:44 AM",,,,,,,
,,,,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time,,,Dosage (mg/L)
"3/19/2024, 7:49:44 AM",3.657,69.1,71,0,2024-03-19T11:49:44.000Z,,,1356
"3/19/2024, 7:52:44 AM",3.656,69.4,71,0,2024-03-19T11:52:44.000Z,,,1356
"3/19/2024, 7:55:44 AM",3.656,69.6,71,0,2024-03-19T11:55:44.000Z,,,1356
"3/19/2024, 7:58:44 AM",3.657,69.6,71.1,0,2024-03-19T11:58:44.000Z,,,1356
"3/19/2024, 8:01:44 AM",3.657,69.1,71,0,2024-03-19T12:01:44.000Z,,,1356
"3/19/2024, 8:04:44 AM",3.657,67.3,70.8,0,2024-03-19T12:04:44.000Z,,,1356
"3/19/2024, 8:07:44 AM",3.657,65.7,70.7,1,2024-03-19T12:07:44.000Z,,,1356
"3/19/2024, 8:10:44 AM",3.657,64.6,70.5,2,2024-03-19T12:10:44.000Z,,,1356
"3/19/2024, 8:13:44 AM",3.657,63.7,70.4,2,2024-03-19T12:13:44.000Z,,,1356
"3/19/2024, 8:16:44 AM",3.658,63,70.4,3,2024-03-19T12:16:44.000Z,,,1356
"3/19/2024, 8:19:44 AM",3.657,62.2,70.4,3,2024-03-19T12:19:44.000Z,,,1356
"3/19/2024, 8:22:44 AM",3.658,61.7,70.3,3,2024-03-19T12:22:44.000Z,,,1356
"3/19/2024, 8:25:44 AM",3.657,61,70.2,3,2024-03-19T12:25:44.000Z,,,1356
"3/19/2024, 8:28:44 AM",3.657,60.4,70.2,4,2024-03-19T12:28:44.000Z,,,1356
"3/19/2024, 8:31:44 AM",3.657,60.1,70.2,4,2024-03-19T12:31:44.000Z,,,1356
"3/19/2024, 8:34:44 AM",3.658,59.5,70.1,4,2024-03-19T12:34:44.000Z,,,1356
"3/19/2024, 8:37:44 AM",3.657,59.2,70.2,4,2024-03-19T12:37:44.000Z,,,1356
"3/19/2024, 8:40:44 AM",3.656,59,70.1,4,2024-03-19T12:40:44.000Z,,,1356
"3/19/2024, 8:43:44 AM",3.656,58.5,70.1,4,2024-03-19T12:43:44.000Z,,,1356
"3/19/2024, 8:46:44 AM",3.657,58.1,70.2,5,2024-03-19T12:46:44.000Z,,,1356
"3/19/2024, 8:49:44 AM",3.656,57.9,70.1,5,2024-03-19T12:49:44.000Z,,,1356
"3/19/2024, 8:52:44 AM",3.657,57.6,70.1,5,2024-03-19T12:52:44.000Z,,,1356
"3/19/2024, 8:55:44 AM",3.656,57.4,70.2,5,2024-03-19T12:55:44.000Z,,,1356
"3/19/2024, 8:58:44 AM",3.656,57,70.2,5,2024-03-19T12:58:44.000Z,,,1356
"3/19/2024, 9:01:44 AM",3.656,56.8,70.2,6,2024-03-19T13:01:44.000Z,,,1356
"3/19/2024, 9:04:44 AM",3.655,56.5,70.2,6,2024-03-19T13:04:44.000Z,,,1356
"3/19/2024, 9:07:44 AM",3.655,56.3,70.2,6,2024-03-19T13:07:44.000Z,,,1356
"3/19/2024, 9:10:44 AM",3.655,56.1,70.3,6,2024-03-19T13:10:44.000Z,,,1356
"3/19/2024, 9:13:44 AM",3.656,55.8,70.3,6,2024-03-19T13:13:44.000Z,,,1356
"3/19/2024, 9:16:44 AM",3.655,55.8,70.3,6,2024-03-19T13:16:44.000Z,,,1356
"3/19/2024, 9:19:44 AM",3.655,55.6,70.3,6,2024-03-19T13:19:44.000Z,,,1356
"3/19/2024, 9:22:44 AM",3.655,55.4,70.4,6,2024-03-19T13:22:44.000Z,,,1356
"3/19/2024, 9:25:44 AM",3.655,55.2,70.4,6,2024-03-19T13:25:44.000Z,,,1356
"3/19/2024, 9:28:44 AM",3.655,55,70.4,6,2024-03-19T13:28:44.000Z,,,1356
"3/19/2024, 9:31:44 AM",3.655,55,70.5,6,2024-03-19T13:31:44.000Z,,,1356
"3/19/2024, 9:34:44 AM",3.655,54.9,70.5,7,2024-03-19T13:34:44.000Z,,,1356
"3/19/2024, 9:37:44 AM",3.654,54.9,70.6,7,2024-03-19T13:37:44.000Z,,,1356
"3/19/2024, 9:40:44 AM",3.655,54.7,70.6,7,2024-03-19T13:40:44.000Z,,,1356
"3/19/2024, 9:43:44 AM",3.654,54.7,70.7,7,2024-03-19T13:43:44.000Z,,,1356
"3/19/2024, 9:46:44 AM",3.654,54.7,70.7,7,2024-03-19T13:46:44.000Z,,,1356
"3/19/2024, 9:49:44 AM",3.654,54.7,70.8,7,2024-03-19T13:49:44.000Z,,,1356
"3/19/2024, 9:52:44 AM",3.654,54.7,70.8,7,2024-03-19T13:52:44.000Z,,,1356
"3/19/2024, 9:55:44 AM",3.654,54.7,70.8,7,2024-03-19T13:55:44.000Z,,,1356
"3/19/2024, 9:58:44 AM",3.654,54.5,70.9,7,2024-03-19T13:58:44.000Z,,,1356
"3/19/2024, 10:01:44 AM",3.654,54.5,70.9,7,2024-03-19T14:01:44.000Z,,,1356
"3/19/2024, 10:04:44 AM",3.654,54.7,71,7,2024-03-19T14:04:44.000Z,,,1356
"3/19/2024, 10:07:44 AM",3.654,54.7,71.1,7,2024-03-19T14:07:44.000Z,,,1356
"3/19/2024, 10:10:44 AM",3.654,54.7,71.2,8,2024-03-19T14:10:44.000Z,,,1356
"3/19/2024, 10:13:44 AM",3.653,54.9,71.2,8,2024-03-19T14:13:44.000Z,,,1356
"3/19/2024, 10:16:44 AM",3.654,55,71.3,8,2024-03-19T14:16:44.000Z,,,1356
"3/19/2024, 10:19:44 AM",3.654,55,71.4,8,2024-03-19T14:19:44.000Z,,,1356
"3/19/2024, 10:22:44 AM",3.653,55.2,71.4,8,2024-03-19T14:22:44.000Z,,,1356
"3/19/2024, 10:25:44 AM",3.653,55.2,71.5,8,2024-03-19T14:25:44.000Z,,,1356
"3/19/2024, 10:28:44 AM",3.653,55.4,71.6,8,2024-03-19T14:28:44.000Z,,,1356
"3/19/2024, 10:31:44 AM",3.654,55.4,71.7,8,2024-03-19T14:31:44.000Z,,,1356
"3/19/2024, 10:34:44 AM",3.653,55.4,71.7,8,2024-03-19T14:34:44.000Z,,,1356
"3/19/2024, 10:37:44 AM",3.654,55.6,71.8,8,2024-03-19T14:37:44.000Z,,,1356
"3/19/2024, 10:40:44 AM",3.654,55.6,71.8,8,2024-03-19T14:40:44.000Z,,,1356
"3/19/2024, 10:43:44 AM",3.654,55.6,71.9,8,2024-03-19T14:43:44.000Z,,,1356
"3/19/2024, 10:46:44 AM",3.654,55.8,72,8,2024-03-19T14:46:44.000Z,,,1356
"3/19/2024, 10:49:44 AM",3.654,55.8,72,8,2024-03-19T14:49:44.000Z,,,1356
"3/19/2024, 10:52:44 AM",3.653,55.6,72.1,8,2024-03-19T14:52:44.000Z,,,1356
"3/19/2024, 10:55:44 AM",3.654,55.6,72.1,8,2024-03-19T14:55:44.000Z,,,1356
"3/19/2024, 10:58:44 AM",3.654,55.6,72.2,8,2024-03-19T14:58:44.000Z,,,1356
"3/19/2024, 11:01:44 AM",3.654,55.8,72.3,8,2024-03-19T15:01:44.000Z,,,1356
"3/19/2024, 11:04:44 AM",3.654,55.8,72.4,8,2024-03-19T15:04:44.000Z,,,1356
"3/19/2024, 11:07:44 AM",3.654,55.9,72.4,8,2024-03-19T15:07:44.000Z,,,1356
"3/19/2024, 11:10:44 AM",3.653,55.9,72.5,8,2024-03-19T15:10:44.000Z,,,1356
"3/19/2024, 11:13:44 AM",3.654,56.1,72.6,8,2024-03-19T15:13:44.000Z,,,1356
"3/19/2024, 11:16:44 AM",3.653,56.3,72.7,8,2024-03-19T15:16:44.000Z,,,1356
"3/19/2024, 11:19:44 AM",3.653,56.5,72.7,9,2024-03-19T15:19:44.000Z,,,1356
"3/19/2024, 11:22:44 AM",3.653,56.8,72.8,9,2024-03-19T15:22:44.000Z,,,1356
"3/19/2024, 11:25:44 AM",3.653,57,72.9,9,2024-03-19T15:25:44.000Z,,,1356
"3/19/2024, 11:28:44 AM",3.653,57.2,73,9,2024-03-19T15:28:44.000Z,,,1356
"3/19/2024, 11:31:44 AM",3.654,57.4,73,9,2024-03-19T15:31:44.000Z,,,1356
"3/19/2024, 11:34:44 AM",3.653,57.6,73.1,9,2024-03-19T15:34:44.000Z,,,1356
"3/19/2024, 11:37:44 AM",3.653,57.6,73.2,9,2024-03-19T15:37:44.000Z,,,1356
"3/19/2024, 11:40:44 AM",3.654,57.7,73.3,9,2024-03-19T15:40:44.000Z,,,1356
"3/19/2024, 11:43:44 AM",3.654,57.9,73.4,9,2024-03-19T15:43:44.000Z,,,1356
"3/19/2024, 11:46:44 AM",3.653,58.1,73.5,9,2024-03-19T15:46:44.000Z,,,1356
"3/19/2024, 11:49:44 AM",3.654,58.3,73.5,9,2024-03-19T15:49:44.000Z,,,1356
"3/19/2024, 11:52:44 AM",3.654,58.5,73.5,9,2024-03-19T15:52:44.000Z,,,1356
"3/19/2024, 11:55:44 AM",3.653,58.6,73.7,9,2024-03-19T15:55:44.000Z,,,1356
"3/19/2024, 11:58:44 AM",3.653,58.8,73.7,9,2024-03-19T15:58:44.000Z,,,1356
"3/19/2024, 12:01:44 PM",3.654,59,73.8,10,2024-03-19T16:01:44.000Z,,,1356
"3/19/2024, 12:04:44 PM",3.654,59.2,73.9,10,2024-03-19T16:04:44.000Z,,,1356
"3/19/2024, 12:07:44 PM",3.654,59.4,73.9,10,2024-03-19T16:07:44.000Z,,,1356
"3/19/2024, 12:10:44 PM",3.654,59.5,74.1,9,2024-03-19T16:10:44.000Z,,,1356
"3/19/2024, 12:13:44 PM",3.653,59.5,74.1,9,2024-03-19T16:13:44.000Z,,,1356
"3/19/2024, 12:16:44 PM",3.653,59.7,74.2,10,2024-03-19T16:16:44.000Z,,,1356
"3/19/2024, 12:19:44 PM",3.654,59.7,74.3,10,2024-03-19T16:19:44.000Z,,,1356
"3/19/2024, 12:22:44 PM",3.654,59.9,74.4,10,2024-03-19T16:22:44.000Z,,,1356
"3/19/2024, 12:25:44 PM",3.654,60.3,74.4,10,2024-03-19T16:25:44.000Z,,,1356
"3/19/2024, 12:28:44 PM",3.654,60.4,74.5,10,2024-03-19T16:28:44.000Z,,,1356
"3/19/2024, 12:31:44 PM",3.654,60.8,74.6,11,2024-03-19T16:31:44.000Z,,,1356
"3/19/2024, 12:34:44 PM",3.654,61.2,74.7,11,2024-03-19T16:34:44.000Z,,,1356
"3/19/2024, 12:37:44 PM",3.654,61.3,74.7,11,2024-03-19T16:37:44.000Z,,,1356
"3/19/2024, 12:40:44 PM",3.654,61.7,74.8,11,2024-03-19T16:40:44.000Z,,,1356
"3/19/2024, 12:43:44 PM",3.654,61.9,74.9,11,2024-03-19T16:43:44.000Z,,,1356
"3/19/2024, 12:46:44 PM",3.654,62.1,75,11,2024-03-19T16:46:44.000Z,,,1356
"3/19/2024, 12:49:44 PM",3.654,62.2,75.1,11,2024-03-19T16:49:44.000Z,,,1356
"3/19/2024, 12:52:44 PM",3.654,62.4,75.1,11,2024-03-19T16:52:44.000Z,,,1356
"3/19/2024, 12:55:44 PM",3.654,62.6,75.2,11,2024-03-19T16:55:44.000Z,,,1356
"3/19/2024, 12:58:44 PM",3.654,62.8,75.3,11,2024-03-19T16:58:44.000Z,,,1356
"3/19/2024, 1:01:44 PM",3.654,62.8,75.4,11,2024-03-19T17:01:44.000Z,,,1356
"3/19/2024, 1:04:44 PM",3.654,63,75.5,11,2024-03-19T17:04:44.000Z,,,1356
"3/19/2024, 1:07:44 PM",3.654,63.1,75.5,11,2024-03-19T17:07:44.000Z,,,1356
"3/19/2024, 1:10:44 PM",3.654,63.3,75.6,11,2024-03-19T17:10:44.000Z,,,1356
"3/19/2024, 1:13:44 PM",3.654,63.3,75.6,11,2024-03-19T17:13:44.000Z,,,1356
"3/19/2024, 1:16:44 PM",3.654,63.5,75.7,11,2024-03-19T17:16:44.000Z,,,1356
"3/19/2024, 1:19:44 PM",3.655,63.5,75.8,11,2024-03-19T17:19:44.000Z,,,1356
"3/19/2024, 1:22:44 PM",3.655,63.7,75.9,11,2024-03-19T17:22:44.000Z,,,1356
"3/19/2024, 1:25:44 PM",3.655,63.9,76,11,2024-03-19T17:25:44.000Z,,,1356
"3/19/2024, 1:28:44 PM",3.654,64,76,11,2024-03-19T17:28:44.000Z,,,1356
"3/19/2024, 1:31:44 PM",3.654,64,76.1,11,2024-03-19T17:31:44.000Z,,,1356
"3/19/2024, 1:34:44 PM",3.655,64.2,76.1,11,2024-03-19T17:34:44.000Z,,,1356
"3/19/2024, 1:37:44 PM",3.655,64.4,76.2,10,2024-03-19T17:37:44.000Z,,,1356
"3/19/2024, 1:40:44 PM",3.655,64.4,76.3,10,2024-03-19T17:40:44.000Z,,,1356
"3/19/2024, 1:43:44 PM",3.655,64.6,76.3,11,2024-03-19T17:43:44.000Z,,,1356
"3/19/2024, 1:46:44 PM",3.655,64.8,76.4,11,2024-03-19T17:46:44.000Z,,,1356
"3/19/2024, 1:49:44 PM",3.654,64.9,76.5,11,2024-03-19T17:49:44.000Z,,,1356
"3/19/2024, 1:52:44 PM",3.654,65.1,76.5,11,2024-03-19T17:52:44.000Z,,,1356
"3/19/2024, 1:55:44 PM",3.655,65.1,76.6,10,2024-03-19T17:55:44.000Z,,,1356
"3/19/2024, 1:58:44 PM",3.655,65.3,76.7,10,2024-03-19T17:58:44.000Z,,,1356
"3/19/2024, 2:01:44 PM",3.654,65.5,76.7,10,2024-03-19T18:01:44.000Z,,,1356
"3/19/2024, 2:04:44 PM",3.655,65.7,76.8,11,2024-03-19T18:04:44.000Z,,,1356
"3/19/2024, 2:07:44 PM",3.654,65.7,76.9,11,2024-03-19T18:07:44.000Z,,,1356
"3/19/2024, 2:10:44 PM",3.655,65.8,76.9,11,2024-03-19T18:10:44.000Z,,,1356
"3/19/2024, 2:13:44 PM",3.655,66,77,10,2024-03-19T18:13:44.000Z,,,1356
"3/19/2024, 2:16:44 PM",3.655,66.2,77,10,2024-03-19T18:16:44.000Z,,,1356
"3/19/2024, 2:19:44 PM",3.655,66.2,77.1,10,2024-03-19T18:19:44.000Z,,,1356
"3/19/2024, 2:22:44 PM",3.655,66.4,77.2,11,2024-03-19T18:22:44.000Z,,,1356
"3/19/2024, 2:25:44 PM",3.655,66.4,77.2,10,2024-03-19T18:25:44.000Z,,,1356
"3/19/2024, 2:28:44 PM",3.655,66.6,77.3,10,2024-03-19T18:28:44.000Z,,,1356
"3/19/2024, 2:31:44 PM",3.655,66.6,77.4,10,2024-03-19T18:31:44.000Z,,,1356
"3/19/2024, 2:34:44 PM",3.655,66.7,77.4,10,2024-03-19T18:34:44.000Z,,,1356
"3/19/2024, 2:37:44 PM",3.655,66.7,77.4,10,2024-03-19T18:37:44.000Z,,,1356
"3/19/2024, 2:40:44 PM",3.655,66.7,77.5,10,2024-03-19T18:40:44.000Z,,,1356
"3/19/2024, 2:43:44 PM",3.655,66.9,77.5,10,2024-03-19T18:43:44.000Z,,,1356
"3/19/2024, 2:46:44 PM",3.655,67.1,77.6,10,2024-03-19T18:46:44.000Z,,,1356
"3/19/2024, 2:49:44 PM",3.655,67.1,77.6,10,2024-03-19T18:49:44.000Z,,,1356
"3/19/2024, 2:52:44 PM",3.655,67.3,77.7,10,2024-03-19T18:52:44.000Z,,,1356
"3/19/2024, 2:55:44 PM",3.655,67.3,77.7,10,2024-03-19T18:55:44.000Z,,,1356
"3/19/2024, 2:58:44 PM",3.655,67.5,77.8,10,2024-03-19T18:58:44.000Z,,,1356
"3/19/2024, 3:01:44 PM",3.655,67.6,77.8,11,2024-03-19T19:01:44.000Z,,,1356
"3/19/2024, 3:04:44 PM",3.655,67.8,77.9,11,2024-03-19T19:04:44.000Z,,,1356
"3/19/2024, 3:07:44 PM",3.655,68,77.9,11,2024-03-19T19:07:44.000Z,,,1356
"3/19/2024, 3:10:44 PM",3.655,68.2,78,11,2024-03-19T19:10:44.000Z,,,1356
"3/19/2024, 3:13:44 PM",3.655,68.2,78,11,2024-03-19T19:13:44.000Z,,,1356
"3/19/2024, 3:16:44 PM",3.655,68.4,78,11,2024-03-19T19:16:44.000Z,,,1356
"3/19/2024, 3:19:44 PM",3.655,68.4,78.1,11,2024-03-19T19:19:44.000Z,,,1356
"3/19/2024, 3:22:44 PM",3.655,68.5,78.1,11,2024-03-19T19:22:44.000Z,,,1356
"3/19/2024, 3:25:44 PM",3.655,68.7,78.2,11,2024-03-19T19:25:44.000Z,,,1356
"3/19/2024, 3:28:44 PM",3.656,68.7,78.2,11,2024-03-19T19:28:44.000Z,,,1356
"3/19/2024, 3:31:44 PM",3.655,68.9,78.2,11,2024-03-19T19:31:44.000Z,,,1356
"3/19/2024, 3:34:44 PM",3.655,68.9,78.3,10,2024-03-19T19:34:44.000Z,,,1356
"3/19/2024, 3:37:44 PM",3.655,68.9,78.3,10,2024-03-19T19:37:44.000Z,,,1356
"3/19/2024, 3:40:44 PM",3.655,68.9,78.3,11,2024-03-19T19:40:44.000Z,,,1356
"3/19/2024, 3:43:44 PM",3.655,69.1,78.4,11,2024-03-19T19:43:44.000Z,,,1356
"3/19/2024, 3:46:44 PM",3.655,69.1,78.4,10,2024-03-19T19:46:44.000Z,,,1356
"3/19/2024, 3:49:44 PM",3.655,69.1,78.4,11,2024-03-19T19:49:44.000Z,,,1356
"3/19/2024, 3:52:44 PM",3.656,69.1,78.4,10,2024-03-19T19:52:44.000Z,,,1356
"3/19/2024, 3:55:44 PM",3.655,69.1,78.5,10,2024-03-19T19:55:44.000Z,,,1356
"3/19/2024, 3:58:44 PM",3.655,69.1,78.5,10,2024-03-19T19:58:44.000Z,,,1356
"3/19/2024, 4:01:44 PM",3.655,69.1,78.5,11,2024-03-19T20:01:44.000Z,,,1356
"3/19/2024, 4:04:44 PM",3.656,69.1,78.5,10,2024-03-19T20:04:44.000Z,,,1356
"3/19/2024, 4:07:44 PM",3.656,69.1,78.6,11,2024-03-19T20:07:44.000Z,,,1356
"3/19/2024, 4:10:44 PM",3.655,69.3,78.6,11,2024-03-19T20:10:44.000Z,,,1356
"3/19/2024, 4:13:44 PM",3.655,69.3,78.6,11,2024-03-19T20:13:44.000Z,,,1356
"3/19/2024, 4:16:44 PM",3.656,69.4,78.6,11,2024-03-19T20:16:44.000Z,,,1356
"3/19/2024, 4:19:44 PM",3.655,69.4,78.7,11,2024-03-19T20:19:44.000Z,,,1356
"3/19/2024, 4:22:44 PM",3.656,69.4,78.7,11,2024-03-19T20:22:44.000Z,,,1356
"3/19/2024, 4:25:44 PM",3.656,69.4,78.7,11,2024-03-19T20:25:44.000Z,,,1356
"3/19/2024, 4:28:44 PM",3.656,69.4,78.7,11,2024-03-19T20:28:44.000Z,,,1356
"3/19/2024, 4:31:44 PM",3.656,69.4,78.8,11,2024-03-19T20:31:44.000Z,,,1356
"3/19/2024, 4:34:44 PM",3.656,69.4,78.8,11,2024-03-19T20:34:44.000Z,,,1356
"3/19/2024, 4:37:44 PM",3.656,69.4,78.8,10,2024-03-19T20:37:44.000Z,,,1356
"3/19/2024, 4:40:44 PM",3.656,69.4,78.8,10,2024-03-19T20:40:44.000Z,,,1356
"3/19/2024, 4:43:44 PM",3.656,69.3,78.8,11,2024-03-19T20:43:44.000Z,,,1356
"3/19/2024, 4:46:44 PM",3.656,69.3,78.8,10,2024-03-19T20:46:44.000Z,,,1356
"3/19/2024, 4:49:44 PM",3.656,69.3,78.9,11,2024-03-19T20:49:44.000Z,,,1356
"3/19/2024, 4:52:44 PM",3.656,69.3,78.9,11,2024-03-19T20:52:44.000Z,,,1356
"3/19/2024, 4:55:44 PM",3.655,69.3,78.9,11,2024-03-19T20:55:44.000Z,,,1356
"3/19/2024, 4:58:44 PM",3.656,69.3,78.9,11,2024-03-19T20:58:44.000Z,,,1356
"3/19/2024, 5:01:44 PM",3.656,69.3,79,11,2024-03-19T21:01:44.000Z,,,1356
"3/19/2024, 5:04:44 PM",3.655,69.3,79,11,2024-03-19T21:04:44.000Z,,,1356
"3/19/2024, 5:07:44 PM",3.656,69.3,79,11,2024-03-19T21:07:44.000Z,,,1356
"3/19/2024, 5:10:44 PM",3.656,69.3,79,11,2024-03-19T21:10:44.000Z,,,1356
"3/19/2024, 5:13:44 PM",3.656,69.3,79,11,2024-03-19T21:13:44.000Z,,,1356
"3/19/2024, 5:16:44 PM",3.655,69.3,79.1,11,2024-03-19T21:16:44.000Z,,,1356
"3/19/2024, 5:19:44 PM",3.656,69.1,79.1,10,2024-03-19T21:19:44.000Z,,,1356
"3/19/2024, 5:22:44 PM",3.655,69.1,79.1,11,2024-03-19T21:22:44.000Z,,,1356
"3/19/2024, 5:25:44 PM",3.656,69.1,79.1,11,2024-03-19T21:25:44.000Z,,,1356
"3/19/2024, 5:28:44 PM",3.656,69.1,79.1,11,2024-03-19T21:28:44.000Z,,,1356
"3/19/2024, 5:31:44 PM",3.656,69.1,79.1,11,2024-03-19T21:31:44.000Z,,,1356
"3/19/2024, 5:34:44 PM",3.656,69.1,79.1,11,2024-03-19T21:34:44.000Z,,,1356
"3/19/2024, 5:37:44 PM",3.656,69.1,79.2,10,2024-03-19T21:37:44.000Z,,,1356
"3/19/2024, 5:40:44 PM",3.656,69.1,79.2,10,2024-03-19T21:40:44.000Z,,,1356
"3/19/2024, 5:43:44 PM",3.656,69.1,79.2,10,2024-03-19T21:43:44.000Z,,,1356
"3/19/2024, 5:46:44 PM",3.655,69.1,79.2,10,2024-03-19T21:46:44.000Z,,,1356
"3/19/2024, 5:49:44 PM",3.656,68.9,79.3,10,2024-03-19T21:49:44.000Z,,,1356
"3/19/2024, 5:52:44 PM",3.656,68.9,79.3,10,2024-03-19T21:52:44.000Z,,,1356
"3/19/2024, 5:55:44 PM",3.655,68.7,79.3,10,2024-03-19T21:55:44.000Z,,,1356
"3/19/2024, 5:58:44 PM",3.656,68.7,79.3,10,2024-03-19T21:58:44.000Z,,,1356
"3/19/2024, 6:01:44 PM",3.656,68.5,79.3,10,2024-03-19T22:01:44.000Z,,,1356
"3/19/2024, 6:04:44 PM",3.656,68.4,79.3,10,2024-03-19T22:04:44.000Z,,,1356
"3/19/2024, 6:07:44 PM",3.655,68.4,79.3,10,2024-03-19T22:07:44.000Z,,,1356
"3/19/2024, 6:10:44 PM",3.656,68.2,79.3,10,2024-03-19T22:10:44.000Z,,,1356
"3/19/2024, 6:13:44 PM",3.655,68.2,79.4,10,2024-03-19T22:13:44.000Z,,,1356
"3/19/2024, 6:16:44 PM",3.656,68,79.4,10,2024-03-19T22:16:44.000Z,,,1356
"3/19/2024, 6:19:44 PM",3.656,67.8,79.4,10,2024-03-19T22:19:44.000Z,,,1356
"3/19/2024, 6:22:44 PM",3.655,67.6,79.4,10,2024-03-19T22:22:44.000Z,,,1356
"3/19/2024, 6:25:44 PM",3.656,67.5,79.4,10,2024-03-19T22:25:44.000Z,,,1356
"3/19/2024, 6:28:44 PM",3.655,67.3,79.4,10,2024-03-19T22:28:44.000Z,,,1356
"3/19/2024, 6:31:44 PM",3.656,67.1,79.4,10,2024-03-19T22:31:44.000Z,,,1356
"3/19/2024, 6:34:44 PM",3.656,66.9,79.4,10,2024-03-19T22:34:44.000Z,,,1356
"3/19/2024, 6:37:44 PM",3.656,66.7,79.4,10,2024-03-19T22:37:44.000Z,,,1356
"3/19/2024, 6:40:44 PM",3.656,66.4,79.4,11,2024-03-19T22:40:44.000Z,,,1356
"3/19/2024, 6:43:44 PM",3.656,66.2,79.4,10,2024-03-19T22:43:44.000Z,,,1356
"3/19/2024, 6:46:44 PM",3.656,66,79.4,10,2024-03-19T22:46:44.000Z,,,1356
"3/19/2024, 6:49:44 PM",3.656,65.8,79.4,11,2024-03-19T22:49:44.000Z,,,1356
"3/19/2024, 6:52:44 PM",3.656,65.7,79.4,10,2024-03-19T22:52:44.000Z,,,1356
"3/19/2024, 6:55:44 PM",3.656,65.3,79.4,10,2024-03-19T22:55:44.000Z,,,1356
"3/19/2024, 6:58:44 PM",3.655,65.1,79.4,10,2024-03-19T22:58:44.000Z,,,1356
"3/19/2024, 7:01:44 PM",3.656,64.9,79.4,11,2024-03-19T23:01:44.000Z,,,1356
"3/19/2024, 7:04:44 PM",3.656,64.8,79.4,10,2024-03-19T23:04:44.000Z,,,1356
"3/19/2024, 7:07:44 PM",3.655,64.6,79.3,11,2024-03-19T23:07:44.000Z,,,1356
"3/19/2024, 7:10:44 PM",3.656,64.4,79.4,11,2024-03-19T23:10:44.000Z,,,1356
"3/19/2024, 7:13:44 PM",3.656,64.2,79.3,11,2024-03-19T23:13:44.000Z,,,1356
"3/19/2024, 7:16:44 PM",3.655,64,79.4,11,2024-03-19T23:16:44.000Z,,,1356
"3/19/2024, 7:19:44 PM",3.656,63.9,79.4,11,2024-03-19T23:19:44.000Z,,,1356
"3/19/2024, 7:22:44 PM",3.655,63.7,79.4,11,2024-03-19T23:22:44.000Z,,,1356
"3/19/2024, 7:25:44 PM",3.655,63.5,79.4,10,2024-03-19T23:25:44.000Z,,,1356
"3/19/2024, 7:28:44 PM",3.655,63.3,79.4,10,2024-03-19T23:28:44.000Z,,,1356
"3/19/2024, 7:31:44 PM",3.655,63.1,79.4,10,2024-03-19T23:31:44.000Z,,,1356
"3/19/2024, 7:34:44 PM",3.655,63,79.4,10,2024-03-19T23:34:44.000Z,,,1356
"3/19/2024, 7:37:44 PM",3.655,62.8,79.4,10,2024-03-19T23:37:44.000Z,,,1356
"3/19/2024, 7:40:44 PM",3.655,62.6,79.4,10,2024-03-19T23:40:44.000Z,,,1356
"3/19/2024, 7:43:44 PM",3.655,62.4,79.4,11,2024-03-19T23:43:44.000Z,,,1356
"3/19/2024, 7:46:44 PM",3.655,62.2,79.4,11,2024-03-19T23:46:44.000Z,,,1356
"3/19/2024, 7:49:44 PM",3.655,62.2,79.4,10,2024-03-19T23:49:44.000Z,,,1356
"3/19/2024, 7:52:44 PM",3.655,62.1,79.4,11,2024-03-19T23:52:44.000Z,,,1356
"3/19/2024, 7:55:44 PM",3.655,61.9,79.5,11,2024-03-19T23:55:44.000Z,,,1356
"3/19/2024, 7:58:44 PM",3.655,61.7,79.4,11,2024-03-19T23:58:44.000Z,,,1356
"3/19/2024, 8:01:44 PM",3.655,61.5,79.5,11,2024-03-20T00:01:44.000Z,,,1356
"3/19/2024, 8:04:44 PM",3.655,61.5,79.5,11,2024-03-20T00:04:44.000Z,,,1356
"3/19/2024, 8:07:44 PM",3.655,61.3,79.5,11,2024-03-20T00:07:44.000Z,,,1356
"3/19/2024, 8:10:44 PM",3.655,61.2,79.5,11,2024-03-20T00:10:44.000Z,,,1356
"3/19/2024, 8:13:44 PM",3.655,61.2,79.5,11,2024-03-20T00:13:44.000Z,,,1356
"3/19/2024, 8:16:44 PM",3.655,61,79.5,11,2024-03-20T00:16:44.000Z,,,1356
"3/19/2024, 8:19:44 PM",3.655,61,79.6,11,2024-03-20T00:19:44.000Z,,,1356
"3/19/2024, 8:22:44 PM",3.655,60.8,79.5,11,2024-03-20T00:22:44.000Z,,,1356
