Instrument:,NH3-211205141,,,,,,,
Name:,Biosolids Dewatering,,,,,,,
Time Zone Offset (Minutes):,-240,,,,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\OneDrive - City of Dayton\G-Drive\Phil.Bennington\CLARKSON_UNIVERSITY_PhD Program\Dessertation\NH3-211205141_[3-19-2024, 7-49-44 AM --- 4-23-2024, 9-28-44 AM].acrudata",,,,,,,
Session ID:,36963,,,,,,,
Session 1st Title:,"NH3-211205141_[3-19-2024, 7-49-44 AM --- 4-23-2024, 9-28-44 AM]",,,,,,,
Session 2nd Title:,Surge Tank ,,,,,,,
Session Start:,"3/19/2024, 7:49:44 AM",,,,,,,
Session End:,"4/23/2024, 9:28:44 AM",,,,,,,
,,,,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time,,,Dosage (mg/L)
"3/20/2024, 8:16:44 PM",3.653,58.1,84.5,9,2024-03-21T00:16:44.000Z,,,
"3/20/2024, 8:19:44 PM",3.653,57.9,84.5,9,2024-03-21T00:19:44.000Z,,,
"3/20/2024, 8:22:44 PM",3.653,57.7,84.4,9,2024-03-21T00:22:44.000Z,,,
"3/20/2024, 8:25:44 PM",3.653,57.6,84.5,9,2024-03-21T00:25:44.000Z,,,
"3/20/2024, 8:28:44 PM",3.653,57.4,84.4,9,2024-03-21T00:28:44.000Z,,,
"3/20/2024, 8:31:44 PM",3.653,57.2,84.5,9,2024-03-21T00:31:44.000Z,,,
"3/20/2024, 8:34:44 PM",3.653,57,84.4,9,2024-03-21T00:34:44.000Z,,,
"3/20/2024, 8:37:44 PM",3.652,57,84.4,10,2024-03-21T00:37:44.000Z,,,
"3/20/2024, 8:40:44 PM",3.653,56.8,84.4,10,2024-03-21T00:40:44.000Z,,,
"3/20/2024, 8:43:44 PM",3.653,56.7,84.4,9,2024-03-21T00:43:44.000Z,,,
"3/20/2024, 8:46:44 PM",3.652,56.5,84.4,9,2024-03-21T00:46:44.000Z,,,
"3/20/2024, 8:49:44 PM",3.652,56.3,84.4,9,2024-03-21T00:49:44.000Z,,,
"3/20/2024, 8:52:44 PM",3.652,56.1,84.4,9,2024-03-21T00:52:44.000Z,,,
"3/20/2024, 8:55:44 PM",3.652,55.9,84.4,9,2024-03-21T00:55:44.000Z,,,
"3/20/2024, 8:58:44 PM",3.652,55.8,84.3,9,2024-03-21T00:58:44.000Z,,,
"3/20/2024, 9:01:44 PM",3.652,55.6,84.3,9,2024-03-21T01:01:44.000Z,,,
"3/20/2024, 9:04:44 PM",3.652,55.4,84.3,9,2024-03-21T01:04:44.000Z,,,
"3/20/2024, 9:07:44 PM",3.652,55.2,84.3,9,2024-03-21T01:07:44.000Z,,,
"3/20/2024, 9:10:44 PM",3.652,55,84.3,9,2024-03-21T01:10:44.000Z,,,
"3/20/2024, 9:13:44 PM",3.651,55,84.3,9,2024-03-21T01:13:44.000Z,,,
"3/20/2024, 9:16:44 PM",3.652,54.9,84.3,9,2024-03-21T01:16:44.000Z,,,
"3/20/2024, 9:19:44 PM",3.651,54.7,84.3,9,2024-03-21T01:19:44.000Z,,,
"3/20/2024, 9:22:44 PM",3.651,54.5,84.3,9,2024-03-21T01:22:44.000Z,,,
"3/20/2024, 9:25:44 PM",3.651,54.5,84.3,9,2024-03-21T01:25:44.000Z,,,
"3/20/2024, 9:28:44 PM",3.651,54.3,84.3,9,2024-03-21T01:28:44.000Z,,,
"3/20/2024, 9:31:44 PM",3.651,54.3,84.3,9,2024-03-21T01:31:44.000Z,,,
"3/20/2024, 9:34:44 PM",3.651,54.1,84.3,9,2024-03-21T01:34:44.000Z,,,
"3/20/2024, 9:37:44 PM",3.651,54.1,84.3,9,2024-03-21T01:37:44.000Z,,,
"3/20/2024, 9:40:44 PM",3.651,54,84.3,9,2024-03-21T01:40:44.000Z,,,
"3/20/2024, 9:43:44 PM",3.651,54,84.3,9,2024-03-21T01:43:44.000Z,,,
"3/20/2024, 9:46:44 PM",3.651,53.8,84.3,9,2024-03-21T01:46:44.000Z,,,
"3/20/2024, 9:49:44 PM",3.651,53.8,84.3,9,2024-03-21T01:49:44.000Z,,,
"3/20/2024, 9:52:44 PM",3.651,53.6,84.3,9,2024-03-21T01:52:44.000Z,,,
"3/20/2024, 9:55:44 PM",3.651,53.4,84.3,9,2024-03-21T01:55:44.000Z,,,
"3/20/2024, 9:58:44 PM",3.65,53.4,84.2,9,2024-03-21T01:58:44.000Z,,,
"3/20/2024, 10:01:44 PM",3.65,53.4,84.2,9,2024-03-21T02:01:44.000Z,,,
"3/20/2024, 10:04:44 PM",3.65,53.2,84.3,9,2024-03-21T02:04:44.000Z,,,
"3/20/2024, 10:07:44 PM",3.65,53.2,84.3,9,2024-03-21T02:07:44.000Z,,,
"3/20/2024, 10:10:44 PM",3.65,53.2,84.3,9,2024-03-21T02:10:44.000Z,,,
"3/20/2024, 10:13:44 PM",3.65,53.1,84.3,9,2024-03-21T02:13:44.000Z,,,
"3/20/2024, 10:16:44 PM",3.65,53.1,84.2,9,2024-03-21T02:16:44.000Z,,,
"3/20/2024, 10:19:44 PM",3.65,53.1,84.2,9,2024-03-21T02:19:44.000Z,,,
"3/20/2024, 10:22:44 PM",3.65,52.9,84.2,9,2024-03-21T02:22:44.000Z,,,
"3/20/2024, 10:25:44 PM",3.65,52.9,84.2,9,2024-03-21T02:25:44.000Z,,,
"3/20/2024, 10:28:44 PM",3.65,52.9,84.2,9,2024-03-21T02:28:44.000Z,,,
"3/20/2024, 10:31:44 PM",3.65,52.7,84.2,8,2024-03-21T02:31:44.000Z,,,
"3/20/2024, 10:34:44 PM",3.65,52.7,84.2,8,2024-03-21T02:34:44.000Z,,,
"3/20/2024, 10:37:44 PM",3.65,52.5,84.2,8,2024-03-21T02:37:44.000Z,,,
"3/20/2024, 10:40:44 PM",3.65,52.5,84.2,8,2024-03-21T02:40:44.000Z,,,
"3/20/2024, 10:43:44 PM",3.65,52.3,84.2,8,2024-03-21T02:43:44.000Z,,,
"3/20/2024, 10:46:44 PM",3.65,52.3,84.2,8,2024-03-21T02:46:44.000Z,,,
"3/20/2024, 10:49:44 PM",3.65,52.3,84.2,8,2024-03-21T02:49:44.000Z,,,
"3/20/2024, 10:52:44 PM",3.65,52.2,84.2,8,2024-03-21T02:52:44.000Z,,,
"3/20/2024, 10:55:44 PM",3.65,52.2,84.2,8,2024-03-21T02:55:44.000Z,,,
"3/20/2024, 10:58:44 PM",3.65,52.2,84.2,8,2024-03-21T02:58:44.000Z,,,
"3/20/2024, 11:01:44 PM",3.65,52,84.2,8,2024-03-21T03:01:44.000Z,,,
"3/20/2024, 11:04:44 PM",3.65,51.8,84.2,8,2024-03-21T03:04:44.000Z,,,
"3/20/2024, 11:07:44 PM",3.649,51.8,84.2,8,2024-03-21T03:07:44.000Z,,,
"3/20/2024, 11:10:44 PM",3.649,51.8,84.2,8,2024-03-21T03:10:44.000Z,,,
"3/20/2024, 11:13:44 PM",3.649,51.6,84.2,8,2024-03-21T03:13:44.000Z,,,
"3/20/2024, 11:16:44 PM",3.649,51.6,84.2,8,2024-03-21T03:16:44.000Z,,,
"3/20/2024, 11:19:44 PM",3.649,51.6,84.2,8,2024-03-21T03:19:44.000Z,,,
"3/20/2024, 11:22:44 PM",3.649,51.4,84.2,8,2024-03-21T03:22:44.000Z,,,
"3/20/2024, 11:25:44 PM",3.649,51.4,84.2,8,2024-03-21T03:25:44.000Z,,,
"3/20/2024, 11:28:44 PM",3.649,51.4,84.2,8,2024-03-21T03:28:44.000Z,,,
"3/20/2024, 11:31:44 PM",3.649,51.3,84.2,8,2024-03-21T03:31:44.000Z,,,
"3/20/2024, 11:34:44 PM",3.649,51.3,84.2,8,2024-03-21T03:34:44.000Z,,,
"3/20/2024, 11:37:44 PM",3.649,51.3,84.2,8,2024-03-21T03:37:44.000Z,,,
"3/20/2024, 11:40:44 PM",3.649,51.3,84.2,8,2024-03-21T03:40:44.000Z,,,
"3/20/2024, 11:43:44 PM",3.649,51.1,84.2,9,2024-03-21T03:43:44.000Z,,,
"3/20/2024, 11:46:44 PM",3.649,51.1,84.2,8,2024-03-21T03:46:44.000Z,,,
"3/20/2024, 11:49:44 PM",3.649,51.1,84.2,9,2024-03-21T03:49:44.000Z,,,
"3/20/2024, 11:52:44 PM",3.649,50.9,84.2,9,2024-03-21T03:52:44.000Z,,,
"3/20/2024, 11:55:44 PM",3.649,50.9,84.2,9,2024-03-21T03:55:44.000Z,,,
"3/20/2024, 11:58:44 PM",3.649,50.9,84.2,9,2024-03-21T03:58:44.000Z,,,
"3/21/2024, 12:01:44 AM",3.649,50.9,84.2,9,2024-03-21T04:01:44.000Z,,,982
"3/21/2024, 12:04:44 AM",3.649,50.9,84.2,9,2024-03-21T04:04:44.000Z,,,982
"3/21/2024, 12:07:44 AM",3.648,50.9,84.2,9,2024-03-21T04:07:44.000Z,,,982
"3/21/2024, 12:10:44 AM",3.648,50.9,84.3,9,2024-03-21T04:10:44.000Z,,,982
"3/21/2024, 12:13:44 AM",3.648,50.9,84.3,9,2024-03-21T04:13:44.000Z,,,982
"3/21/2024, 12:16:44 AM",3.648,51.1,84.3,9,2024-03-21T04:16:44.000Z,,,982
"3/21/2024, 12:19:44 AM",3.648,50.9,84.3,9,2024-03-21T04:19:44.000Z,,,982
"3/21/2024, 12:22:44 AM",3.648,50.9,84.3,10,2024-03-21T04:22:44.000Z,,,982
"3/21/2024, 12:25:44 AM",3.648,51.1,84.3,9,2024-03-21T04:25:44.000Z,,,982
"3/21/2024, 12:28:44 AM",3.648,51.1,84.3,10,2024-03-21T04:28:44.000Z,,,982
"3/21/2024, 12:31:44 AM",3.648,51.1,84.3,10,2024-03-21T04:31:44.000Z,,,982
"3/21/2024, 12:34:44 AM",3.648,51.1,84.3,10,2024-03-21T04:34:44.000Z,,,982
"3/21/2024, 12:37:44 AM",3.648,51.1,84.3,10,2024-03-21T04:37:44.000Z,,,982
"3/21/2024, 12:40:44 AM",3.648,51.3,84.3,9,2024-03-21T04:40:44.000Z,,,982
"3/21/2024, 12:43:44 AM",3.649,51.3,84.3,9,2024-03-21T04:43:44.000Z,,,982
"3/21/2024, 12:46:44 AM",3.648,51.3,84.3,9,2024-03-21T04:46:44.000Z,,,982
"3/21/2024, 12:49:44 AM",3.648,51.3,84.3,9,2024-03-21T04:49:44.000Z,,,982
"3/21/2024, 12:52:44 AM",3.648,51.3,84.3,9,2024-03-21T04:52:44.000Z,,,982
"3/21/2024, 12:55:44 AM",3.648,51.3,84.3,9,2024-03-21T04:55:44.000Z,,,982
"3/21/2024, 12:58:44 AM",3.648,51.3,84.3,9,2024-03-21T04:58:44.000Z,,,982
"3/21/2024, 1:01:44 AM",3.648,51.3,84.3,9,2024-03-21T05:01:44.000Z,,,982
"3/21/2024, 1:04:44 AM",3.648,51.3,84.4,9,2024-03-21T05:04:44.000Z,,,982
"3/21/2024, 1:07:44 AM",3.648,51.3,84.4,9,2024-03-21T05:07:44.000Z,,,982
"3/21/2024, 1:10:44 AM",3.648,51.3,84.4,9,2024-03-21T05:10:44.000Z,,,982
"3/21/2024, 1:13:44 AM",3.648,51.3,84.4,9,2024-03-21T05:13:44.000Z,,,982
"3/21/2024, 1:16:44 AM",3.648,51.3,84.4,9,2024-03-21T05:16:44.000Z,,,982
"3/21/2024, 1:19:44 AM",3.648,51.3,84.4,9,2024-03-21T05:19:44.000Z,,,982
"3/21/2024, 1:22:44 AM",3.648,51.4,84.4,10,2024-03-21T05:22:44.000Z,,,982
"3/21/2024, 1:25:44 AM",3.648,51.4,84.4,9,2024-03-21T05:25:44.000Z,,,982
"3/21/2024, 1:28:44 AM",3.648,51.4,84.4,10,2024-03-21T05:28:44.000Z,,,982
"3/21/2024, 1:31:44 AM",3.648,51.4,84.4,10,2024-03-21T05:31:44.000Z,,,982
"3/21/2024, 1:34:44 AM",3.648,51.4,84.4,10,2024-03-21T05:34:44.000Z,,,982
"3/21/2024, 1:37:44 AM",3.648,51.4,84.4,10,2024-03-21T05:37:44.000Z,,,982
"3/21/2024, 1:40:44 AM",3.648,51.4,84.4,10,2024-03-21T05:40:44.000Z,,,982
"3/21/2024, 1:43:44 AM",3.648,51.4,84.4,10,2024-03-21T05:43:44.000Z,,,982
"3/21/2024, 1:46:44 AM",3.648,51.4,84.4,9,2024-03-21T05:46:44.000Z,,,982
"3/21/2024, 1:49:44 AM",3.648,51.4,84.4,9,2024-03-21T05:49:44.000Z,,,982
"3/21/2024, 1:52:44 AM",3.648,51.4,84.4,9,2024-03-21T05:52:44.000Z,,,982
"3/21/2024, 1:55:44 AM",3.648,51.4,84.4,9,2024-03-21T05:55:44.000Z,,,982
"3/21/2024, 1:58:44 AM",3.648,51.4,84.4,9,2024-03-21T05:58:44.000Z,,,982
"3/21/2024, 2:01:44 AM",3.648,51.4,84.5,9,2024-03-21T06:01:44.000Z,,,982
"3/21/2024, 2:04:44 AM",3.648,51.4,84.5,9,2024-03-21T06:04:44.000Z,,,982
"3/21/2024, 2:07:44 AM",3.648,51.4,84.5,9,2024-03-21T06:07:44.000Z,,,982
"3/21/2024, 2:10:44 AM",3.648,51.4,84.5,9,2024-03-21T06:10:44.000Z,,,982
"3/21/2024, 2:13:44 AM",3.648,51.4,84.5,9,2024-03-21T06:13:44.000Z,,,982
"3/21/2024, 2:16:44 AM",3.648,51.6,84.5,9,2024-03-21T06:16:44.000Z,,,982
"3/21/2024, 2:19:44 AM",3.648,51.6,84.5,10,2024-03-21T06:19:44.000Z,,,982
"3/21/2024, 2:22:44 AM",3.648,51.8,84.5,10,2024-03-21T06:22:44.000Z,,,982
"3/21/2024, 2:25:44 AM",3.648,51.8,84.5,10,2024-03-21T06:25:44.000Z,,,982
"3/21/2024, 2:28:44 AM",3.648,52,84.6,10,2024-03-21T06:28:44.000Z,,,982
"3/21/2024, 2:31:44 AM",3.648,52,84.6,10,2024-03-21T06:31:44.000Z,,,982
"3/21/2024, 2:34:44 AM",3.648,52.2,84.6,10,2024-03-21T06:34:44.000Z,,,982
"3/21/2024, 2:37:44 AM",3.648,52.2,84.6,10,2024-03-21T06:37:44.000Z,,,982
"3/21/2024, 2:40:44 AM",3.648,52.3,84.6,10,2024-03-21T06:40:44.000Z,,,982
"3/21/2024, 2:43:44 AM",3.648,52.3,84.6,10,2024-03-21T06:43:44.000Z,,,982
"3/21/2024, 2:46:44 AM",3.648,52.3,84.7,10,2024-03-21T06:46:44.000Z,,,982
"3/21/2024, 2:49:44 AM",3.648,52.5,84.7,10,2024-03-21T06:49:44.000Z,,,982
"3/21/2024, 2:52:44 AM",3.648,52.5,84.7,10,2024-03-21T06:52:44.000Z,,,982
"3/21/2024, 2:55:44 AM",3.648,52.5,84.7,11,2024-03-21T06:55:44.000Z,,,982
"3/21/2024, 2:58:44 AM",3.648,52.5,84.7,11,2024-03-21T06:58:44.000Z,,,982
"3/21/2024, 3:01:44 AM",3.648,52.5,84.7,10,2024-03-21T07:01:44.000Z,,,982
"3/21/2024, 3:04:44 AM",3.648,52.5,84.7,10,2024-03-21T07:04:44.000Z,,,982
"3/21/2024, 3:07:44 AM",3.648,52.5,84.7,10,2024-03-21T07:07:44.000Z,,,982
"3/21/2024, 3:10:44 AM",3.648,52.5,84.7,10,2024-03-21T07:10:44.000Z,,,982
"3/21/2024, 3:13:44 AM",3.648,52.5,84.7,10,2024-03-21T07:13:44.000Z,,,982
"3/21/2024, 3:16:44 AM",3.648,52.5,84.7,10,2024-03-21T07:16:44.000Z,,,982
"3/21/2024, 3:19:44 AM",3.648,52.5,84.7,10,2024-03-21T07:19:44.000Z,,,982
"3/21/2024, 3:22:44 AM",3.648,52.5,84.7,10,2024-03-21T07:22:44.000Z,,,982
"3/21/2024, 3:25:44 AM",3.648,52.5,84.7,10,2024-03-21T07:25:44.000Z,,,982
"3/21/2024, 3:28:44 AM",3.648,52.5,84.7,10,2024-03-21T07:28:44.000Z,,,982
"3/21/2024, 3:31:44 AM",3.648,52.5,84.7,10,2024-03-21T07:31:44.000Z,,,982
"3/21/2024, 3:34:44 AM",3.648,52.5,84.7,10,2024-03-21T07:34:44.000Z,,,982
"3/21/2024, 3:37:44 AM",3.648,52.5,84.7,10,2024-03-21T07:37:44.000Z,,,982
"3/21/2024, 3:40:44 AM",3.648,52.5,84.8,10,2024-03-21T07:40:44.000Z,,,982
"3/21/2024, 3:43:44 AM",3.648,52.5,84.8,10,2024-03-21T07:43:44.000Z,,,982
"3/21/2024, 3:46:44 AM",3.648,52.3,84.7,10,2024-03-21T07:46:44.000Z,,,982
"3/21/2024, 3:49:44 AM",3.648,52.3,84.8,10,2024-03-21T07:49:44.000Z,,,982
"3/21/2024, 3:52:44 AM",3.648,52.2,84.8,10,2024-03-21T07:52:44.000Z,,,982
"3/21/2024, 3:55:44 AM",3.648,52.2,84.7,10,2024-03-21T07:55:44.000Z,,,982
"3/21/2024, 3:58:44 AM",3.648,52,84.7,10,2024-03-21T07:58:44.000Z,,,982
"3/21/2024, 4:01:44 AM",3.648,52,84.7,10,2024-03-21T08:01:44.000Z,,,982
"3/21/2024, 4:04:44 AM",3.648,52,84.8,10,2024-03-21T08:04:44.000Z,,,982
"3/21/2024, 4:07:44 AM",3.648,51.8,84.8,10,2024-03-21T08:07:44.000Z,,,982
"3/21/2024, 4:10:44 AM",3.647,51.8,84.8,10,2024-03-21T08:10:44.000Z,,,982
"3/21/2024, 4:13:44 AM",3.648,51.8,84.8,10,2024-03-21T08:13:44.000Z,,,982
"3/21/2024, 4:16:44 AM",3.648,51.8,84.7,10,2024-03-21T08:16:44.000Z,,,982
"3/21/2024, 4:19:44 AM",3.647,51.8,84.7,10,2024-03-21T08:19:44.000Z,,,982
"3/21/2024, 4:22:44 AM",3.648,51.8,84.7,10,2024-03-21T08:22:44.000Z,,,982
"3/21/2024, 4:25:44 AM",3.647,51.8,84.8,10,2024-03-21T08:25:44.000Z,,,982
"3/21/2024, 4:28:44 AM",3.648,51.8,84.8,9,2024-03-21T08:28:44.000Z,,,982
"3/21/2024, 4:31:44 AM",3.648,51.8,84.8,9,2024-03-21T08:31:44.000Z,,,982
"3/21/2024, 4:34:44 AM",3.648,51.8,84.8,9,2024-03-21T08:34:44.000Z,,,982
"3/21/2024, 4:37:44 AM",3.647,51.8,84.8,10,2024-03-21T08:37:44.000Z,,,982
"3/21/2024, 4:40:44 AM",3.647,52,84.8,10,2024-03-21T08:40:44.000Z,,,982
"3/21/2024, 4:43:44 AM",3.647,51.8,84.8,10,2024-03-21T08:43:44.000Z,,,982
"3/21/2024, 4:46:44 AM",3.648,52,84.8,10,2024-03-21T08:46:44.000Z,,,982
"3/21/2024, 4:49:44 AM",3.648,52,84.8,10,2024-03-21T08:49:44.000Z,,,982
"3/21/2024, 4:52:44 AM",3.648,52,84.8,10,2024-03-21T08:52:44.000Z,,,982
"3/21/2024, 4:55:44 AM",3.647,52,84.8,10,2024-03-21T08:55:44.000Z,,,982
"3/21/2024, 4:58:44 AM",3.648,52,84.8,10,2024-03-21T08:58:44.000Z,,,982
"3/21/2024, 5:01:44 AM",3.647,52,84.8,10,2024-03-21T09:01:44.000Z,,,982
"3/21/2024, 5:04:44 AM",3.647,52,84.8,10,2024-03-21T09:04:44.000Z,,,982
"3/21/2024, 5:07:44 AM",3.647,52,84.8,10,2024-03-21T09:07:44.000Z,,,982
"3/21/2024, 5:10:44 AM",3.647,52,84.8,10,2024-03-21T09:10:44.000Z,,,982
"3/21/2024, 5:13:44 AM",3.647,52,84.8,10,2024-03-21T09:13:44.000Z,,,982
"3/21/2024, 5:16:44 AM",3.647,52,84.9,10,2024-03-21T09:16:44.000Z,,,982
"3/21/2024, 5:19:44 AM",3.647,52.2,84.9,10,2024-03-21T09:19:44.000Z,,,982
"3/21/2024, 5:22:44 AM",3.647,52.2,84.9,10,2024-03-21T09:22:44.000Z,,,982
"3/21/2024, 5:25:44 AM",3.648,52.2,84.9,10,2024-03-21T09:25:44.000Z,,,982
"3/21/2024, 5:28:44 AM",3.647,52.2,84.9,10,2024-03-21T09:28:44.000Z,,,982
"3/21/2024, 5:31:44 AM",3.647,52.2,84.9,10,2024-03-21T09:31:44.000Z,,,982
"3/21/2024, 5:34:44 AM",3.648,52.2,84.9,10,2024-03-21T09:34:44.000Z,,,982
"3/21/2024, 5:37:44 AM",3.647,52.2,84.9,10,2024-03-21T09:37:44.000Z,,,982
"3/21/2024, 5:40:44 AM",3.647,52.2,84.9,10,2024-03-21T09:40:44.000Z,,,982
"3/21/2024, 5:43:44 AM",3.647,52.2,85,10,2024-03-21T09:43:44.000Z,,,982
"3/21/2024, 5:46:44 AM",3.647,52.2,85,10,2024-03-21T09:46:44.000Z,,,982
"3/21/2024, 5:49:44 AM",3.647,52.2,85,10,2024-03-21T09:49:44.000Z,,,982
"3/21/2024, 5:52:44 AM",3.647,52.3,85,10,2024-03-21T09:52:44.000Z,,,982
"3/21/2024, 5:55:44 AM",3.647,52.3,85,10,2024-03-21T09:55:44.000Z,,,982
"3/21/2024, 5:58:44 AM",3.647,52.3,85,10,2024-03-21T09:58:44.000Z,,,982
"3/21/2024, 6:01:44 AM",3.647,52.3,85,10,2024-03-21T10:01:44.000Z,,,982
"3/21/2024, 6:04:44 AM",3.647,52.2,85,10,2024-03-21T10:04:44.000Z,,,982
"3/21/2024, 6:07:44 AM",3.647,52.2,85,10,2024-03-21T10:07:44.000Z,,,982
"3/21/2024, 6:10:44 AM",3.647,52.2,85,10,2024-03-21T10:10:44.000Z,,,982
"3/21/2024, 6:13:44 AM",3.647,52.2,85,10,2024-03-21T10:13:44.000Z,,,982
"3/21/2024, 6:16:44 AM",3.647,52,85,10,2024-03-21T10:16:44.000Z,,,982
"3/21/2024, 6:19:44 AM",3.647,52,85,10,2024-03-21T10:19:44.000Z,,,982
"3/21/2024, 6:22:44 AM",3.647,52,85,10,2024-03-21T10:22:44.000Z,,,982
"3/21/2024, 6:25:44 AM",3.647,51.8,85,10,2024-03-21T10:25:44.000Z,,,982
"3/21/2024, 6:28:44 AM",3.647,51.8,85,10,2024-03-21T10:28:44.000Z,,,982
"3/21/2024, 6:31:44 AM",3.647,51.8,85,10,2024-03-21T10:31:44.000Z,,,982
"3/21/2024, 6:34:44 AM",3.647,51.8,85,10,2024-03-21T10:34:44.000Z,,,982
"3/21/2024, 6:37:44 AM",3.647,51.8,85,10,2024-03-21T10:37:44.000Z,,,982
"3/21/2024, 6:40:44 AM",3.647,51.6,85,10,2024-03-21T10:40:44.000Z,,,982
"3/21/2024, 6:43:44 AM",3.647,51.6,85,10,2024-03-21T10:43:44.000Z,,,982
"3/21/2024, 6:46:44 AM",3.647,51.6,85,10,2024-03-21T10:46:44.000Z,,,982
"3/21/2024, 6:49:44 AM",3.647,51.6,85,10,2024-03-21T10:49:44.000Z,,,982
"3/21/2024, 6:52:44 AM",3.647,51.6,85,10,2024-03-21T10:52:44.000Z,,,982
"3/21/2024, 6:55:44 AM",3.647,51.4,85,10,2024-03-21T10:55:44.000Z,,,982
"3/21/2024, 6:58:44 AM",3.647,51.4,85,10,2024-03-21T10:58:44.000Z,,,982
"3/21/2024, 7:01:44 AM",3.647,51.4,85,10,2024-03-21T11:01:44.000Z,,,982
"3/21/2024, 7:04:44 AM",3.647,51.4,85,10,2024-03-21T11:04:44.000Z,,,982
"3/21/2024, 7:07:44 AM",3.647,51.4,85,10,2024-03-21T11:07:44.000Z,,,982
"3/21/2024, 7:10:44 AM",3.647,51.4,85,10,2024-03-21T11:10:44.000Z,,,982
"3/21/2024, 7:13:44 AM",3.647,51.4,85,10,2024-03-21T11:13:44.000Z,,,982
"3/21/2024, 7:16:44 AM",3.647,51.4,85,10,2024-03-21T11:16:44.000Z,,,982
"3/21/2024, 7:19:44 AM",3.647,51.4,85,10,2024-03-21T11:19:44.000Z,,,982
"3/21/2024, 7:22:44 AM",3.647,51.4,85,10,2024-03-21T11:22:44.000Z,,,982
"3/21/2024, 7:25:44 AM",3.646,51.4,85.1,10,2024-03-21T11:25:44.000Z,,,982
"3/21/2024, 7:28:44 AM",3.647,51.3,85.1,10,2024-03-21T11:28:44.000Z,,,982
"3/21/2024, 7:31:44 AM",3.647,51.3,85.1,9,2024-03-21T11:31:44.000Z,,,982
"3/21/2024, 7:34:44 AM",3.647,51.1,85,9,2024-03-21T11:34:44.000Z,,,982
"3/21/2024, 7:37:44 AM",3.647,51.1,85,9,2024-03-21T11:37:44.000Z,,,982
"3/21/2024, 7:40:44 AM",3.647,50.9,85.1,9,2024-03-21T11:40:44.000Z,,,982
"3/21/2024, 7:43:44 AM",3.646,50.9,85.1,9,2024-03-21T11:43:44.000Z,,,982
"3/21/2024, 7:46:44 AM",3.647,50.9,85.1,9,2024-03-21T11:46:44.000Z,,,982
"3/21/2024, 7:49:44 AM",3.647,50.9,85.1,9,2024-03-21T11:49:44.000Z,,,982
"3/21/2024, 7:52:44 AM",3.646,50.7,85.1,9,2024-03-21T11:52:44.000Z,,,982
"3/21/2024, 7:55:44 AM",3.646,50.7,85.1,9,2024-03-21T11:55:44.000Z,,,982
"3/21/2024, 7:58:44 AM",3.646,50.7,85.1,9,2024-03-21T11:58:44.000Z,,,982
"3/21/2024, 8:01:44 AM",3.646,50.7,85.1,9,2024-03-21T12:01:44.000Z,,,982
"3/21/2024, 8:04:44 AM",3.646,50.7,85.1,10,2024-03-21T12:04:44.000Z,,,982
"3/21/2024, 8:07:44 AM",3.646,50.7,85.1,10,2024-03-21T12:07:44.000Z,,,982
"3/21/2024, 8:10:44 AM",3.646,50.7,85.1,10,2024-03-21T12:10:44.000Z,,,982
"3/21/2024, 8:13:44 AM",3.646,50.7,85.1,10,2024-03-21T12:13:44.000Z,,,982
"3/21/2024, 8:16:44 AM",3.646,50.9,85.1,10,2024-03-21T12:16:44.000Z,,,982
"3/21/2024, 8:19:44 AM",3.647,50.9,85.1,10,2024-03-21T12:19:44.000Z,,,982
"3/21/2024, 8:22:44 AM",3.646,50.9,85.1,10,2024-03-21T12:22:44.000Z,,,982
"3/21/2024, 8:25:44 AM",3.646,50.9,85.1,10,2024-03-21T12:25:44.000Z,,,982
"3/21/2024, 8:28:44 AM",3.646,50.9,85.2,10,2024-03-21T12:28:44.000Z,,,982
"3/21/2024, 8:31:44 AM",3.646,51.1,85.2,10,2024-03-21T12:31:44.000Z,,,982
"3/21/2024, 8:34:44 AM",3.646,51.1,85.2,10,2024-03-21T12:34:44.000Z,,,982
"3/21/2024, 8:37:44 AM",3.646,51.1,85.2,10,2024-03-21T12:37:44.000Z,,,982
"3/21/2024, 8:40:44 AM",3.646,51.1,85.2,10,2024-03-21T12:40:44.000Z,,,982
"3/21/2024, 8:43:44 AM",3.646,51.1,85.2,9,2024-03-21T12:43:44.000Z,,,982
"3/21/2024, 8:46:44 AM",3.646,51.1,85.2,9,2024-03-21T12:46:44.000Z,,,982
"3/21/2024, 8:49:44 AM",3.646,51.1,85.2,9,2024-03-21T12:49:44.000Z,,,982
"3/21/2024, 8:52:44 AM",3.646,51.1,85.2,9,2024-03-21T12:52:44.000Z,,,982
"3/21/2024, 8:55:44 AM",3.646,51.1,85.2,9,2024-03-21T12:55:44.000Z,,,982
"3/21/2024, 8:58:44 AM",3.646,51.1,85.2,9,2024-03-21T12:58:44.000Z,,,982
"3/21/2024, 9:01:44 AM",3.646,51.1,85.2,9,2024-03-21T13:01:44.000Z,,,982
"3/21/2024, 9:04:44 AM",3.646,51.1,85.2,9,2024-03-21T13:04:44.000Z,,,982
"3/21/2024, 9:07:44 AM",3.646,51.3,85.3,9,2024-03-21T13:07:44.000Z,,,982
"3/21/2024, 9:10:44 AM",3.646,51.4,85.3,9,2024-03-21T13:10:44.000Z,,,982
