Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_4_22_2022, 7_27_14 AM --- 4_29_2022, 9_12_14 AM.acrudata",,,,
Session ID:,39018,,,,
Session 1st Title:,"NH3-211205141_4_22_2022, 7_27_14 AM --- 4_29_2022, 9_12_14 AM",,,,
Session Start:,"4/22/2022, 6:27:14 AM",,,,
Session End:,"4/29/2022, 8:12:14 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"4/27/2022, 4:21:14 PM",3.652,79,94.1,18,2022-04-27T21:21:14.000Z
"4/27/2022, 4:24:14 PM",3.651,79,94.1,17,2022-04-27T21:24:14.000Z
"4/27/2022, 4:27:14 PM",3.651,79,94.1,15,2022-04-27T21:27:14.000Z
"4/27/2022, 4:30:14 PM",3.651,79,94.1,15,2022-04-27T21:30:14.000Z
"4/27/2022, 4:33:14 PM",3.652,78.6,94.1,15,2022-04-27T21:33:14.000Z
"4/27/2022, 4:36:14 PM",3.651,78.4,94.1,15,2022-04-27T21:36:14.000Z
"4/27/2022, 4:39:14 PM",3.652,78.3,94.1,14,2022-04-27T21:39:14.000Z
"4/27/2022, 4:42:14 PM",3.652,78.1,94.1,14,2022-04-27T21:42:14.000Z
"4/27/2022, 4:45:14 PM",3.652,77.9,94.1,13,2022-04-27T21:45:14.000Z
"4/27/2022, 4:48:14 PM",3.652,77.9,94.1,13,2022-04-27T21:48:14.000Z
"4/27/2022, 4:51:14 PM",3.652,77.7,94.1,15,2022-04-27T21:51:14.000Z
"4/27/2022, 4:54:14 PM",3.652,77.5,94.1,15,2022-04-27T21:54:14.000Z
"4/27/2022, 4:57:14 PM",3.652,77.5,94.1,15,2022-04-27T21:57:14.000Z
"4/27/2022, 5:00:14 PM",3.652,77.4,94.1,14,2022-04-27T22:00:14.000Z
"4/27/2022, 5:03:14 PM",3.652,77.4,94.1,14,2022-04-27T22:03:14.000Z
"4/27/2022, 5:06:14 PM",3.653,77.2,94.1,15,2022-04-27T22:06:14.000Z
"4/27/2022, 5:09:14 PM",3.652,77.2,94.1,16,2022-04-27T22:09:14.000Z
"4/27/2022, 5:12:14 PM",3.652,77,94.1,15,2022-04-27T22:12:14.000Z
"4/27/2022, 5:15:14 PM",3.652,76.8,94.1,14,2022-04-27T22:15:14.000Z
"4/27/2022, 5:18:14 PM",3.652,76.6,94.1,14,2022-04-27T22:18:14.000Z
"4/27/2022, 5:21:14 PM",3.652,76.5,94.2,14,2022-04-27T22:21:14.000Z
"4/27/2022, 5:24:14 PM",3.652,76.3,94.2,14,2022-04-27T22:24:14.000Z
"4/27/2022, 5:27:14 PM",3.653,76.1,94.1,13,2022-04-27T22:27:14.000Z
"4/27/2022, 5:30:14 PM",3.652,75.7,94.1,13,2022-04-27T22:30:14.000Z
"4/27/2022, 5:33:14 PM",3.653,75.6,94.1,15,2022-04-27T22:33:14.000Z
"4/27/2022, 5:36:14 PM",3.652,75.4,94.1,14,2022-04-27T22:36:14.000Z
"4/27/2022, 5:39:14 PM",3.652,75.2,94.1,14,2022-04-27T22:39:14.000Z
"4/27/2022, 5:42:14 PM",3.652,75,94.1,12,2022-04-27T22:42:14.000Z
"4/27/2022, 5:45:14 PM",3.652,74.8,94.1,11,2022-04-27T22:45:14.000Z
"4/27/2022, 5:48:14 PM",3.653,74.5,94.1,13,2022-04-27T22:48:14.000Z
"4/27/2022, 5:51:14 PM",3.653,74.5,94.1,12,2022-04-27T22:51:14.000Z
"4/27/2022, 5:54:14 PM",3.653,74.3,94.1,14,2022-04-27T22:54:14.000Z
"4/27/2022, 5:57:14 PM",3.653,74.1,94.1,14,2022-04-27T22:57:14.000Z
"4/27/2022, 6:00:14 PM",3.653,74.1,94.2,14,2022-04-27T23:00:14.000Z
"4/27/2022, 6:03:14 PM",3.653,73.9,94.1,13,2022-04-27T23:03:14.000Z
"4/27/2022, 6:06:14 PM",3.653,73.9,94.2,14,2022-04-27T23:06:14.000Z
"4/27/2022, 6:09:14 PM",3.653,73.8,94.2,13,2022-04-27T23:09:14.000Z
"4/27/2022, 6:12:14 PM",3.653,73.6,94.2,13,2022-04-27T23:12:14.000Z
"4/27/2022, 6:15:14 PM",3.653,73.6,94.2,13,2022-04-27T23:15:14.000Z
"4/27/2022, 6:18:14 PM",3.653,73.4,94.2,14,2022-04-27T23:18:14.000Z
"4/27/2022, 6:21:14 PM",3.653,73.4,94.2,13,2022-04-27T23:21:14.000Z
"4/27/2022, 6:24:14 PM",3.653,73.2,94.2,12,2022-04-27T23:24:14.000Z
"4/27/2022, 6:27:14 PM",3.652,73.2,94.2,13,2022-04-27T23:27:14.000Z
"4/27/2022, 6:30:14 PM",3.653,73,94.2,13,2022-04-27T23:30:14.000Z
"4/27/2022, 6:33:14 PM",3.653,73,94.2,13,2022-04-27T23:33:14.000Z
"4/27/2022, 6:36:14 PM",3.652,72.9,94.2,13,2022-04-27T23:36:14.000Z
"4/27/2022, 6:39:14 PM",3.653,72.9,94.3,12,2022-04-27T23:39:14.000Z
"4/27/2022, 6:42:14 PM",3.652,72.7,94.2,12,2022-04-27T23:42:14.000Z
"4/27/2022, 6:45:14 PM",3.653,72.5,94.3,12,2022-04-27T23:45:14.000Z
"4/27/2022, 6:48:14 PM",3.653,72.3,94.3,12,2022-04-27T23:48:14.000Z
"4/27/2022, 6:51:14 PM",3.652,72.3,94.3,12,2022-04-27T23:51:14.000Z
"4/27/2022, 6:54:14 PM",3.653,72.1,94.2,11,2022-04-27T23:54:14.000Z
"4/27/2022, 6:57:14 PM",3.653,72,94.3,12,2022-04-27T23:57:14.000Z
"4/27/2022, 7:00:14 PM",3.653,71.8,94.3,10,2022-04-28T00:00:14.000Z
"4/27/2022, 7:03:14 PM",3.653,71.6,94.3,11,2022-04-28T00:03:14.000Z
"4/27/2022, 7:06:14 PM",3.653,71.6,94.3,11,2022-04-28T00:06:14.000Z
"4/27/2022, 7:09:14 PM",3.653,71.4,94.3,11,2022-04-28T00:09:14.000Z
"4/27/2022, 7:12:14 PM",3.653,71.2,94.3,11,2022-04-28T00:12:14.000Z
"4/27/2022, 7:15:14 PM",3.653,71.2,94.3,11,2022-04-28T00:15:14.000Z
"4/27/2022, 7:18:14 PM",3.653,71.1,94.3,11,2022-04-28T00:18:14.000Z
"4/27/2022, 7:21:14 PM",3.653,70.9,94.3,10,2022-04-28T00:21:14.000Z
"4/27/2022, 7:24:14 PM",3.653,70.9,94.3,10,2022-04-28T00:24:14.000Z
"4/27/2022, 7:27:14 PM",3.653,70.7,94.3,10,2022-04-28T00:27:14.000Z
"4/27/2022, 7:30:14 PM",3.653,70.7,94.4,10,2022-04-28T00:30:14.000Z
"4/27/2022, 7:33:14 PM",3.653,70.7,94.4,10,2022-04-28T00:33:14.000Z
"4/27/2022, 7:36:14 PM",3.653,70.5,94.3,10,2022-04-28T00:36:14.000Z
"4/27/2022, 7:39:14 PM",3.653,70.5,94.3,10,2022-04-28T00:39:14.000Z
"4/27/2022, 7:42:14 PM",3.653,70.3,94.4,10,2022-04-28T00:42:14.000Z
"4/27/2022, 7:45:14 PM",3.653,70.3,94.3,10,2022-04-28T00:45:14.000Z
"4/27/2022, 7:48:14 PM",3.653,70.2,94.3,9,2022-04-28T00:48:14.000Z
"4/27/2022, 7:51:14 PM",3.653,70.2,94.4,10,2022-04-28T00:51:14.000Z
"4/27/2022, 7:54:14 PM",3.653,70,94.4,10,2022-04-28T00:54:14.000Z
"4/27/2022, 7:57:14 PM",3.653,70,94.4,9,2022-04-28T00:57:14.000Z
"4/27/2022, 8:00:14 PM",3.653,70,94.4,10,2022-04-28T01:00:14.000Z
"4/27/2022, 8:03:14 PM",3.653,70,94.4,10,2022-04-28T01:03:14.000Z
"4/27/2022, 8:06:14 PM",3.653,70,94.4,10,2022-04-28T01:06:14.000Z
"4/27/2022, 8:09:14 PM",3.653,69.8,94.4,9,2022-04-28T01:09:14.000Z
"4/27/2022, 8:12:14 PM",3.652,69.8,94.4,9,2022-04-28T01:12:14.000Z
"4/27/2022, 8:15:14 PM",3.653,69.8,94.4,9,2022-04-28T01:15:14.000Z
"4/27/2022, 8:18:14 PM",3.652,69.8,94.4,9,2022-04-28T01:18:14.000Z
"4/27/2022, 8:21:14 PM",3.653,69.8,94.4,9,2022-04-28T01:21:14.000Z
"4/27/2022, 8:24:14 PM",3.653,69.8,94.4,9,2022-04-28T01:24:14.000Z
"4/27/2022, 8:27:14 PM",3.653,69.8,94.4,9,2022-04-28T01:27:14.000Z
"4/27/2022, 8:30:14 PM",3.653,69.8,94.4,8,2022-04-28T01:30:14.000Z
"4/27/2022, 8:33:14 PM",3.652,69.8,94.4,8,2022-04-28T01:33:14.000Z
"4/27/2022, 8:36:14 PM",3.653,69.6,94.4,8,2022-04-28T01:36:14.000Z
"4/27/2022, 8:39:14 PM",3.652,69.6,94.4,8,2022-04-28T01:39:14.000Z
"4/27/2022, 8:42:14 PM",3.653,69.8,94.4,8,2022-04-28T01:42:14.000Z
"4/27/2022, 8:45:14 PM",3.652,69.6,94.4,8,2022-04-28T01:45:14.000Z
"4/27/2022, 8:48:14 PM",3.652,69.6,94.4,8,2022-04-28T01:48:14.000Z
"4/27/2022, 8:51:14 PM",3.653,69.6,94.4,8,2022-04-28T01:51:14.000Z
"4/27/2022, 8:54:14 PM",3.652,69.6,94.4,8,2022-04-28T01:54:14.000Z
"4/27/2022, 8:57:14 PM",3.652,69.6,94.5,8,2022-04-28T01:57:14.000Z
"4/27/2022, 9:00:14 PM",3.652,69.6,94.4,8,2022-04-28T02:00:14.000Z
"4/27/2022, 9:03:14 PM",3.652,69.6,94.4,8,2022-04-28T02:03:14.000Z
"4/27/2022, 9:06:14 PM",3.652,69.6,94.4,8,2022-04-28T02:06:14.000Z
"4/27/2022, 9:09:14 PM",3.653,69.6,94.5,8,2022-04-28T02:09:14.000Z
"4/27/2022, 9:12:14 PM",3.652,69.6,94.5,8,2022-04-28T02:12:14.000Z
"4/27/2022, 9:15:14 PM",3.652,69.8,94.5,8,2022-04-28T02:15:14.000Z
"4/27/2022, 9:18:14 PM",3.652,69.8,94.5,8,2022-04-28T02:18:14.000Z
"4/27/2022, 9:21:14 PM",3.652,69.8,94.5,8,2022-04-28T02:21:14.000Z
"4/27/2022, 9:24:14 PM",3.653,69.8,94.5,8,2022-04-28T02:24:14.000Z
"4/27/2022, 9:27:14 PM",3.653,69.8,94.5,8,2022-04-28T02:27:14.000Z
"4/27/2022, 9:30:14 PM",3.652,69.8,94.5,8,2022-04-28T02:30:14.000Z
"4/27/2022, 9:33:14 PM",3.652,69.8,94.5,8,2022-04-28T02:33:14.000Z
"4/27/2022, 9:36:14 PM",3.652,69.8,94.5,8,2022-04-28T02:36:14.000Z
"4/27/2022, 9:39:14 PM",3.652,69.8,94.5,8,2022-04-28T02:39:14.000Z
"4/27/2022, 9:42:14 PM",3.652,69.6,94.5,8,2022-04-28T02:42:14.000Z
"4/27/2022, 9:45:14 PM",3.652,69.6,94.5,8,2022-04-28T02:45:14.000Z
"4/27/2022, 9:48:14 PM",3.652,69.6,94.5,8,2022-04-28T02:48:14.000Z
"4/27/2022, 9:51:14 PM",3.652,69.6,94.5,7,2022-04-28T02:51:14.000Z
"4/27/2022, 9:54:14 PM",3.652,69.6,94.5,7,2022-04-28T02:54:14.000Z
"4/27/2022, 9:57:14 PM",3.652,69.6,94.5,7,2022-04-28T02:57:14.000Z
"4/27/2022, 10:00:14 PM",3.652,69.4,94.5,7,2022-04-28T03:00:14.000Z
"4/27/2022, 10:03:14 PM",3.652,69.4,94.5,7,2022-04-28T03:03:14.000Z
"4/27/2022, 10:06:14 PM",3.652,69.4,94.5,7,2022-04-28T03:06:14.000Z
"4/27/2022, 10:09:14 PM",3.652,69.4,94.5,7,2022-04-28T03:09:14.000Z
"4/27/2022, 10:12:14 PM",3.652,69.4,94.5,7,2022-04-28T03:12:14.000Z
"4/27/2022, 10:15:14 PM",3.652,69.4,94.5,7,2022-04-28T03:15:14.000Z
"4/27/2022, 10:18:14 PM",3.652,69.4,94.5,7,2022-04-28T03:18:14.000Z
"4/27/2022, 10:21:14 PM",3.652,69.3,94.5,7,2022-04-28T03:21:14.000Z
"4/27/2022, 10:24:14 PM",3.652,69.3,94.5,7,2022-04-28T03:24:14.000Z
"4/27/2022, 10:27:14 PM",3.652,69.3,94.5,7,2022-04-28T03:27:14.000Z
"4/27/2022, 10:30:14 PM",3.652,69.3,94.5,7,2022-04-28T03:30:14.000Z
"4/27/2022, 10:33:14 PM",3.652,69.1,94.5,6,2022-04-28T03:33:14.000Z
"4/27/2022, 10:36:14 PM",3.652,69.1,94.5,6,2022-04-28T03:36:14.000Z
"4/27/2022, 10:39:14 PM",3.652,69.1,94.5,6,2022-04-28T03:39:14.000Z
"4/27/2022, 10:42:14 PM",3.652,69.1,94.5,7,2022-04-28T03:42:14.000Z
"4/27/2022, 10:45:14 PM",3.652,69.1,94.5,7,2022-04-28T03:45:14.000Z
"4/27/2022, 10:48:14 PM",3.652,68.9,94.5,7,2022-04-28T03:48:14.000Z
"4/27/2022, 10:51:14 PM",3.652,68.9,94.6,7,2022-04-28T03:51:14.000Z
"4/27/2022, 10:54:14 PM",3.652,68.7,94.6,7,2022-04-28T03:54:14.000Z
"4/27/2022, 10:57:14 PM",3.652,68.5,94.6,7,2022-04-28T03:57:14.000Z
"4/27/2022, 11:00:14 PM",3.652,68.4,94.7,7,2022-04-28T04:00:14.000Z
"4/27/2022, 11:03:14 PM",3.652,68.4,94.6,7,2022-04-28T04:03:14.000Z
"4/27/2022, 11:06:14 PM",3.652,68.2,94.7,7,2022-04-28T04:06:14.000Z
"4/27/2022, 11:09:14 PM",3.652,68,94.7,7,2022-04-28T04:09:14.000Z
"4/27/2022, 11:12:14 PM",3.652,68,94.7,7,2022-04-28T04:12:14.000Z
"4/27/2022, 11:15:14 PM",3.652,67.8,94.8,7,2022-04-28T04:15:14.000Z
"4/27/2022, 11:18:14 PM",3.652,67.6,94.8,7,2022-04-28T04:18:14.000Z
"4/27/2022, 11:21:14 PM",3.652,67.5,94.8,7,2022-04-28T04:21:14.000Z
"4/27/2022, 11:24:14 PM",3.652,67.5,94.8,7,2022-04-28T04:24:14.000Z
"4/27/2022, 11:27:14 PM",3.652,67.5,94.9,7,2022-04-28T04:27:14.000Z
"4/27/2022, 11:30:14 PM",3.652,67.5,94.8,7,2022-04-28T04:30:14.000Z
"4/27/2022, 11:33:14 PM",3.652,67.3,94.9,8,2022-04-28T04:33:14.000Z
"4/27/2022, 11:36:14 PM",3.652,67.3,94.9,8,2022-04-28T04:36:14.000Z
"4/27/2022, 11:39:14 PM",3.652,67.3,94.9,8,2022-04-28T04:39:14.000Z
"4/27/2022, 11:42:14 PM",3.652,67.3,94.9,8,2022-04-28T04:42:14.000Z
"4/27/2022, 11:45:14 PM",3.652,67.3,94.9,8,2022-04-28T04:45:14.000Z
"4/27/2022, 11:48:14 PM",3.652,67.3,95,8,2022-04-28T04:48:14.000Z
"4/27/2022, 11:51:14 PM",3.652,67.1,94.9,8,2022-04-28T04:51:14.000Z
"4/27/2022, 11:54:14 PM",3.652,67.1,94.9,8,2022-04-28T04:54:14.000Z
"4/27/2022, 11:57:14 PM",3.652,66.9,94.9,8,2022-04-28T04:57:14.000Z
"4/28/2022, 12:00:14 AM",3.652,66.9,95,8,2022-04-28T05:00:14.000Z
"4/28/2022, 12:03:14 AM",3.652,66.9,95,9,2022-04-28T05:03:14.000Z
"4/28/2022, 12:06:14 AM",3.652,66.9,95,9,2022-04-28T05:06:14.000Z
"4/28/2022, 12:09:14 AM",3.651,66.9,95,9,2022-04-28T05:09:14.000Z
"4/28/2022, 12:12:14 AM",3.652,66.9,95,8,2022-04-28T05:12:14.000Z
"4/28/2022, 12:15:14 AM",3.652,66.7,95,8,2022-04-28T05:15:14.000Z
"4/28/2022, 12:18:14 AM",3.652,66.7,95,8,2022-04-28T05:18:14.000Z
"4/28/2022, 12:21:14 AM",3.652,66.6,95,8,2022-04-28T05:21:14.000Z
"4/28/2022, 12:24:14 AM",3.652,66.4,95,8,2022-04-28T05:24:14.000Z
"4/28/2022, 12:27:14 AM",3.652,66.4,95,8,2022-04-28T05:27:14.000Z
"4/28/2022, 12:30:14 AM",3.652,66.2,95,8,2022-04-28T05:30:14.000Z
"4/28/2022, 12:33:14 AM",3.652,66,95.1,8,2022-04-28T05:33:14.000Z
"4/28/2022, 12:36:14 AM",3.652,65.8,95.1,8,2022-04-28T05:36:14.000Z
"4/28/2022, 12:39:14 AM",3.652,65.7,95.1,8,2022-04-28T05:39:14.000Z
"4/28/2022, 12:42:14 AM",3.652,65.7,95.1,8,2022-04-28T05:42:14.000Z
"4/28/2022, 12:45:14 AM",3.652,65.7,95.1,8,2022-04-28T05:45:14.000Z
"4/28/2022, 12:48:14 AM",3.652,65.5,95.1,8,2022-04-28T05:48:14.000Z
"4/28/2022, 12:51:14 AM",3.652,65.3,95.2,9,2022-04-28T05:51:14.000Z
"4/28/2022, 12:54:14 AM",3.652,65.3,95.2,9,2022-04-28T05:54:14.000Z
"4/28/2022, 12:57:14 AM",3.652,65.1,95.2,9,2022-04-28T05:57:14.000Z
"4/28/2022, 1:00:14 AM",3.652,65.1,95.2,9,2022-04-28T06:00:14.000Z
"4/28/2022, 1:03:14 AM",3.652,64.9,95.2,8,2022-04-28T06:03:14.000Z
"4/28/2022, 1:06:14 AM",3.651,64.9,95.2,8,2022-04-28T06:06:14.000Z
"4/28/2022, 1:09:14 AM",3.652,64.8,95.3,8,2022-04-28T06:09:14.000Z
"4/28/2022, 1:12:14 AM",3.652,64.6,95.3,9,2022-04-28T06:12:14.000Z
"4/28/2022, 1:15:14 AM",3.652,64.6,95.3,9,2022-04-28T06:15:14.000Z
"4/28/2022, 1:18:14 AM",3.652,64.6,95.3,9,2022-04-28T06:18:14.000Z
"4/28/2022, 1:21:14 AM",3.652,64.4,95.3,9,2022-04-28T06:21:14.000Z
"4/28/2022, 1:24:14 AM",3.652,64.4,95.3,9,2022-04-28T06:24:14.000Z
"4/28/2022, 1:27:14 AM",3.652,64.2,95.3,9,2022-04-28T06:27:14.000Z
"4/28/2022, 1:30:14 AM",3.652,64,95.4,8,2022-04-28T06:30:14.000Z
"4/28/2022, 1:33:14 AM",3.652,64,95.4,9,2022-04-28T06:33:14.000Z
"4/28/2022, 1:36:14 AM",3.651,63.9,95.4,8,2022-04-28T06:36:14.000Z
"4/28/2022, 1:39:14 AM",3.651,63.9,95.4,8,2022-04-28T06:39:14.000Z
"4/28/2022, 1:42:14 AM",3.652,63.7,95.4,8,2022-04-28T06:42:14.000Z
"4/28/2022, 1:45:14 AM",3.651,63.7,95.4,9,2022-04-28T06:45:14.000Z
"4/28/2022, 1:48:14 AM",3.651,63.7,95.4,8,2022-04-28T06:48:14.000Z
"4/28/2022, 1:51:14 AM",3.652,63.5,95.5,8,2022-04-28T06:51:14.000Z
"4/28/2022, 1:54:14 AM",3.651,63.3,95.5,8,2022-04-28T06:54:14.000Z
"4/28/2022, 1:57:14 AM",3.652,63.3,95.5,8,2022-04-28T06:57:14.000Z
"4/28/2022, 2:00:14 AM",3.651,63.1,95.5,8,2022-04-28T07:00:14.000Z
"4/28/2022, 2:03:14 AM",3.651,63.1,95.5,8,2022-04-28T07:03:14.000Z
"4/28/2022, 2:06:14 AM",3.651,63,95.5,8,2022-04-28T07:06:14.000Z
"4/28/2022, 2:09:14 AM",3.651,63,95.5,8,2022-04-28T07:09:14.000Z
"4/28/2022, 2:12:14 AM",3.651,63,95.5,8,2022-04-28T07:12:14.000Z
"4/28/2022, 2:15:14 AM",3.651,62.8,95.6,8,2022-04-28T07:15:14.000Z
"4/28/2022, 2:18:14 AM",3.651,62.8,95.5,8,2022-04-28T07:18:14.000Z
"4/28/2022, 2:21:14 AM",3.651,62.6,95.6,8,2022-04-28T07:21:14.000Z
"4/28/2022, 2:24:14 AM",3.651,62.6,95.6,8,2022-04-28T07:24:14.000Z
"4/28/2022, 2:27:14 AM",3.651,62.4,95.6,8,2022-04-28T07:27:14.000Z
"4/28/2022, 2:30:14 AM",3.651,62.4,95.6,7,2022-04-28T07:30:14.000Z
"4/28/2022, 2:33:14 AM",3.651,62.4,95.6,7,2022-04-28T07:33:14.000Z
"4/28/2022, 2:36:14 AM",3.651,62.2,95.6,8,2022-04-28T07:36:14.000Z
"4/28/2022, 2:39:14 AM",3.651,62.2,95.7,7,2022-04-28T07:39:14.000Z
"4/28/2022, 2:42:14 AM",3.651,62.2,95.7,8,2022-04-28T07:42:14.000Z
"4/28/2022, 2:45:14 AM",3.651,62.2,95.7,8,2022-04-28T07:45:14.000Z
"4/28/2022, 2:48:14 AM",3.651,62.1,95.7,8,2022-04-28T07:48:14.000Z
"4/28/2022, 2:51:14 AM",3.651,62.1,95.7,8,2022-04-28T07:51:14.000Z
"4/28/2022, 2:54:14 AM",3.651,62.1,95.7,8,2022-04-28T07:54:14.000Z
"4/28/2022, 2:57:14 AM",3.651,62.2,95.7,8,2022-04-28T07:57:14.000Z
"4/28/2022, 3:00:14 AM",3.651,62.2,95.7,8,2022-04-28T08:00:14.000Z
"4/28/2022, 3:03:14 AM",3.651,62.2,95.7,8,2022-04-28T08:03:14.000Z
"4/28/2022, 3:06:14 AM",3.651,62.2,95.7,8,2022-04-28T08:06:14.000Z
"4/28/2022, 3:09:14 AM",3.651,62.2,95.7,8,2022-04-28T08:09:14.000Z
"4/28/2022, 3:12:14 AM",3.651,62.4,95.7,8,2022-04-28T08:12:14.000Z
"4/28/2022, 3:15:14 AM",3.651,62.2,95.7,8,2022-04-28T08:15:14.000Z
"4/28/2022, 3:18:14 AM",3.651,62.2,95.7,8,2022-04-28T08:18:14.000Z
"4/28/2022, 3:21:14 AM",3.651,62.2,95.8,8,2022-04-28T08:21:14.000Z
"4/28/2022, 3:24:14 AM",3.65,62.2,95.8,8,2022-04-28T08:24:14.000Z
"4/28/2022, 3:27:14 AM",3.651,62.2,95.8,8,2022-04-28T08:27:14.000Z
"4/28/2022, 3:30:14 AM",3.65,62.2,95.8,7,2022-04-28T08:30:14.000Z
"4/28/2022, 3:33:14 AM",3.651,62.2,95.8,7,2022-04-28T08:33:14.000Z
"4/28/2022, 3:36:14 AM",3.651,62.2,95.8,7,2022-04-28T08:36:14.000Z
"4/28/2022, 3:39:14 AM",3.65,62.2,95.8,7,2022-04-28T08:39:14.000Z
"4/28/2022, 3:42:14 AM",3.651,62.1,95.8,7,2022-04-28T08:42:14.000Z
"4/28/2022, 3:45:14 AM",3.65,62.2,95.8,7,2022-04-28T08:45:14.000Z
"4/28/2022, 3:48:14 AM",3.651,62.2,95.8,8,2022-04-28T08:48:14.000Z
"4/28/2022, 3:51:14 AM",3.65,62.2,95.8,8,2022-04-28T08:51:14.000Z
"4/28/2022, 3:54:14 AM",3.65,62.2,95.8,8,2022-04-28T08:54:14.000Z
"4/28/2022, 3:57:14 AM",3.65,62.4,95.8,8,2022-04-28T08:57:14.000Z
"4/28/2022, 4:00:14 AM",3.65,62.4,95.8,8,2022-04-28T09:00:14.000Z
"4/28/2022, 4:03:14 AM",3.65,62.6,95.8,8,2022-04-28T09:03:14.000Z
"4/28/2022, 4:06:14 AM",3.65,62.6,95.8,8,2022-04-28T09:06:14.000Z
"4/28/2022, 4:09:14 AM",3.65,62.6,95.8,7,2022-04-28T09:09:14.000Z
"4/28/2022, 4:12:14 AM",3.65,62.6,95.8,8,2022-04-28T09:12:14.000Z
"4/28/2022, 4:15:14 AM",3.65,62.6,95.8,7,2022-04-28T09:15:14.000Z
"4/28/2022, 4:18:14 AM",3.65,62.4,95.8,7,2022-04-28T09:18:14.000Z
"4/28/2022, 4:21:14 AM",3.65,62.4,95.8,7,2022-04-28T09:21:14.000Z
"4/28/2022, 4:24:14 AM",3.65,62.4,95.8,7,2022-04-28T09:24:14.000Z
"4/28/2022, 4:27:14 AM",3.65,62.4,95.8,7,2022-04-28T09:27:14.000Z
"4/28/2022, 4:30:14 AM",3.65,62.4,95.8,7,2022-04-28T09:30:14.000Z
"4/28/2022, 4:33:14 AM",3.65,62.4,95.9,7,2022-04-28T09:33:14.000Z
"4/28/2022, 4:36:14 AM",3.65,62.6,95.8,7,2022-04-28T09:36:14.000Z
"4/28/2022, 4:39:14 AM",3.65,62.6,95.8,7,2022-04-28T09:39:14.000Z
"4/28/2022, 4:42:14 AM",3.65,62.6,95.8,7,2022-04-28T09:42:14.000Z
"4/28/2022, 4:45:14 AM",3.65,62.4,95.8,7,2022-04-28T09:45:14.000Z
"4/28/2022, 4:48:14 AM",3.65,62.6,95.9,7,2022-04-28T09:48:14.000Z
"4/28/2022, 4:51:14 AM",3.65,62.8,95.8,8,2022-04-28T09:51:14.000Z
"4/28/2022, 4:54:14 AM",3.65,62.8,95.9,7,2022-04-28T09:54:14.000Z
"4/28/2022, 4:57:14 AM",3.65,63,95.8,7,2022-04-28T09:57:14.000Z
"4/28/2022, 5:00:14 AM",3.65,63,95.8,7,2022-04-28T10:00:14.000Z
"4/28/2022, 5:03:14 AM",3.65,62.8,95.9,7,2022-04-28T10:03:14.000Z
"4/28/2022, 5:06:14 AM",3.65,62.6,95.8,6,2022-04-28T10:06:14.000Z
"4/28/2022, 5:09:14 AM",3.65,62.6,95.8,6,2022-04-28T10:09:14.000Z
"4/28/2022, 5:12:14 AM",3.65,62.6,95.9,7,2022-04-28T10:12:14.000Z
"4/28/2022, 5:15:14 AM",3.65,62.6,95.9,6,2022-04-28T10:15:14.000Z
"4/28/2022, 5:18:14 AM",3.65,62.4,95.9,6,2022-04-28T10:18:14.000Z
"4/28/2022, 5:21:14 AM",3.65,62.4,95.9,6,2022-04-28T10:21:14.000Z
"4/28/2022, 5:24:14 AM",3.65,62.4,95.9,6,2022-04-28T10:24:14.000Z
"4/28/2022, 5:27:14 AM",3.65,62.6,95.9,6,2022-04-28T10:27:14.000Z
"4/28/2022, 5:30:14 AM",3.65,62.6,95.9,6,2022-04-28T10:30:14.000Z
"4/28/2022, 5:33:14 AM",3.65,62.8,95.9,6,2022-04-28T10:33:14.000Z
"4/28/2022, 5:36:14 AM",3.65,62.8,95.9,7,2022-04-28T10:36:14.000Z
"4/28/2022, 5:39:14 AM",3.649,62.6,95.9,6,2022-04-28T10:39:14.000Z
"4/28/2022, 5:42:14 AM",3.65,62.6,95.9,6,2022-04-28T10:42:14.000Z
"4/28/2022, 5:45:14 AM",3.65,62.6,95.9,6,2022-04-28T10:45:14.000Z
"4/28/2022, 5:48:14 AM",3.65,62.8,95.9,7,2022-04-28T10:48:14.000Z
"4/28/2022, 5:51:14 AM",3.65,62.8,96,7,2022-04-28T10:51:14.000Z
"4/28/2022, 5:54:14 AM",3.65,63,96,6,2022-04-28T10:54:14.000Z
"4/28/2022, 5:57:14 AM",3.65,63,96,6,2022-04-28T10:57:14.000Z
"4/28/2022, 6:00:14 AM",3.649,63.1,95.9,6,2022-04-28T11:00:14.000Z
"4/28/2022, 6:03:14 AM",3.65,63.1,96,7,2022-04-28T11:03:14.000Z
"4/28/2022, 6:06:14 AM",3.65,63.1,96,6,2022-04-28T11:06:14.000Z
"4/28/2022, 6:09:14 AM",3.649,63.1,96,6,2022-04-28T11:09:14.000Z
"4/28/2022, 6:12:14 AM",3.65,63.3,96,6,2022-04-28T11:12:14.000Z
"4/28/2022, 6:15:14 AM",3.649,63.1,96,6,2022-04-28T11:15:14.000Z
"4/28/2022, 6:18:14 AM",3.65,63.1,96,6,2022-04-28T11:18:14.000Z
"4/28/2022, 6:21:14 AM",3.65,63.1,96,6,2022-04-28T11:21:14.000Z
