Instrument:,,,,,NH3-211205141,,,
Name:,,,,,Biosolids Dewatering,,,
Time Zone Offset (Minutes):,,,,,-300,,,
Orignal File Name:,,,,,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-Surge Tank_211205141_1_8_2024, 9_14_36 AM --- 1_31_2024, 1_17_36 PM.acrudata",,,
Session ID:,,,,,6523,,,
Session 1st Title:,,,,,"NH3-Surge Tank_211205141_1_8_2024, 9_14_36 AM --- 1_31_2024, 1_17_36 PM",,,
Session Start:,,,,,"1/8/2024, 9:14:36 AM",,,
Session End:,,,,,"1/31/2024, 1:17:36 PM",,,
,,,,,,,,
Time Stamp,NH3 (PPM),Temperature (°F),Humidity (%),,Battery (Volts),,,ISO time
"1/8/2024, 9:14:36 AM",0,72.5,58.3,,3.664,,,2024-01-08T14:14:36.000Z
"1/8/2024, 9:17:36 AM",0,72.9,58.4,,3.665,,,2024-01-08T14:17:36.000Z
"1/8/2024, 9:20:36 AM",0,72.3,58.3,,3.664,,,2024-01-08T14:20:36.000Z
"1/8/2024, 9:23:36 AM",0,71.2,58.2,,3.664,,,2024-01-08T14:23:36.000Z
"1/8/2024, 9:26:36 AM",0,70.9,58.2,,3.664,,,2024-01-08T14:26:36.000Z
"1/8/2024, 9:29:36 AM",0,70.7,58.2,,3.664,,,2024-01-08T14:29:36.000Z
"1/8/2024, 9:32:36 AM",0,70.5,58.2,,3.664,,,2024-01-08T14:32:36.000Z
"1/8/2024, 9:35:36 AM",1,70.5,58.3,,3.663,,,2024-01-08T14:35:36.000Z
"1/8/2024, 9:38:36 AM",1,70.5,58.3,,3.664,,,2024-01-08T14:38:36.000Z
"1/8/2024, 9:41:36 AM",1,70.5,58.3,,3.663,,,2024-01-08T14:41:36.000Z
"1/8/2024, 9:44:36 AM",1,70.5,58.4,,3.664,,,2024-01-08T14:44:36.000Z
"1/8/2024, 9:47:36 AM",1,70.5,58.5,,3.664,,,2024-01-08T14:47:36.000Z
"1/8/2024, 9:50:36 AM",1,70.7,58.6,,3.664,,,2024-01-08T14:50:36.000Z
"1/8/2024, 9:53:36 AM",2,70.7,58.7,,3.663,,,2024-01-08T14:53:36.000Z
"1/8/2024, 9:56:36 AM",2,70.7,58.8,,3.664,,,2024-01-08T14:56:36.000Z
"1/8/2024, 9:59:36 AM",2,70.5,59,,3.663,,,2024-01-08T14:59:36.000Z
"1/8/2024, 10:02:36 AM",2,70.5,59.1,,3.664,,,2024-01-08T15:02:36.000Z
"1/8/2024, 10:05:36 AM",2,70.5,59.2,,3.664,,,2024-01-08T15:05:36.000Z
"1/8/2024, 10:08:36 AM",2,70.5,59.4,,3.664,,,2024-01-08T15:08:36.000Z
"1/8/2024, 10:11:36 AM",3,70.7,59.5,,3.664,,,2024-01-08T15:11:36.000Z
"1/8/2024, 10:14:36 AM",3,70.7,59.7,,3.664,,,2024-01-08T15:14:36.000Z
"1/8/2024, 10:17:36 AM",3,70.9,59.9,,3.663,,,2024-01-08T15:17:36.000Z
"1/8/2024, 10:20:36 AM",3,70.9,60,,3.663,,,2024-01-08T15:20:36.000Z
"1/8/2024, 10:23:36 AM",3,71.1,60.2,,3.664,,,2024-01-08T15:23:36.000Z
"1/8/2024, 10:26:36 AM",3,71.1,60.4,,3.663,,,2024-01-08T15:26:36.000Z
"1/8/2024, 10:29:36 AM",3,71.2,60.5,,3.663,,,2024-01-08T15:29:36.000Z
"1/8/2024, 10:32:36 AM",3,71.2,60.7,,3.664,,,2024-01-08T15:32:36.000Z
"1/8/2024, 10:35:36 AM",4,71.2,60.8,,3.663,,,2024-01-08T15:35:36.000Z
"1/8/2024, 10:38:36 AM",4,71.4,61,,3.663,,,2024-01-08T15:38:36.000Z
"1/8/2024, 10:41:36 AM",4,71.4,61.2,,3.664,,,2024-01-08T15:41:36.000Z
"1/8/2024, 10:44:36 AM",4,71.4,61.3,,3.663,,,2024-01-08T15:44:36.000Z
"1/8/2024, 10:47:36 AM",4,71.4,61.5,,3.663,,,2024-01-08T15:47:36.000Z
"1/8/2024, 10:50:36 AM",4,71.4,61.6,,3.663,,,2024-01-08T15:50:36.000Z
"1/8/2024, 10:53:36 AM",4,71.6,61.8,,3.663,,,2024-01-08T15:53:36.000Z
"1/8/2024, 10:56:36 AM",5,71.6,61.9,,3.664,,,2024-01-08T15:56:36.000Z
"1/8/2024, 10:59:36 AM",5,71.6,62.1,,3.664,,,2024-01-08T15:59:36.000Z
"1/8/2024, 11:02:36 AM",5,71.6,62.2,,3.664,,,2024-01-08T16:02:36.000Z
"1/8/2024, 11:05:36 AM",5,71.6,62.4,,3.663,,,2024-01-08T16:05:36.000Z
"1/8/2024, 11:08:36 AM",5,71.6,62.5,,3.663,,,2024-01-08T16:08:36.000Z
"1/8/2024, 11:11:36 AM",5,71.6,62.7,,3.664,,,2024-01-08T16:11:36.000Z
"1/8/2024, 11:14:36 AM",5,71.6,62.8,,3.663,,,2024-01-08T16:14:36.000Z
"1/8/2024, 11:17:36 AM",5,71.4,62.9,,3.664,,,2024-01-08T16:17:36.000Z
"1/8/2024, 11:20:36 AM",6,71.4,63,,3.663,,,2024-01-08T16:20:36.000Z
"1/8/2024, 11:23:36 AM",6,71.4,63.1,,3.663,,,2024-01-08T16:23:36.000Z
"1/8/2024, 11:26:36 AM",6,71.2,63.3,,3.664,,,2024-01-08T16:26:36.000Z
"1/8/2024, 11:29:36 AM",6,71.2,63.4,,3.663,,,2024-01-08T16:29:36.000Z
"1/8/2024, 11:32:36 AM",6,71.2,63.5,,3.663,,,2024-01-08T16:32:36.000Z
"1/8/2024, 11:35:36 AM",6,71.1,63.6,,3.663,,,2024-01-08T16:35:36.000Z
"1/8/2024, 11:38:36 AM",6,71.1,63.8,,3.664,,,2024-01-08T16:38:36.000Z
"1/8/2024, 11:41:36 AM",6,71.1,63.9,,3.663,,,2024-01-08T16:41:36.000Z
"1/8/2024, 11:44:36 AM",6,71.1,64,,3.664,,,2024-01-08T16:44:36.000Z
"1/8/2024, 11:47:36 AM",6,71.1,64.1,,3.663,,,2024-01-08T16:47:36.000Z
"1/8/2024, 11:50:36 AM",6,71.1,64.2,,3.663,,,2024-01-08T16:50:36.000Z
"1/8/2024, 11:53:36 AM",6,71.1,64.3,,3.664,,,2024-01-08T16:53:36.000Z
"1/8/2024, 11:56:36 AM",6,71.1,64.5,,3.663,,,2024-01-08T16:56:36.000Z
"1/8/2024, 11:59:36 AM",6,71.1,64.6,,3.664,,,2024-01-08T16:59:36.000Z
"1/8/2024, 12:02:36 PM",6,70.9,64.7,,3.663,,,2024-01-08T17:02:36.000Z
"1/8/2024, 12:05:36 PM",6,70.9,64.8,,3.663,,,2024-01-08T17:05:36.000Z
"1/8/2024, 12:08:36 PM",6,70.9,64.9,,3.664,,,2024-01-08T17:08:36.000Z
"1/8/2024, 12:11:36 PM",6,70.9,65,,3.663,,,2024-01-08T17:11:36.000Z
"1/8/2024, 12:14:36 PM",6,70.9,65.1,,3.663,,,2024-01-08T17:14:36.000Z
"1/8/2024, 12:17:36 PM",6,70.9,65.2,,3.664,,,2024-01-08T17:17:36.000Z
"1/8/2024, 12:20:36 PM",6,70.9,65.3,,3.664,,,2024-01-08T17:20:36.000Z
"1/8/2024, 12:23:36 PM",6,70.9,65.4,,3.663,,,2024-01-08T17:23:36.000Z
"1/8/2024, 12:26:36 PM",6,70.9,65.5,,3.663,,,2024-01-08T17:26:36.000Z
"1/8/2024, 12:29:36 PM",6,70.7,65.6,,3.663,,,2024-01-08T17:29:36.000Z
"1/8/2024, 12:32:36 PM",6,70.7,65.6,,3.663,,,2024-01-08T17:32:36.000Z
"1/8/2024, 12:35:36 PM",6,70.5,65.7,,3.663,,,2024-01-08T17:35:36.000Z
"1/8/2024, 12:38:36 PM",6,70.5,65.8,,3.664,,,2024-01-08T17:38:36.000Z
"1/8/2024, 12:41:36 PM",6,70.7,65.9,,3.663,,,2024-01-08T17:41:36.000Z
"1/8/2024, 12:44:36 PM",6,70.7,66,,3.663,,,2024-01-08T17:44:36.000Z
"1/8/2024, 12:47:36 PM",6,70.7,66.1,,3.663,,,2024-01-08T17:47:36.000Z
"1/8/2024, 12:50:36 PM",6,70.7,66.2,,3.664,,,2024-01-08T17:50:36.000Z
"1/8/2024, 12:53:36 PM",6,70.7,66.3,,3.664,,,2024-01-08T17:53:36.000Z
"1/8/2024, 12:56:36 PM",6,70.7,66.3,,3.663,,,2024-01-08T17:56:36.000Z
"1/8/2024, 12:59:36 PM",6,70.7,66.4,,3.663,,,2024-01-08T17:59:36.000Z
"1/8/2024, 1:02:36 PM",6,70.9,66.5,,3.663,,,2024-01-08T18:02:36.000Z
"1/8/2024, 1:05:36 PM",6,70.7,66.6,,3.664,,,2024-01-08T18:05:36.000Z
"1/8/2024, 1:08:36 PM",6,70.7,66.7,,3.663,,,2024-01-08T18:08:36.000Z
"1/8/2024, 1:11:36 PM",6,70.7,66.8,,3.663,,,2024-01-08T18:11:36.000Z
"1/8/2024, 1:14:36 PM",7,70.7,66.9,,3.663,,,2024-01-08T18:14:36.000Z
"1/8/2024, 1:17:36 PM",6,70.7,66.9,,3.663,,,2024-01-08T18:17:36.000Z
"1/8/2024, 1:20:36 PM",7,70.7,67,,3.663,,,2024-01-08T18:20:36.000Z
"1/8/2024, 1:23:36 PM",6,70.5,67.1,,3.664,,,2024-01-08T18:23:36.000Z
"1/8/2024, 1:26:36 PM",6,70.5,67.1,,3.663,,,2024-01-08T18:26:36.000Z
"1/8/2024, 1:29:36 PM",6,70.5,67.2,,3.663,,,2024-01-08T18:29:36.000Z
"1/8/2024, 1:32:36 PM",6,70.3,67.3,,3.663,,,2024-01-08T18:32:36.000Z
"1/8/2024, 1:35:36 PM",6,70.3,67.3,,3.663,,,2024-01-08T18:35:36.000Z
"1/8/2024, 1:38:36 PM",6,70.3,67.4,,3.663,,,2024-01-08T18:38:36.000Z
"1/8/2024, 1:41:36 PM",6,70.3,67.5,,3.664,,,2024-01-08T18:41:36.000Z
"1/8/2024, 1:44:36 PM",6,70.3,67.5,,3.663,,,2024-01-08T18:44:36.000Z
"1/8/2024, 1:47:36 PM",6,70.2,67.6,,3.663,,,2024-01-08T18:47:36.000Z
"1/8/2024, 1:50:36 PM",6,70.2,67.6,,3.663,,,2024-01-08T18:50:36.000Z
"1/8/2024, 1:53:36 PM",6,70.2,67.7,,3.664,,,2024-01-08T18:53:36.000Z
"1/8/2024, 1:56:36 PM",6,70,67.8,,3.663,,,2024-01-08T18:56:36.000Z
"1/8/2024, 1:59:36 PM",6,70,67.8,,3.663,,,2024-01-08T18:59:36.000Z
"1/8/2024, 2:02:36 PM",6,69.8,67.9,,3.663,,,2024-01-08T19:02:36.000Z
"1/8/2024, 2:05:36 PM",6,69.8,68,,3.663,,,2024-01-08T19:05:36.000Z
"1/8/2024, 2:08:36 PM",6,70,68,,3.663,,,2024-01-08T19:08:36.000Z
"1/8/2024, 2:11:36 PM",6,70,68.1,,3.663,,,2024-01-08T19:11:36.000Z
"1/8/2024, 2:14:36 PM",6,70,68.1,,3.664,,,2024-01-08T19:14:36.000Z
"1/8/2024, 2:17:36 PM",6,70,68.2,,3.663,,,2024-01-08T19:17:36.000Z
"1/8/2024, 2:20:36 PM",6,70,68.3,,3.663,,,2024-01-08T19:20:36.000Z
"1/8/2024, 2:23:36 PM",6,70,68.4,,3.663,,,2024-01-08T19:23:36.000Z
"1/8/2024, 2:26:36 PM",6,70,68.4,,3.663,,,2024-01-08T19:26:36.000Z
"1/8/2024, 2:29:36 PM",6,70,68.4,,3.663,,,2024-01-08T19:29:36.000Z
"1/8/2024, 2:32:36 PM",6,70,68.5,,3.663,,,2024-01-08T19:32:36.000Z
"1/8/2024, 2:35:36 PM",6,70.2,68.6,,3.663,,,2024-01-08T19:35:36.000Z
"1/8/2024, 2:38:36 PM",6,70.2,68.7,,3.663,,,2024-01-08T19:38:36.000Z
"1/8/2024, 2:41:36 PM",6,70,68.7,,3.663,,,2024-01-08T19:41:36.000Z
"1/8/2024, 2:44:36 PM",6,70,68.8,,3.663,,,2024-01-08T19:44:36.000Z
"1/8/2024, 2:47:36 PM",6,70,68.8,,3.663,,,2024-01-08T19:47:36.000Z
"1/8/2024, 2:50:36 PM",6,70,68.9,,3.663,,,2024-01-08T19:50:36.000Z
"1/8/2024, 2:53:36 PM",6,70,68.9,,3.663,,,2024-01-08T19:53:36.000Z
"1/8/2024, 2:56:36 PM",6,70,69,,3.663,,,2024-01-08T19:56:36.000Z
"1/8/2024, 2:59:36 PM",6,69.8,69,,3.663,,,2024-01-08T19:59:36.000Z
"1/8/2024, 3:02:36 PM",6,69.8,69.1,,3.663,,,2024-01-08T20:02:36.000Z
"1/8/2024, 3:05:36 PM",6,69.6,69.1,,3.663,,,2024-01-08T20:05:36.000Z
"1/8/2024, 3:08:36 PM",6,69.6,69.1,,3.663,,,2024-01-08T20:08:36.000Z
"1/8/2024, 3:11:36 PM",6,69.6,69.2,,3.663,,,2024-01-08T20:11:36.000Z
"1/8/2024, 3:14:36 PM",6,69.6,69.2,,3.663,,,2024-01-08T20:14:36.000Z
"1/8/2024, 3:17:36 PM",6,69.4,69.3,,3.663,,,2024-01-08T20:17:36.000Z
"1/8/2024, 3:20:36 PM",6,69.4,69.4,,3.663,,,2024-01-08T20:20:36.000Z
"1/8/2024, 3:23:36 PM",6,69.3,69.4,,3.663,,,2024-01-08T20:23:36.000Z
"1/8/2024, 3:26:36 PM",6,69.3,69.5,,3.663,,,2024-01-08T20:26:36.000Z
"1/8/2024, 3:29:36 PM",6,69.1,69.5,,3.663,,,2024-01-08T20:29:36.000Z
"1/8/2024, 3:32:36 PM",6,69.1,69.6,,3.663,,,2024-01-08T20:32:36.000Z
"1/8/2024, 3:35:36 PM",6,69.1,69.6,,3.663,,,2024-01-08T20:35:36.000Z
"1/8/2024, 3:38:36 PM",6,69.1,69.6,,3.663,,,2024-01-08T20:38:36.000Z
"1/8/2024, 3:41:36 PM",6,69.1,69.7,,3.663,,,2024-01-08T20:41:36.000Z
"1/8/2024, 3:44:36 PM",6,69.1,69.7,,3.663,,,2024-01-08T20:44:36.000Z
"1/8/2024, 3:47:36 PM",6,69.1,69.7,,3.663,,,2024-01-08T20:47:36.000Z
"1/8/2024, 3:50:36 PM",6,68.9,69.8,,3.663,,,2024-01-08T20:50:36.000Z
"1/8/2024, 3:53:36 PM",5,68.7,69.8,,3.663,,,2024-01-08T20:53:36.000Z
"1/8/2024, 3:56:36 PM",5,68.7,70,,3.663,,,2024-01-08T20:56:36.000Z
"1/8/2024, 3:59:36 PM",5,68.5,69.9,,3.663,,,2024-01-08T20:59:36.000Z
"1/8/2024, 4:02:36 PM",5,68.5,69.9,,3.663,,,2024-01-08T21:02:36.000Z
"1/8/2024, 4:05:36 PM",5,68.4,70,,3.663,,,2024-01-08T21:05:36.000Z
"1/8/2024, 4:08:36 PM",5,68.4,70,,3.664,,,2024-01-08T21:08:36.000Z
"1/8/2024, 4:11:36 PM",5,68.2,70.1,,3.663,,,2024-01-08T21:11:36.000Z
"1/8/2024, 4:14:36 PM",5,68.2,70.1,,3.663,,,2024-01-08T21:14:36.000Z
"1/8/2024, 4:17:36 PM",5,68.2,70.1,,3.663,,,2024-01-08T21:17:36.000Z
"1/8/2024, 4:20:36 PM",5,68,70.2,,3.663,,,2024-01-08T21:20:36.000Z
"1/8/2024, 4:23:36 PM",5,68,70.2,,3.663,,,2024-01-08T21:23:36.000Z
"1/8/2024, 4:26:36 PM",5,68,70.2,,3.663,,,2024-01-08T21:26:36.000Z
"1/8/2024, 4:29:36 PM",5,67.8,70.3,,3.663,,,2024-01-08T21:29:36.000Z
"1/8/2024, 4:32:36 PM",5,67.8,70.3,,3.663,,,2024-01-08T21:32:36.000Z
"1/8/2024, 4:35:36 PM",5,67.6,70.3,,3.663,,,2024-01-08T21:35:36.000Z
"1/8/2024, 4:38:36 PM",5,67.6,70.4,,3.663,,,2024-01-08T21:38:36.000Z
"1/8/2024, 4:41:36 PM",5,67.6,70.4,,3.663,,,2024-01-08T21:41:36.000Z
"1/8/2024, 4:44:36 PM",5,67.5,70.5,,3.663,,,2024-01-08T21:44:36.000Z
"1/8/2024, 4:47:36 PM",5,67.5,70.5,,3.663,,,2024-01-08T21:47:36.000Z
"1/8/2024, 4:50:36 PM",5,67.5,70.5,,3.663,,,2024-01-08T21:50:36.000Z
"1/8/2024, 4:53:36 PM",5,67.3,70.6,,3.663,,,2024-01-08T21:53:36.000Z
"1/8/2024, 4:56:36 PM",5,67.3,70.6,,3.663,,,2024-01-08T21:56:36.000Z
"1/8/2024, 4:59:36 PM",5,67.3,70.6,,3.663,,,2024-01-08T21:59:36.000Z
"1/8/2024, 5:02:36 PM",5,67.1,70.6,,3.663,,,2024-01-08T22:02:36.000Z
"1/8/2024, 5:05:36 PM",5,67.1,70.7,,3.663,,,2024-01-08T22:05:36.000Z
"1/8/2024, 5:08:36 PM",5,67.1,70.7,,3.663,,,2024-01-08T22:08:36.000Z
"1/8/2024, 5:11:36 PM",5,67.1,70.8,,3.663,,,2024-01-08T22:11:36.000Z
"1/8/2024, 5:14:36 PM",5,66.9,70.8,,3.663,,,2024-01-08T22:14:36.000Z
"1/8/2024, 5:17:36 PM",5,66.9,70.8,,3.663,,,2024-01-08T22:17:36.000Z
"1/8/2024, 5:20:36 PM",5,66.9,70.9,,3.663,,,2024-01-08T22:20:36.000Z
"1/8/2024, 5:23:36 PM",5,66.9,70.9,,3.663,,,2024-01-08T22:23:36.000Z
"1/8/2024, 5:26:36 PM",5,66.9,70.9,,3.663,,,2024-01-08T22:26:36.000Z
"1/8/2024, 5:29:36 PM",5,66.9,70.9,,3.663,,,2024-01-08T22:29:36.000Z
"1/8/2024, 5:32:36 PM",5,66.9,71,,3.663,,,2024-01-08T22:32:36.000Z
"1/8/2024, 5:35:36 PM",5,66.9,71,,3.663,,,2024-01-08T22:35:36.000Z
"1/8/2024, 5:38:36 PM",5,66.9,71.1,,3.663,,,2024-01-08T22:38:36.000Z
"1/8/2024, 5:41:36 PM",4,66.7,71.1,,3.663,,,2024-01-08T22:41:36.000Z
"1/8/2024, 5:44:36 PM",4,66.7,71.1,,3.663,,,2024-01-08T22:44:36.000Z
"1/8/2024, 5:47:36 PM",4,66.7,71.1,,3.663,,,2024-01-08T22:47:36.000Z
"1/8/2024, 5:50:36 PM",4,66.7,71.2,,3.663,,,2024-01-08T22:50:36.000Z
"1/8/2024, 5:53:36 PM",4,66.6,71.2,,3.663,,,2024-01-08T22:53:36.000Z
"1/8/2024, 5:56:36 PM",4,66.6,71.3,,3.663,,,2024-01-08T22:56:36.000Z
"1/8/2024, 5:59:36 PM",4,66.6,71.3,,3.663,,,2024-01-08T22:59:36.000Z
"1/8/2024, 6:02:36 PM",4,66.6,71.3,,3.663,,,2024-01-08T23:02:36.000Z
"1/8/2024, 6:05:36 PM",4,66.6,71.3,,3.663,,,2024-01-08T23:05:36.000Z
"1/8/2024, 6:08:36 PM",4,66.4,71.3,,3.663,,,2024-01-08T23:08:36.000Z
"1/8/2024, 6:11:36 PM",4,66.4,71.4,,3.663,,,2024-01-08T23:11:36.000Z
"1/8/2024, 6:14:36 PM",4,66.4,71.4,,3.663,,,2024-01-08T23:14:36.000Z
"1/8/2024, 6:17:36 PM",4,66.4,71.4,,3.663,,,2024-01-08T23:17:36.000Z
"1/8/2024, 6:20:36 PM",4,66.2,71.5,,3.663,,,2024-01-08T23:20:36.000Z
"1/8/2024, 6:23:36 PM",4,66.2,71.5,,3.663,,,2024-01-08T23:23:36.000Z
"1/8/2024, 6:26:36 PM",4,66.2,71.5,,3.663,,,2024-01-08T23:26:36.000Z
"1/8/2024, 6:29:36 PM",4,66.2,71.5,,3.663,,,2024-01-08T23:29:36.000Z
"1/8/2024, 6:32:36 PM",4,66.2,71.6,,3.663,,,2024-01-08T23:32:36.000Z
"1/8/2024, 6:35:36 PM",4,66.2,71.6,,3.663,,,2024-01-08T23:35:36.000Z
"1/8/2024, 6:38:36 PM",4,66.2,71.6,,3.663,,,2024-01-08T23:38:36.000Z
"1/8/2024, 6:41:36 PM",4,66,71.6,,3.663,,,2024-01-08T23:41:36.000Z
"1/8/2024, 6:44:36 PM",4,66,71.7,,3.663,,,2024-01-08T23:44:36.000Z
"1/8/2024, 6:47:36 PM",4,66,71.7,,3.662,,,2024-01-08T23:47:36.000Z
"1/8/2024, 6:50:36 PM",4,66,71.8,,3.662,,,2024-01-08T23:50:36.000Z
"1/8/2024, 6:53:36 PM",4,66,71.8,,3.662,,,2024-01-08T23:53:36.000Z
"1/8/2024, 6:56:36 PM",4,66,71.8,,3.663,,,2024-01-08T23:56:36.000Z
"1/8/2024, 6:59:36 PM",4,66,71.9,,3.663,,,2024-01-08T23:59:36.000Z
"1/8/2024, 7:02:36 PM",4,66,71.9,,3.662,,,2024-01-09T00:02:36.000Z
"1/8/2024, 7:05:36 PM",4,66,71.9,,3.662,,,2024-01-09T00:05:36.000Z
"1/8/2024, 7:08:36 PM",4,65.8,71.9,,3.663,,,2024-01-09T00:08:36.000Z
"1/8/2024, 7:11:36 PM",4,65.8,71.9,,3.663,,,2024-01-09T00:11:36.000Z
"1/8/2024, 7:14:36 PM",4,65.7,72,,3.663,,,2024-01-09T00:14:36.000Z
"1/8/2024, 7:17:36 PM",4,65.7,72,,3.663,,,2024-01-09T00:17:36.000Z
"1/8/2024, 7:20:36 PM",4,65.7,72,,3.663,,,2024-01-09T00:20:36.000Z
"1/8/2024, 7:23:36 PM",4,65.7,72.1,,3.663,,,2024-01-09T00:23:36.000Z
"1/8/2024, 7:26:36 PM",4,65.7,72.1,,3.662,,,2024-01-09T00:26:36.000Z
"1/8/2024, 7:29:36 PM",4,65.5,72.1,,3.663,,,2024-01-09T00:29:36.000Z
"1/8/2024, 7:32:36 PM",4,65.5,72.1,,3.663,,,2024-01-09T00:32:36.000Z
"1/8/2024, 7:35:36 PM",4,65.5,72.1,,3.663,,,2024-01-09T00:35:36.000Z
"1/8/2024, 7:38:36 PM",4,65.5,72.1,,3.662,,,2024-01-09T00:38:36.000Z
"1/8/2024, 7:41:36 PM",4,65.5,72.2,,3.662,,,2024-01-09T00:41:36.000Z
"1/8/2024, 7:44:36 PM",4,65.7,72.2,,3.662,,,2024-01-09T00:44:36.000Z
"1/8/2024, 7:47:36 PM",4,65.7,72.2,,3.663,,,2024-01-09T00:47:36.000Z
"1/8/2024, 7:50:36 PM",4,65.7,72.2,,3.662,,,2024-01-09T00:50:36.000Z
"1/8/2024, 7:53:36 PM",4,65.5,72.3,,3.663,,,2024-01-09T00:53:36.000Z
"1/8/2024, 7:56:36 PM",4,65.5,72.3,,3.663,,,2024-01-09T00:56:36.000Z
"1/8/2024, 7:59:36 PM",4,65.5,72.3,,3.662,,,2024-01-09T00:59:36.000Z
"1/8/2024, 8:02:36 PM",4,65.5,72.4,,3.663,,,2024-01-09T01:02:36.000Z
"1/8/2024, 8:05:36 PM",4,65.5,72.4,,3.663,,,2024-01-09T01:05:36.000Z
"1/8/2024, 8:08:36 PM",4,65.5,72.4,,3.663,,,2024-01-09T01:08:36.000Z
"1/8/2024, 8:11:36 PM",4,65.5,72.5,,3.662,,,2024-01-09T01:11:36.000Z
"1/8/2024, 8:14:36 PM",4,65.5,72.5,,3.663,,,2024-01-09T01:14:36.000Z
"1/8/2024, 8:17:36 PM",4,65.5,72.5,,3.662,,,2024-01-09T01:17:36.000Z
"1/8/2024, 8:20:36 PM",4,65.5,72.5,,3.663,,,2024-01-09T01:20:36.000Z
"1/8/2024, 8:23:36 PM",4,65.5,72.6,,3.662,,,2024-01-09T01:23:36.000Z
"1/8/2024, 8:26:36 PM",4,65.3,72.6,,3.663,,,2024-01-09T01:26:36.000Z
"1/8/2024, 8:29:36 PM",4,65.3,72.6,,3.663,,,2024-01-09T01:29:36.000Z
"1/8/2024, 8:32:36 PM",4,65.3,72.6,,3.662,,,2024-01-09T01:32:36.000Z
"1/8/2024, 8:35:36 PM",4,65.3,72.7,,3.662,,,2024-01-09T01:35:36.000Z
"1/8/2024, 8:38:36 PM",4,65.3,72.7,,3.663,,,2024-01-09T01:38:36.000Z
"1/8/2024, 8:41:36 PM",4,65.3,72.7,,3.663,,,2024-01-09T01:41:36.000Z
"1/8/2024, 8:44:36 PM",4,65.3,72.7,,3.662,,,2024-01-09T01:44:36.000Z
"1/8/2024, 8:47:36 PM",4,65.3,72.8,,3.662,,,2024-01-09T01:47:36.000Z
"1/8/2024, 8:50:36 PM",4,65.3,72.8,,3.663,,,2024-01-09T01:50:36.000Z
"1/8/2024, 8:53:36 PM",4,65.1,72.8,,3.663,,,2024-01-09T01:53:36.000Z
"1/8/2024, 8:56:36 PM",4,65.1,72.8,,3.662,,,2024-01-09T01:56:36.000Z
"1/8/2024, 8:59:36 PM",4,65.1,72.8,,3.663,,,2024-01-09T01:59:36.000Z
"1/8/2024, 9:02:36 PM",4,65.1,72.9,,3.663,,,2024-01-09T02:02:36.000Z
"1/8/2024, 9:05:36 PM",4,65.1,72.9,,3.663,,,2024-01-09T02:05:36.000Z
"1/8/2024, 9:08:36 PM",4,65.1,72.9,,3.662,,,2024-01-09T02:08:36.000Z
"1/8/2024, 9:11:36 PM",4,65.1,72.9,,3.662,,,2024-01-09T02:11:36.000Z
"1/8/2024, 9:14:36 PM",4,65.1,72.9,,3.662,,,2024-01-09T02:14:36.000Z
"1/8/2024, 9:17:36 PM",4,65.1,72.9,,3.662,,,2024-01-09T02:17:36.000Z
"1/8/2024, 9:20:36 PM",4,65.1,72.9,,3.662,,,2024-01-09T02:20:36.000Z
"1/8/2024, 9:23:36 PM",4,64.9,73,,3.662,,,2024-01-09T02:23:36.000Z
"1/8/2024, 9:26:36 PM",4,64.9,73,,3.663,,,2024-01-09T02:26:36.000Z
"1/8/2024, 9:29:36 PM",4,64.9,73,,3.663,,,2024-01-09T02:29:36.000Z
"1/8/2024, 9:32:36 PM",4,64.9,73.1,,3.663,,,2024-01-09T02:32:36.000Z
"1/8/2024, 9:35:36 PM",4,64.9,73.1,,3.662,,,2024-01-09T02:35:36.000Z
"1/8/2024, 9:38:36 PM",4,65.1,73.1,,3.662,,,2024-01-09T02:38:36.000Z
"1/8/2024, 9:41:36 PM",4,65.1,73.1,,3.662,,,2024-01-09T02:41:36.000Z
"1/8/2024, 9:44:36 PM",4,65.1,73.1,,3.662,,,2024-01-09T02:44:36.000Z
"1/8/2024, 9:47:36 PM",4,65.1,73.2,,3.662,,,2024-01-09T02:47:36.000Z
"1/8/2024, 9:50:36 PM",4,65.1,73.2,,3.662,,,2024-01-09T02:50:36.000Z
"1/8/2024, 9:53:36 PM",4,65.1,73.2,,3.662,,,2024-01-09T02:53:36.000Z
"1/8/2024, 9:56:36 PM",4,65.3,73.2,,3.662,,,2024-01-09T02:56:36.000Z
"1/8/2024, 9:59:36 PM",4,65.3,73.3,,3.662,,,2024-01-09T02:59:36.000Z
"1/8/2024, 10:02:36 PM",4,65.3,73.3,,3.662,,,2024-01-09T03:02:36.000Z
"1/8/2024, 10:05:36 PM",4,65.3,73.3,,3.662,,,2024-01-09T03:05:36.000Z
"1/8/2024, 10:08:36 PM",4,65.3,73.4,,3.662,,,2024-01-09T03:08:36.000Z
"1/8/2024, 10:11:36 PM",4,65.5,73.4,,3.662,,,2024-01-09T03:11:36.000Z
"1/8/2024, 10:14:36 PM",4,65.5,73.4,,3.662,,,2024-01-09T03:14:36.000Z
"1/8/2024, 10:17:36 PM",4,65.5,73.4,,3.662,,,2024-01-09T03:17:36.000Z
"1/8/2024, 10:20:36 PM",4,65.7,73.4,,3.662,,,2024-01-09T03:20:36.000Z
"1/8/2024, 10:23:36 PM",4,65.7,73.5,,3.662,,,2024-01-09T03:23:36.000Z
