Instrument:,,,,,NH3-211205141,,,
Name:,,,,,Biosolids Dewatering,,,
Time Zone Offset (Minutes):,,,,,-300,,,
Orignal File Name:,,,,,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-Surge Tank_211205141_1_8_2024, 9_14_36 AM --- 1_31_2024, 1_17_36 PM.acrudata",,,
Session ID:,,,,,6523,,,
Session 1st Title:,,,,,"NH3-Surge Tank_211205141_1_8_2024, 9_14_36 AM --- 1_31_2024, 1_17_36 PM",,,
Session Start:,,,,,"1/8/2024, 9:14:36 AM",,,
Session End:,,,,,"1/31/2024, 1:17:36 PM",,,
,,,,,,,,
Time Stamp,NH3 (PPM),Temperature (°F),Humidity (%),,Battery (Volts),,,ISO time
"1/14/2024, 12:41:36 AM",5,55,87.1,,3.648,,,2024-01-14T05:41:36.000Z
"1/14/2024, 12:44:36 AM",5,55.2,87.1,,3.647,,,2024-01-14T05:44:36.000Z
"1/14/2024, 12:47:36 AM",5,55.2,87.1,,3.648,,,2024-01-14T05:47:36.000Z
"1/14/2024, 12:50:36 AM",5,55.2,87.1,,3.648,,,2024-01-14T05:50:36.000Z
"1/14/2024, 12:53:36 AM",5,55.4,87.1,,3.648,,,2024-01-14T05:53:36.000Z
"1/14/2024, 12:56:36 AM",5,55.4,87.1,,3.648,,,2024-01-14T05:56:36.000Z
"1/14/2024, 12:59:36 AM",5,55.4,87.1,,3.647,,,2024-01-14T05:59:36.000Z
"1/14/2024, 1:02:36 AM",5,55.4,87.1,,3.647,,,2024-01-14T06:02:36.000Z
"1/14/2024, 1:05:36 AM",5,55.4,87.1,,3.647,,,2024-01-14T06:05:36.000Z
"1/14/2024, 1:08:36 AM",5,55.2,87.1,,3.648,,,2024-01-14T06:08:36.000Z
"1/14/2024, 1:11:36 AM",5,55.2,87.1,,3.647,,,2024-01-14T06:11:36.000Z
"1/14/2024, 1:14:36 AM",5,55.2,87.1,,3.647,,,2024-01-14T06:14:36.000Z
"1/14/2024, 1:17:36 AM",5,55.4,87.1,,3.647,,,2024-01-14T06:17:36.000Z
"1/14/2024, 1:20:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:20:36.000Z
"1/14/2024, 1:23:36 AM",5,55.2,87.1,,3.648,,,2024-01-14T06:23:36.000Z
"1/14/2024, 1:26:36 AM",5,55.2,87.2,,3.647,,,2024-01-14T06:26:36.000Z
"1/14/2024, 1:29:36 AM",5,55.2,87.2,,3.647,,,2024-01-14T06:29:36.000Z
"1/14/2024, 1:32:36 AM",5,55.2,87.2,,3.647,,,2024-01-14T06:32:36.000Z
"1/14/2024, 1:35:36 AM",5,55.2,87.2,,3.647,,,2024-01-14T06:35:36.000Z
"1/14/2024, 1:38:36 AM",5,55.4,87.2,,3.648,,,2024-01-14T06:38:36.000Z
"1/14/2024, 1:41:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:41:36.000Z
"1/14/2024, 1:44:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:44:36.000Z
"1/14/2024, 1:47:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:47:36.000Z
"1/14/2024, 1:50:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:50:36.000Z
"1/14/2024, 1:53:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:53:36.000Z
"1/14/2024, 1:56:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:56:36.000Z
"1/14/2024, 1:59:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T06:59:36.000Z
"1/14/2024, 2:02:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T07:02:36.000Z
"1/14/2024, 2:05:36 AM",5,55.4,87.2,,3.648,,,2024-01-14T07:05:36.000Z
"1/14/2024, 2:08:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T07:08:36.000Z
"1/14/2024, 2:11:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T07:11:36.000Z
"1/14/2024, 2:14:36 AM",5,55.4,87.2,,3.647,,,2024-01-14T07:14:36.000Z
"1/14/2024, 2:17:36 AM",5,55.2,87.2,,3.647,,,2024-01-14T07:17:36.000Z
"1/14/2024, 2:20:36 AM",5,55.2,87.1,,3.647,,,2024-01-14T07:20:36.000Z
"1/14/2024, 2:23:36 AM",5,55.2,87.1,,3.647,,,2024-01-14T07:23:36.000Z
"1/14/2024, 2:26:36 AM",5,55,87.2,,3.647,,,2024-01-14T07:26:36.000Z
"1/14/2024, 2:29:36 AM",5,55,87.2,,3.647,,,2024-01-14T07:29:36.000Z
"1/14/2024, 2:32:36 AM",5,55,87.2,,3.647,,,2024-01-14T07:32:36.000Z
"1/14/2024, 2:35:36 AM",5,54.9,87.1,,3.647,,,2024-01-14T07:35:36.000Z
"1/14/2024, 2:38:36 AM",5,54.9,87.2,,3.647,,,2024-01-14T07:38:36.000Z
"1/14/2024, 2:41:36 AM",5,54.9,87.2,,3.647,,,2024-01-14T07:41:36.000Z
"1/14/2024, 2:44:36 AM",5,54.7,87.2,,3.648,,,2024-01-14T07:44:36.000Z
"1/14/2024, 2:47:36 AM",5,54.7,87.1,,3.648,,,2024-01-14T07:47:36.000Z
"1/14/2024, 2:50:36 AM",5,54.5,87.1,,3.647,,,2024-01-14T07:50:36.000Z
"1/14/2024, 2:53:36 AM",5,54.5,87.1,,3.648,,,2024-01-14T07:53:36.000Z
"1/14/2024, 2:56:36 AM",5,54.3,87.1,,3.647,,,2024-01-14T07:56:36.000Z
"1/14/2024, 2:59:36 AM",5,54.1,87.1,,3.647,,,2024-01-14T07:59:36.000Z
"1/14/2024, 3:02:36 AM",5,54.1,87.1,,3.647,,,2024-01-14T08:02:36.000Z
"1/14/2024, 3:05:36 AM",5,54,87.1,,3.647,,,2024-01-14T08:05:36.000Z
"1/14/2024, 3:08:36 AM",5,54,87.1,,3.647,,,2024-01-14T08:08:36.000Z
"1/14/2024, 3:11:36 AM",5,54,87.1,,3.647,,,2024-01-14T08:11:36.000Z
"1/14/2024, 3:14:36 AM",5,54,87.1,,3.647,,,2024-01-14T08:14:36.000Z
"1/14/2024, 3:17:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T08:17:36.000Z
"1/14/2024, 3:20:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T08:20:36.000Z
"1/14/2024, 3:23:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T08:23:36.000Z
"1/14/2024, 3:26:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T08:26:36.000Z
"1/14/2024, 3:29:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T08:29:36.000Z
"1/14/2024, 3:32:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T08:32:36.000Z
"1/14/2024, 3:35:36 AM",5,53.8,87.1,,3.646,,,2024-01-14T08:35:36.000Z
"1/14/2024, 3:38:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T08:38:36.000Z
"1/14/2024, 3:41:36 AM",5,54,87.1,,3.646,,,2024-01-14T08:41:36.000Z
"1/14/2024, 3:44:36 AM",5,54,87.1,,3.647,,,2024-01-14T08:44:36.000Z
"1/14/2024, 3:47:36 AM",5,54,87.1,,3.647,,,2024-01-14T08:47:36.000Z
"1/14/2024, 3:50:36 AM",5,54,87.2,,3.646,,,2024-01-14T08:50:36.000Z
"1/14/2024, 3:53:36 AM",5,54,87.2,,3.647,,,2024-01-14T08:53:36.000Z
"1/14/2024, 3:56:36 AM",5,54,87.2,,3.646,,,2024-01-14T08:56:36.000Z
"1/14/2024, 3:59:36 AM",5,54,87.2,,3.646,,,2024-01-14T08:59:36.000Z
"1/14/2024, 4:02:36 AM",5,54,87.1,,3.646,,,2024-01-14T09:02:36.000Z
"1/14/2024, 4:05:36 AM",5,53.8,87.1,,3.646,,,2024-01-14T09:05:36.000Z
"1/14/2024, 4:08:36 AM",5,53.8,87.1,,3.647,,,2024-01-14T09:08:36.000Z
"1/14/2024, 4:11:36 AM",5,53.4,87.1,,3.646,,,2024-01-14T09:11:36.000Z
"1/14/2024, 4:14:36 AM",5,53.2,87.1,,3.647,,,2024-01-14T09:14:36.000Z
"1/14/2024, 4:17:36 AM",5,53.1,87,,3.646,,,2024-01-14T09:17:36.000Z
"1/14/2024, 4:20:36 AM",5,52.9,87,,3.646,,,2024-01-14T09:20:36.000Z
"1/14/2024, 4:23:36 AM",5,52.7,87,,3.647,,,2024-01-14T09:23:36.000Z
"1/14/2024, 4:26:36 AM",5,52.5,87,,3.646,,,2024-01-14T09:26:36.000Z
"1/14/2024, 4:29:36 AM",5,52.3,87,,3.646,,,2024-01-14T09:29:36.000Z
"1/14/2024, 4:32:36 AM",5,52.2,87,,3.646,,,2024-01-14T09:32:36.000Z
"1/14/2024, 4:35:36 AM",5,52,87,,3.646,,,2024-01-14T09:35:36.000Z
"1/14/2024, 4:38:36 AM",5,51.8,86.9,,3.646,,,2024-01-14T09:38:36.000Z
"1/14/2024, 4:41:36 AM",5,51.6,86.9,,3.646,,,2024-01-14T09:41:36.000Z
"1/14/2024, 4:44:36 AM",5,51.4,86.9,,3.646,,,2024-01-14T09:44:36.000Z
"1/14/2024, 4:47:36 AM",5,51.4,86.9,,3.646,,,2024-01-14T09:47:36.000Z
"1/14/2024, 4:50:36 AM",5,51.3,86.9,,3.646,,,2024-01-14T09:50:36.000Z
"1/14/2024, 4:53:36 AM",5,51.1,86.9,,3.646,,,2024-01-14T09:53:36.000Z
"1/14/2024, 4:56:36 AM",5,51.1,86.9,,3.646,,,2024-01-14T09:56:36.000Z
"1/14/2024, 4:59:36 AM",5,50.9,86.9,,3.645,,,2024-01-14T09:59:36.000Z
"1/14/2024, 5:02:36 AM",5,50.9,86.9,,3.646,,,2024-01-14T10:02:36.000Z
"1/14/2024, 5:05:36 AM",5,50.7,86.9,,3.646,,,2024-01-14T10:05:36.000Z
"1/14/2024, 5:08:36 AM",5,50.7,86.9,,3.646,,,2024-01-14T10:08:36.000Z
"1/14/2024, 5:11:36 AM",5,50.9,86.9,,3.646,,,2024-01-14T10:11:36.000Z
"1/14/2024, 5:14:36 AM",5,50.9,86.9,,3.645,,,2024-01-14T10:14:36.000Z
"1/14/2024, 5:17:36 AM",5,50.9,86.9,,3.645,,,2024-01-14T10:17:36.000Z
"1/14/2024, 5:20:36 AM",5,50.9,86.9,,3.645,,,2024-01-14T10:20:36.000Z
"1/14/2024, 5:23:36 AM",5,50.9,86.9,,3.645,,,2024-01-14T10:23:36.000Z
"1/14/2024, 5:26:36 AM",5,50.9,87,,3.645,,,2024-01-14T10:26:36.000Z
"1/14/2024, 5:29:36 AM",5,51.1,87,,3.645,,,2024-01-14T10:29:36.000Z
"1/14/2024, 5:32:36 AM",5,51.1,87,,3.645,,,2024-01-14T10:32:36.000Z
"1/14/2024, 5:35:36 AM",5,51.1,87,,3.645,,,2024-01-14T10:35:36.000Z
"1/14/2024, 5:38:36 AM",5,51.1,87,,3.645,,,2024-01-14T10:38:36.000Z
"1/14/2024, 5:41:36 AM",5,51.1,87,,3.645,,,2024-01-14T10:41:36.000Z
"1/14/2024, 5:44:36 AM",5,50.9,87,,3.645,,,2024-01-14T10:44:36.000Z
"1/14/2024, 5:47:36 AM",5,50.9,86.9,,3.645,,,2024-01-14T10:47:36.000Z
"1/14/2024, 5:50:36 AM",5,50.9,86.9,,3.645,,,2024-01-14T10:50:36.000Z
"1/14/2024, 5:53:36 AM",5,50.7,86.9,,3.645,,,2024-01-14T10:53:36.000Z
"1/14/2024, 5:56:36 AM",5,50.7,86.9,,3.645,,,2024-01-14T10:56:36.000Z
"1/14/2024, 5:59:36 AM",6,50.7,86.9,,3.645,,,2024-01-14T10:59:36.000Z
"1/14/2024, 6:02:36 AM",6,50.7,86.9,,3.645,,,2024-01-14T11:02:36.000Z
"1/14/2024, 6:05:36 AM",6,50.5,86.9,,3.645,,,2024-01-14T11:05:36.000Z
"1/14/2024, 6:08:36 AM",6,50.4,86.9,,3.645,,,2024-01-14T11:08:36.000Z
"1/14/2024, 6:11:36 AM",5,50.4,86.9,,3.645,,,2024-01-14T11:11:36.000Z
"1/14/2024, 6:14:36 AM",5,50.2,86.9,,3.645,,,2024-01-14T11:14:36.000Z
"1/14/2024, 6:17:36 AM",6,50,86.9,,3.645,,,2024-01-14T11:17:36.000Z
"1/14/2024, 6:20:36 AM",6,49.8,86.9,,3.645,,,2024-01-14T11:20:36.000Z
"1/14/2024, 6:23:36 AM",6,49.6,86.9,,3.644,,,2024-01-14T11:23:36.000Z
"1/14/2024, 6:26:36 AM",6,49.5,86.9,,3.645,,,2024-01-14T11:26:36.000Z
"1/14/2024, 6:29:36 AM",6,49.5,86.9,,3.645,,,2024-01-14T11:29:36.000Z
"1/14/2024, 6:32:36 AM",6,49.3,86.8,,3.645,,,2024-01-14T11:32:36.000Z
"1/14/2024, 6:35:36 AM",6,49.3,86.8,,3.645,,,2024-01-14T11:35:36.000Z
"1/14/2024, 6:38:36 AM",6,49.5,86.9,,3.644,,,2024-01-14T11:38:36.000Z
"1/14/2024, 6:41:36 AM",6,49.5,86.9,,3.644,,,2024-01-14T11:41:36.000Z
"1/14/2024, 6:44:36 AM",6,49.5,86.9,,3.644,,,2024-01-14T11:44:36.000Z
"1/14/2024, 6:47:36 AM",6,49.6,86.9,,3.645,,,2024-01-14T11:47:36.000Z
"1/14/2024, 6:50:36 AM",6,49.6,86.9,,3.644,,,2024-01-14T11:50:36.000Z
"1/14/2024, 6:53:36 AM",6,49.8,86.9,,3.644,,,2024-01-14T11:53:36.000Z
"1/14/2024, 6:56:36 AM",6,49.8,86.9,,3.644,,,2024-01-14T11:56:36.000Z
"1/14/2024, 6:59:36 AM",6,50,86.9,,3.644,,,2024-01-14T11:59:36.000Z
"1/14/2024, 7:02:36 AM",6,50,87,,3.644,,,2024-01-14T12:02:36.000Z
"1/14/2024, 7:05:36 AM",6,50,86.9,,3.644,,,2024-01-14T12:05:36.000Z
"1/14/2024, 7:08:36 AM",6,50.2,86.9,,3.644,,,2024-01-14T12:08:36.000Z
"1/14/2024, 7:11:36 AM",6,50.2,86.9,,3.644,,,2024-01-14T12:11:36.000Z
"1/14/2024, 7:14:36 AM",6,50.2,86.9,,3.644,,,2024-01-14T12:14:36.000Z
"1/14/2024, 7:17:36 AM",6,50.2,87,,3.644,,,2024-01-14T12:17:36.000Z
"1/14/2024, 7:20:36 AM",6,50.4,87,,3.644,,,2024-01-14T12:20:36.000Z
"1/14/2024, 7:23:36 AM",6,50.5,87,,3.645,,,2024-01-14T12:23:36.000Z
"1/14/2024, 7:26:36 AM",6,50.5,87,,3.644,,,2024-01-14T12:26:36.000Z
"1/14/2024, 7:29:36 AM",6,50.7,87,,3.644,,,2024-01-14T12:29:36.000Z
"1/14/2024, 7:32:36 AM",6,50.7,87,,3.645,,,2024-01-14T12:32:36.000Z
"1/14/2024, 7:35:36 AM",6,50.9,87,,3.645,,,2024-01-14T12:35:36.000Z
"1/14/2024, 7:38:36 AM",6,50.9,87,,3.644,,,2024-01-14T12:38:36.000Z
"1/14/2024, 7:41:36 AM",6,50.9,87.1,,3.644,,,2024-01-14T12:41:36.000Z
"1/14/2024, 7:44:36 AM",6,51.1,87.1,,3.644,,,2024-01-14T12:44:36.000Z
"1/14/2024, 7:47:36 AM",7,51.1,87.1,,3.644,,,2024-01-14T12:47:36.000Z
"1/14/2024, 7:50:36 AM",7,51.3,87.1,,3.644,,,2024-01-14T12:50:36.000Z
"1/14/2024, 7:53:36 AM",7,51.3,87.1,,3.644,,,2024-01-14T12:53:36.000Z
"1/14/2024, 7:56:36 AM",7,51.4,87.1,,3.644,,,2024-01-14T12:56:36.000Z
"1/14/2024, 7:59:36 AM",7,51.6,87.2,,3.644,,,2024-01-14T12:59:36.000Z
"1/14/2024, 8:02:36 AM",7,51.6,87.2,,3.645,,,2024-01-14T13:02:36.000Z
"1/14/2024, 8:05:36 AM",7,51.8,87.2,,3.645,,,2024-01-14T13:05:36.000Z
"1/14/2024, 8:08:36 AM",7,51.8,87.2,,3.644,,,2024-01-14T13:08:36.000Z
"1/14/2024, 8:11:36 AM",7,52,87.2,,3.644,,,2024-01-14T13:11:36.000Z
"1/14/2024, 8:14:36 AM",7,52,87.2,,3.644,,,2024-01-14T13:14:36.000Z
"1/14/2024, 8:17:36 AM",7,52,87.2,,3.645,,,2024-01-14T13:17:36.000Z
"1/14/2024, 8:20:36 AM",7,52,87.2,,3.644,,,2024-01-14T13:20:36.000Z
"1/14/2024, 8:23:36 AM",7,52.2,87.2,,3.644,,,2024-01-14T13:23:36.000Z
"1/14/2024, 8:26:36 AM",7,52.2,87.2,,3.645,,,2024-01-14T13:26:36.000Z
"1/14/2024, 8:29:36 AM",7,52.2,87.2,,3.645,,,2024-01-14T13:29:36.000Z
"1/14/2024, 8:32:36 AM",7,52.2,87.3,,3.645,,,2024-01-14T13:32:36.000Z
"1/14/2024, 8:35:36 AM",7,52.3,87.3,,3.645,,,2024-01-14T13:35:36.000Z
"1/14/2024, 8:38:36 AM",7,52.3,87.3,,3.644,,,2024-01-14T13:38:36.000Z
"1/14/2024, 8:41:36 AM",7,52.3,87.2,,3.644,,,2024-01-14T13:41:36.000Z
"1/14/2024, 8:44:36 AM",7,52.3,87.3,,3.644,,,2024-01-14T13:44:36.000Z
"1/14/2024, 8:47:36 AM",7,52.3,87.3,,3.645,,,2024-01-14T13:47:36.000Z
"1/14/2024, 8:50:36 AM",7,52.3,87.3,,3.645,,,2024-01-14T13:50:36.000Z
"1/14/2024, 8:53:36 AM",7,52.5,87.3,,3.645,,,2024-01-14T13:53:36.000Z
"1/14/2024, 8:56:36 AM",7,52.7,87.3,,3.645,,,2024-01-14T13:56:36.000Z
"1/14/2024, 8:59:36 AM",7,52.7,87.3,,3.644,,,2024-01-14T13:59:36.000Z
"1/14/2024, 9:02:36 AM",7,52.9,87.3,,3.645,,,2024-01-14T14:02:36.000Z
"1/14/2024, 9:05:36 AM",7,53.1,87.3,,3.645,,,2024-01-14T14:05:36.000Z
"1/14/2024, 9:08:36 AM",7,53.1,87.4,,3.645,,,2024-01-14T14:08:36.000Z
"1/14/2024, 9:11:36 AM",7,53.2,87.3,,3.644,,,2024-01-14T14:11:36.000Z
"1/14/2024, 9:14:36 AM",7,53.4,87.4,,3.644,,,2024-01-14T14:14:36.000Z
"1/14/2024, 9:17:36 AM",7,53.6,87.4,,3.645,,,2024-01-14T14:17:36.000Z
"1/14/2024, 9:20:36 AM",7,53.8,87.4,,3.645,,,2024-01-14T14:20:36.000Z
"1/14/2024, 9:23:36 AM",7,54,87.4,,3.645,,,2024-01-14T14:23:36.000Z
"1/14/2024, 9:26:36 AM",7,54,87.4,,3.645,,,2024-01-14T14:26:36.000Z
"1/14/2024, 9:29:36 AM",7,54.1,87.4,,3.645,,,2024-01-14T14:29:36.000Z
"1/14/2024, 9:32:36 AM",7,54.3,87.4,,3.645,,,2024-01-14T14:32:36.000Z
"1/14/2024, 9:35:36 AM",7,54.3,87.5,,3.645,,,2024-01-14T14:35:36.000Z
"1/14/2024, 9:38:36 AM",7,54.5,87.5,,3.645,,,2024-01-14T14:38:36.000Z
"1/14/2024, 9:41:36 AM",7,54.5,87.5,,3.645,,,2024-01-14T14:41:36.000Z
"1/14/2024, 9:44:36 AM",7,54.7,87.5,,3.645,,,2024-01-14T14:44:36.000Z
"1/14/2024, 9:47:36 AM",7,54.7,87.5,,3.645,,,2024-01-14T14:47:36.000Z
"1/14/2024, 9:50:36 AM",7,54.9,87.5,,3.645,,,2024-01-14T14:50:36.000Z
"1/14/2024, 9:53:36 AM",7,54.9,87.5,,3.645,,,2024-01-14T14:53:36.000Z
"1/14/2024, 9:56:36 AM",7,55,87.5,,3.645,,,2024-01-14T14:56:36.000Z
"1/14/2024, 9:59:36 AM",7,55,87.5,,3.645,,,2024-01-14T14:59:36.000Z
"1/14/2024, 10:02:36 AM",7,55.2,87.5,,3.645,,,2024-01-14T15:02:36.000Z
"1/14/2024, 10:05:36 AM",7,55.2,87.6,,3.645,,,2024-01-14T15:05:36.000Z
"1/14/2024, 10:08:36 AM",7,55.4,87.5,,3.645,,,2024-01-14T15:08:36.000Z
"1/14/2024, 10:11:36 AM",7,55.6,87.5,,3.645,,,2024-01-14T15:11:36.000Z
"1/14/2024, 10:14:36 AM",7,55.6,87.5,,3.646,,,2024-01-14T15:14:36.000Z
"1/14/2024, 10:17:36 AM",7,55.6,87.6,,3.646,,,2024-01-14T15:17:36.000Z
"1/14/2024, 10:20:36 AM",7,55.8,87.6,,3.646,,,2024-01-14T15:20:36.000Z
"1/14/2024, 10:23:36 AM",7,55.8,87.6,,3.645,,,2024-01-14T15:23:36.000Z
"1/14/2024, 10:26:36 AM",7,55.8,87.6,,3.646,,,2024-01-14T15:26:36.000Z
"1/14/2024, 10:29:36 AM",7,55.9,87.6,,3.646,,,2024-01-14T15:29:36.000Z
"1/14/2024, 10:32:36 AM",7,55.9,87.6,,3.646,,,2024-01-14T15:32:36.000Z
"1/14/2024, 10:35:36 AM",7,56.1,87.6,,3.646,,,2024-01-14T15:35:36.000Z
"1/14/2024, 10:38:36 AM",7,56.3,87.7,,3.646,,,2024-01-14T15:38:36.000Z
"1/14/2024, 10:41:36 AM",7,56.3,87.7,,3.646,,,2024-01-14T15:41:36.000Z
"1/14/2024, 10:44:36 AM",7,56.5,87.7,,3.645,,,2024-01-14T15:44:36.000Z
"1/14/2024, 10:47:36 AM",7,56.7,87.7,,3.646,,,2024-01-14T15:47:36.000Z
"1/14/2024, 10:50:36 AM",7,56.8,87.7,,3.646,,,2024-01-14T15:50:36.000Z
"1/14/2024, 10:53:36 AM",7,57,87.7,,3.646,,,2024-01-14T15:53:36.000Z
"1/14/2024, 10:56:36 AM",7,57,87.7,,3.646,,,2024-01-14T15:56:36.000Z
"1/14/2024, 10:59:36 AM",7,57.2,87.7,,3.646,,,2024-01-14T15:59:36.000Z
"1/14/2024, 11:02:36 AM",7,57.2,87.7,,3.646,,,2024-01-14T16:02:36.000Z
"1/14/2024, 11:05:36 AM",7,57,87.7,,3.646,,,2024-01-14T16:05:36.000Z
"1/14/2024, 11:08:36 AM",7,57,87.7,,3.646,,,2024-01-14T16:08:36.000Z
"1/14/2024, 11:11:36 AM",7,57,87.7,,3.646,,,2024-01-14T16:11:36.000Z
"1/14/2024, 11:14:36 AM",7,57,87.7,,3.646,,,2024-01-14T16:14:36.000Z
"1/14/2024, 11:17:36 AM",7,57.2,87.8,,3.646,,,2024-01-14T16:17:36.000Z
"1/14/2024, 11:20:36 AM",7,57.4,87.8,,3.646,,,2024-01-14T16:20:36.000Z
"1/14/2024, 11:23:36 AM",7,57.6,87.8,,3.647,,,2024-01-14T16:23:36.000Z
"1/14/2024, 11:26:36 AM",7,57.6,87.8,,3.647,,,2024-01-14T16:26:36.000Z
"1/14/2024, 11:29:36 AM",7,57.7,87.8,,3.646,,,2024-01-14T16:29:36.000Z
"1/14/2024, 11:32:36 AM",7,57.9,87.8,,3.646,,,2024-01-14T16:32:36.000Z
"1/14/2024, 11:35:36 AM",7,58.1,87.9,,3.647,,,2024-01-14T16:35:36.000Z
"1/14/2024, 11:38:36 AM",7,58.3,87.9,,3.646,,,2024-01-14T16:38:36.000Z
"1/14/2024, 11:41:36 AM",7,58.5,87.9,,3.647,,,2024-01-14T16:41:36.000Z
"1/14/2024, 11:44:36 AM",7,58.6,87.9,,3.647,,,2024-01-14T16:44:36.000Z
"1/14/2024, 11:47:36 AM",7,58.8,87.9,,3.647,,,2024-01-14T16:47:36.000Z
"1/14/2024, 11:50:36 AM",7,58.8,87.9,,3.647,,,2024-01-14T16:50:36.000Z
"1/14/2024, 11:53:36 AM",7,58.8,87.9,,3.647,,,2024-01-14T16:53:36.000Z
"1/14/2024, 11:56:36 AM",7,59,87.9,,3.647,,,2024-01-14T16:56:36.000Z
"1/14/2024, 11:59:36 AM",7,59,87.9,,3.647,,,2024-01-14T16:59:36.000Z
"1/14/2024, 12:02:36 PM",7,59,87.9,,3.647,,,2024-01-14T17:02:36.000Z
"1/14/2024, 12:05:36 PM",7,59.2,87.9,,3.647,,,2024-01-14T17:05:36.000Z
"1/14/2024, 12:08:36 PM",7,59.2,87.9,,3.647,,,2024-01-14T17:08:36.000Z
"1/14/2024, 12:11:36 PM",7,59.4,87.9,,3.647,,,2024-01-14T17:11:36.000Z
"1/14/2024, 12:14:36 PM",7,59.5,88,,3.647,,,2024-01-14T17:14:36.000Z
"1/14/2024, 12:17:36 PM",7,59.5,88,,3.647,,,2024-01-14T17:17:36.000Z
"1/14/2024, 12:20:36 PM",7,59.7,88,,3.647,,,2024-01-14T17:20:36.000Z
"1/14/2024, 12:23:36 PM",7,59.9,88,,3.647,,,2024-01-14T17:23:36.000Z
"1/14/2024, 12:26:36 PM",7,60.1,88,,3.648,,,2024-01-14T17:26:36.000Z
"1/14/2024, 12:29:36 PM",7,60.3,88,,3.648,,,2024-01-14T17:29:36.000Z
"1/14/2024, 12:32:36 PM",7,60.4,88.1,,3.647,,,2024-01-14T17:32:36.000Z
"1/14/2024, 12:35:36 PM",7,60.6,88.1,,3.647,,,2024-01-14T17:35:36.000Z
"1/14/2024, 12:38:36 PM",7,60.8,88.1,,3.647,,,2024-01-14T17:38:36.000Z
"1/14/2024, 12:41:36 PM",7,61,88.2,,3.648,,,2024-01-14T17:41:36.000Z
"1/14/2024, 12:44:36 PM",7,61.2,88.2,,3.647,,,2024-01-14T17:44:36.000Z
"1/14/2024, 12:47:36 PM",7,61.3,88.2,,3.647,,,2024-01-14T17:47:36.000Z
"1/14/2024, 12:50:36 PM",7,61.5,88.2,,3.648,,,2024-01-14T17:50:36.000Z
"1/14/2024, 12:53:36 PM",7,61.5,88.2,,3.647,,,2024-01-14T17:53:36.000Z
"1/14/2024, 12:56:36 PM",7,61.7,88.2,,3.648,,,2024-01-14T17:56:36.000Z
"1/14/2024, 12:59:36 PM",7,61.7,88.2,,3.647,,,2024-01-14T17:59:36.000Z
"1/14/2024, 1:02:36 PM",7,61.9,88.2,,3.648,,,2024-01-14T18:02:36.000Z
"1/14/2024, 1:05:36 PM",7,61.9,88.3,,3.648,,,2024-01-14T18:05:36.000Z
"1/14/2024, 1:08:36 PM",7,61.9,88.3,,3.648,,,2024-01-14T18:08:36.000Z
"1/14/2024, 1:11:36 PM",7,62.1,88.2,,3.648,,,2024-01-14T18:11:36.000Z
"1/14/2024, 1:14:36 PM",7,62.1,88.2,,3.648,,,2024-01-14T18:14:36.000Z
"1/14/2024, 1:17:36 PM",7,62.2,88.2,,3.648,,,2024-01-14T18:17:36.000Z
"1/14/2024, 1:20:36 PM",7,62.1,88.2,,3.649,,,2024-01-14T18:20:36.000Z
"1/14/2024, 1:23:36 PM",7,62.2,88.2,,3.648,,,2024-01-14T18:23:36.000Z
"1/14/2024, 1:26:36 PM",7,62.1,88.2,,3.648,,,2024-01-14T18:26:36.000Z
"1/14/2024, 1:29:36 PM",6,62.1,88.2,,3.648,,,2024-01-14T18:29:36.000Z
"1/14/2024, 1:32:36 PM",7,61.9,88.2,,3.648,,,2024-01-14T18:32:36.000Z
"1/14/2024, 1:35:36 PM",7,61.9,88.3,,3.648,,,2024-01-14T18:35:36.000Z
"1/14/2024, 1:38:36 PM",7,61.9,88.3,,3.648,,,2024-01-14T18:38:36.000Z
"1/14/2024, 1:41:36 PM",7,61.9,88.3,,3.648,,,2024-01-14T18:41:36.000Z
"1/14/2024, 1:44:36 PM",7,61.7,88.2,,3.649,,,2024-01-14T18:44:36.000Z
"1/14/2024, 1:47:36 PM",7,61.7,88.2,,3.648,,,2024-01-14T18:47:36.000Z
"1/14/2024, 1:50:36 PM",6,61.7,88.2,,3.648,,,2024-01-14T18:50:36.000Z
