Instrument:,NH3-211205141,,,,
Name:,Biosolids Dewatering,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM.acrudata",,,,
Session ID:,31028,,,,
Session 1st Title:,"NH3-211205141_5_19_2022, 1_42_12 PM --- 5_31_2022, 8_12_12 AM",,,,
Session Start:,"5/19/2022, 12:42:12 PM",,,,
Session End:,"5/31/2022, 7:12:12 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"5/26/2022, 5:27:12 AM",3.66,82.2,96.7,27,2022-05-26T10:27:12.000Z
"5/26/2022, 5:30:12 AM",3.661,82.2,96.7,28,2022-05-26T10:30:12.000Z
"5/26/2022, 5:33:12 AM",3.661,82.2,96.7,26,2022-05-26T10:33:12.000Z
"5/26/2022, 5:36:12 AM",3.661,82.2,96.7,27,2022-05-26T10:36:12.000Z
"5/26/2022, 5:39:12 AM",3.66,82.2,96.7,28,2022-05-26T10:39:12.000Z
"5/26/2022, 5:42:12 AM",3.661,82.2,96.7,28,2022-05-26T10:42:12.000Z
"5/26/2022, 5:45:12 AM",3.661,82.2,96.7,27,2022-05-26T10:45:12.000Z
"5/26/2022, 5:48:12 AM",3.661,82.2,96.7,29,2022-05-26T10:48:12.000Z
"5/26/2022, 5:51:12 AM",3.66,82.2,96.7,28,2022-05-26T10:51:12.000Z
"5/26/2022, 5:54:12 AM",3.66,82.4,96.7,29,2022-05-26T10:54:12.000Z
"5/26/2022, 5:57:12 AM",3.66,82.4,96.7,28,2022-05-26T10:57:12.000Z
"5/26/2022, 6:00:12 AM",3.66,82.4,96.7,28,2022-05-26T11:00:12.000Z
"5/26/2022, 6:03:12 AM",3.66,82.4,96.7,28,2022-05-26T11:03:12.000Z
"5/26/2022, 6:06:12 AM",3.66,82.4,96.7,29,2022-05-26T11:06:12.000Z
"5/26/2022, 6:09:12 AM",3.66,82.4,96.7,29,2022-05-26T11:09:12.000Z
"5/26/2022, 6:12:12 AM",3.66,82.4,96.7,30,2022-05-26T11:12:12.000Z
"5/26/2022, 6:15:12 AM",3.66,82.4,96.7,29,2022-05-26T11:15:12.000Z
"5/26/2022, 6:18:12 AM",3.66,82.4,96.7,29,2022-05-26T11:18:12.000Z
"5/26/2022, 6:21:12 AM",3.66,82.6,96.7,28,2022-05-26T11:21:12.000Z
"5/26/2022, 6:24:12 AM",3.66,82.4,96.7,28,2022-05-26T11:24:12.000Z
"5/26/2022, 6:27:12 AM",3.66,82.4,96.7,30,2022-05-26T11:27:12.000Z
"5/26/2022, 6:30:12 AM",3.66,82.4,96.7,30,2022-05-26T11:30:12.000Z
"5/26/2022, 6:33:12 AM",3.66,82.4,96.7,28,2022-05-26T11:33:12.000Z
"5/26/2022, 6:36:12 AM",3.66,82.2,96.7,29,2022-05-26T11:36:12.000Z
"5/26/2022, 6:39:12 AM",3.66,82.2,96.7,28,2022-05-26T11:39:12.000Z
"5/26/2022, 6:42:12 AM",3.66,82,96.7,28,2022-05-26T11:42:12.000Z
"5/26/2022, 6:45:12 AM",3.66,82,96.7,28,2022-05-26T11:45:12.000Z
"5/26/2022, 6:48:12 AM",3.661,81.9,96.7,28,2022-05-26T11:48:12.000Z
"5/26/2022, 6:51:12 AM",3.661,81.9,96.7,28,2022-05-26T11:51:12.000Z
"5/26/2022, 6:54:12 AM",3.661,81.9,96.7,27,2022-05-26T11:54:12.000Z
"5/26/2022, 6:57:12 AM",3.66,81.7,96.7,27,2022-05-26T11:57:12.000Z
"5/26/2022, 7:00:12 AM",3.66,81.7,96.7,28,2022-05-26T12:00:12.000Z
"5/26/2022, 7:03:12 AM",3.66,81.7,96.7,27,2022-05-26T12:03:12.000Z
"5/26/2022, 7:06:12 AM",3.66,81.7,96.7,29,2022-05-26T12:06:12.000Z
"5/26/2022, 7:09:12 AM",3.661,81.7,96.7,29,2022-05-26T12:09:12.000Z
"5/26/2022, 7:12:12 AM",3.661,81.7,96.7,28,2022-05-26T12:12:12.000Z
"5/26/2022, 7:15:12 AM",3.66,81.7,96.7,28,2022-05-26T12:15:12.000Z
"5/26/2022, 7:18:12 AM",3.661,81.7,96.7,27,2022-05-26T12:18:12.000Z
"5/26/2022, 7:21:12 AM",3.661,81.7,96.7,28,2022-05-26T12:21:12.000Z
"5/26/2022, 7:24:12 AM",3.66,81.7,96.7,28,2022-05-26T12:24:12.000Z
"5/26/2022, 7:27:12 AM",3.661,81.7,96.7,28,2022-05-26T12:27:12.000Z
"5/26/2022, 7:30:12 AM",3.66,81.7,96.7,27,2022-05-26T12:30:12.000Z
"5/26/2022, 7:33:12 AM",3.661,81.7,96.7,27,2022-05-26T12:33:12.000Z
"5/26/2022, 7:36:12 AM",3.661,81.5,96.7,27,2022-05-26T12:36:12.000Z
"5/26/2022, 7:39:12 AM",3.66,81.5,96.7,27,2022-05-26T12:39:12.000Z
"5/26/2022, 7:42:12 AM",3.661,81.5,96.7,26,2022-05-26T12:42:12.000Z
"5/26/2022, 7:45:12 AM",3.66,81.5,96.6,26,2022-05-26T12:45:12.000Z
"5/26/2022, 7:48:12 AM",3.661,81.3,96.6,26,2022-05-26T12:48:12.000Z
"5/26/2022, 7:51:12 AM",3.661,81.3,96.7,26,2022-05-26T12:51:12.000Z
"5/26/2022, 7:54:12 AM",3.661,81.1,96.7,25,2022-05-26T12:54:12.000Z
"5/26/2022, 7:57:12 AM",3.661,81.1,96.6,26,2022-05-26T12:57:12.000Z
"5/26/2022, 8:00:12 AM",3.661,81.1,96.6,27,2022-05-26T13:00:12.000Z
"5/26/2022, 8:03:12 AM",3.66,81,96.6,27,2022-05-26T13:03:12.000Z
"5/26/2022, 8:06:12 AM",3.66,81,96.6,27,2022-05-26T13:06:12.000Z
"5/26/2022, 8:09:12 AM",3.66,81.1,96.6,27,2022-05-26T13:09:12.000Z
"5/26/2022, 8:12:12 AM",3.661,81.1,96.6,26,2022-05-26T13:12:12.000Z
"5/26/2022, 8:15:12 AM",3.661,81.1,96.7,28,2022-05-26T13:15:12.000Z
"5/26/2022, 8:18:12 AM",3.66,81.1,96.7,27,2022-05-26T13:18:12.000Z
"5/26/2022, 8:21:12 AM",3.661,81.1,96.7,26,2022-05-26T13:21:12.000Z
"5/26/2022, 8:24:12 AM",3.66,81.3,96.7,27,2022-05-26T13:24:12.000Z
"5/26/2022, 8:27:12 AM",3.661,81.3,96.7,26,2022-05-26T13:27:12.000Z
"5/26/2022, 8:30:12 AM",3.66,81.3,96.7,27,2022-05-26T13:30:12.000Z
"5/26/2022, 8:33:12 AM",3.661,81.3,96.7,26,2022-05-26T13:33:12.000Z
"5/26/2022, 8:36:12 AM",3.66,81.5,96.7,26,2022-05-26T13:36:12.000Z
"5/26/2022, 8:39:12 AM",3.66,81.5,96.7,26,2022-05-26T13:39:12.000Z
"5/26/2022, 8:42:12 AM",3.661,81.3,96.6,26,2022-05-26T13:42:12.000Z
"5/26/2022, 8:45:12 AM",3.66,81.3,96.6,26,2022-05-26T13:45:12.000Z
"5/26/2022, 8:48:12 AM",3.661,81.3,96.7,26,2022-05-26T13:48:12.000Z
"5/26/2022, 8:51:12 AM",3.661,81.1,96.7,25,2022-05-26T13:51:12.000Z
"5/26/2022, 8:54:12 AM",3.661,81.1,96.7,25,2022-05-26T13:54:12.000Z
"5/26/2022, 8:57:12 AM",3.661,81,96.6,23,2022-05-26T13:57:12.000Z
"5/26/2022, 9:00:12 AM",3.661,81,96.7,23,2022-05-26T14:00:12.000Z
"5/26/2022, 9:03:12 AM",3.661,81,96.7,23,2022-05-26T14:03:12.000Z
"5/26/2022, 9:06:12 AM",3.66,80.8,96.7,25,2022-05-26T14:06:12.000Z
"5/26/2022, 9:09:12 AM",3.66,80.8,96.6,23,2022-05-26T14:09:12.000Z
"5/26/2022, 9:12:12 AM",3.661,80.8,96.6,23,2022-05-26T14:12:12.000Z
"5/26/2022, 9:15:12 AM",3.661,80.6,96.6,25,2022-05-26T14:15:12.000Z
"5/26/2022, 9:18:12 AM",3.661,80.6,96.6,25,2022-05-26T14:18:12.000Z
"5/26/2022, 9:21:12 AM",3.661,80.6,96.7,26,2022-05-26T14:21:12.000Z
"5/26/2022, 9:24:12 AM",3.661,80.6,96.7,25,2022-05-26T14:24:12.000Z
"5/26/2022, 9:27:12 AM",3.661,80.6,96.7,25,2022-05-26T14:27:12.000Z
"5/26/2022, 9:30:12 AM",3.66,80.6,96.7,25,2022-05-26T14:30:12.000Z
"5/26/2022, 9:33:12 AM",3.66,80.6,96.7,26,2022-05-26T14:33:12.000Z
"5/26/2022, 9:36:12 AM",3.66,80.4,96.6,24,2022-05-26T14:36:12.000Z
"5/26/2022, 9:39:12 AM",3.661,80.4,96.6,26,2022-05-26T14:39:12.000Z
"5/26/2022, 9:42:12 AM",3.661,80.4,96.6,24,2022-05-26T14:42:12.000Z
"5/26/2022, 9:45:12 AM",3.661,80.4,96.6,26,2022-05-26T14:45:12.000Z
"5/26/2022, 9:48:12 AM",3.661,80.4,96.6,24,2022-05-26T14:48:12.000Z
"5/26/2022, 9:51:12 AM",3.661,80.4,96.6,24,2022-05-26T14:51:12.000Z
"5/26/2022, 9:54:12 AM",3.66,80.4,96.6,24,2022-05-26T14:54:12.000Z
"5/26/2022, 9:57:12 AM",3.661,80.4,96.7,24,2022-05-26T14:57:12.000Z
"5/26/2022, 10:00:12 AM",3.66,80.4,96.7,27,2022-05-26T15:00:12.000Z
"5/26/2022, 10:03:12 AM",3.661,80.4,96.7,26,2022-05-26T15:03:12.000Z
"5/26/2022, 10:06:12 AM",3.661,80.4,96.6,26,2022-05-26T15:06:12.000Z
"5/26/2022, 10:09:12 AM",3.661,80.4,96.6,26,2022-05-26T15:09:12.000Z
"5/26/2022, 10:12:12 AM",3.661,80.4,96.6,27,2022-05-26T15:12:12.000Z
"5/26/2022, 10:15:12 AM",3.661,80.4,96.6,27,2022-05-26T15:15:12.000Z
"5/26/2022, 10:18:12 AM",3.66,80.6,96.7,27,2022-05-26T15:18:12.000Z
"5/26/2022, 10:21:12 AM",3.661,80.6,96.7,25,2022-05-26T15:21:12.000Z
"5/26/2022, 10:24:12 AM",3.661,80.8,96.6,26,2022-05-26T15:24:12.000Z
"5/26/2022, 10:27:12 AM",3.66,80.8,96.7,25,2022-05-26T15:27:12.000Z
"5/26/2022, 10:30:12 AM",3.66,81,96.7,25,2022-05-26T15:30:12.000Z
"5/26/2022, 10:33:12 AM",3.66,81.1,96.7,25,2022-05-26T15:33:12.000Z
"5/26/2022, 10:36:12 AM",3.66,81.3,96.7,27,2022-05-26T15:36:12.000Z
"5/26/2022, 10:39:12 AM",3.66,81.5,96.7,26,2022-05-26T15:39:12.000Z
"5/26/2022, 10:42:12 AM",3.66,81.7,96.7,27,2022-05-26T15:42:12.000Z
"5/26/2022, 10:45:12 AM",3.66,81.7,96.7,26,2022-05-26T15:45:12.000Z
"5/26/2022, 10:48:12 AM",3.66,81.9,96.7,27,2022-05-26T15:48:12.000Z
"5/26/2022, 10:51:12 AM",3.66,81.9,96.7,27,2022-05-26T15:51:12.000Z
"5/26/2022, 10:54:12 AM",3.66,82,96.7,27,2022-05-26T15:54:12.000Z
"5/26/2022, 10:57:12 AM",3.66,82,96.7,27,2022-05-26T15:57:12.000Z
"5/26/2022, 11:00:12 AM",3.66,82.2,96.7,27,2022-05-26T16:00:12.000Z
"5/26/2022, 11:03:12 AM",3.661,82.4,96.7,27,2022-05-26T16:03:12.000Z
"5/26/2022, 11:06:12 AM",3.66,82.6,96.7,27,2022-05-26T16:06:12.000Z
"5/26/2022, 11:09:12 AM",3.66,82.6,96.7,26,2022-05-26T16:09:12.000Z
"5/26/2022, 11:12:12 AM",3.66,82.8,96.7,28,2022-05-26T16:12:12.000Z
"5/26/2022, 11:15:12 AM",3.66,82.8,96.7,28,2022-05-26T16:15:12.000Z
"5/26/2022, 11:18:12 AM",3.66,82.9,96.7,27,2022-05-26T16:18:12.000Z
"5/26/2022, 11:21:12 AM",3.66,82.9,96.7,27,2022-05-26T16:21:12.000Z
"5/26/2022, 11:24:12 AM",3.66,82.9,96.7,27,2022-05-26T16:24:12.000Z
"5/26/2022, 11:27:12 AM",3.66,82.9,96.7,28,2022-05-26T16:27:12.000Z
"5/26/2022, 11:30:12 AM",3.66,82.9,96.7,29,2022-05-26T16:30:12.000Z
"5/26/2022, 11:33:12 AM",3.66,82.9,96.7,28,2022-05-26T16:33:12.000Z
"5/26/2022, 11:36:12 AM",3.66,82.9,96.7,28,2022-05-26T16:36:12.000Z
"5/26/2022, 11:39:12 AM",3.66,82.9,96.7,29,2022-05-26T16:39:12.000Z
"5/26/2022, 11:42:12 AM",3.66,82.9,96.7,29,2022-05-26T16:42:12.000Z
"5/26/2022, 11:45:12 AM",3.66,82.9,96.8,29,2022-05-26T16:45:12.000Z
"5/26/2022, 11:48:12 AM",3.66,82.9,96.8,28,2022-05-26T16:48:12.000Z
"5/26/2022, 11:51:12 AM",3.66,83.1,96.7,29,2022-05-26T16:51:12.000Z
"5/26/2022, 11:54:12 AM",3.66,83.1,96.7,29,2022-05-26T16:54:12.000Z
"5/26/2022, 11:57:12 AM",3.66,83.1,96.7,28,2022-05-26T16:57:12.000Z
"5/26/2022, 12:00:12 PM",3.66,83.3,96.7,29,2022-05-26T17:00:12.000Z
"5/26/2022, 12:03:12 PM",3.66,83.3,96.8,29,2022-05-26T17:03:12.000Z
"5/26/2022, 12:06:12 PM",3.66,83.5,96.7,29,2022-05-26T17:06:12.000Z
"5/26/2022, 12:09:12 PM",3.66,83.5,96.7,29,2022-05-26T17:09:12.000Z
"5/26/2022, 12:12:12 PM",3.66,83.5,96.7,29,2022-05-26T17:12:12.000Z
"5/26/2022, 12:15:12 PM",3.66,83.7,96.7,28,2022-05-26T17:15:12.000Z
"5/26/2022, 12:18:12 PM",3.66,83.7,96.7,29,2022-05-26T17:18:12.000Z
"5/26/2022, 12:21:12 PM",3.66,83.7,96.7,28,2022-05-26T17:21:12.000Z
"5/26/2022, 12:24:12 PM",3.66,83.7,96.7,28,2022-05-26T17:24:12.000Z
"5/26/2022, 12:27:12 PM",3.66,83.7,96.7,28,2022-05-26T17:27:12.000Z
"5/26/2022, 12:30:12 PM",3.66,83.7,96.7,28,2022-05-26T17:30:12.000Z
"5/26/2022, 12:33:12 PM",3.66,83.8,96.7,28,2022-05-26T17:33:12.000Z
"5/26/2022, 12:36:12 PM",3.66,83.8,96.7,27,2022-05-26T17:36:12.000Z
"5/26/2022, 12:39:12 PM",3.66,84,96.7,29,2022-05-26T17:39:12.000Z
"5/26/2022, 12:42:12 PM",3.66,84,96.7,29,2022-05-26T17:42:12.000Z
"5/26/2022, 12:45:12 PM",3.66,84.2,96.7,28,2022-05-26T17:45:12.000Z
"5/26/2022, 12:48:12 PM",3.659,84.4,96.7,30,2022-05-26T17:48:12.000Z
"5/26/2022, 12:51:12 PM",3.659,84.6,96.7,30,2022-05-26T17:51:12.000Z
"5/26/2022, 12:54:12 PM",3.659,84.7,96.7,31,2022-05-26T17:54:12.000Z
"5/26/2022, 12:57:12 PM",3.659,84.9,96.8,30,2022-05-26T17:57:12.000Z
"5/26/2022, 1:00:12 PM",3.659,85.1,96.7,30,2022-05-26T18:00:12.000Z
"5/26/2022, 1:03:12 PM",3.66,85.3,96.7,31,2022-05-26T18:03:12.000Z
"5/26/2022, 1:06:12 PM",3.659,85.5,96.7,31,2022-05-26T18:06:12.000Z
"5/26/2022, 1:09:12 PM",3.659,85.6,96.7,31,2022-05-26T18:09:12.000Z
"5/26/2022, 1:12:12 PM",3.66,85.8,96.7,32,2022-05-26T18:12:12.000Z
"5/26/2022, 1:15:12 PM",3.659,86.2,96.7,32,2022-05-26T18:15:12.000Z
"5/26/2022, 1:18:12 PM",3.659,86.2,96.7,32,2022-05-26T18:18:12.000Z
"5/26/2022, 1:21:12 PM",3.659,86.4,96.7,32,2022-05-26T18:21:12.000Z
"5/26/2022, 1:24:12 PM",3.659,86.5,96.7,30,2022-05-26T18:24:12.000Z
"5/26/2022, 1:27:12 PM",3.659,86.5,96.7,31,2022-05-26T18:27:12.000Z
"5/26/2022, 1:30:12 PM",3.659,86.5,96.7,32,2022-05-26T18:30:12.000Z
"5/26/2022, 1:33:12 PM",3.659,86.4,96.7,31,2022-05-26T18:33:12.000Z
"5/26/2022, 1:36:12 PM",3.658,86.4,96.6,31,2022-05-26T18:36:12.000Z
"5/26/2022, 1:39:12 PM",3.659,86.2,96.6,32,2022-05-26T18:39:12.000Z
"5/26/2022, 1:42:12 PM",3.659,86,96.6,33,2022-05-26T18:42:12.000Z
"5/26/2022, 1:45:12 PM",3.659,85.8,96.6,33,2022-05-26T18:45:12.000Z
"5/26/2022, 1:48:12 PM",3.659,85.6,96.6,32,2022-05-26T18:48:12.000Z
"5/26/2022, 1:51:12 PM",3.659,85.3,96.6,32,2022-05-26T18:51:12.000Z
"5/26/2022, 1:54:12 PM",3.66,85.1,96.6,30,2022-05-26T18:54:12.000Z
"5/26/2022, 1:57:12 PM",3.66,84.9,96.6,30,2022-05-26T18:57:12.000Z
"5/26/2022, 2:00:12 PM",3.66,84.7,96.6,31,2022-05-26T19:00:12.000Z
"5/26/2022, 2:03:12 PM",3.659,84.6,96.6,28,2022-05-26T19:03:12.000Z
"5/26/2022, 2:06:12 PM",3.659,84.4,96.6,28,2022-05-26T19:06:12.000Z
"5/26/2022, 2:09:12 PM",3.66,84.2,96.6,28,2022-05-26T19:09:12.000Z
"5/26/2022, 2:12:12 PM",3.66,84,96.6,30,2022-05-26T19:12:12.000Z
"5/26/2022, 2:15:12 PM",3.66,83.7,96.6,29,2022-05-26T19:15:12.000Z
"5/26/2022, 2:18:12 PM",3.66,83.5,96.6,27,2022-05-26T19:18:12.000Z
"5/26/2022, 2:21:12 PM",3.66,83.1,96.6,28,2022-05-26T19:21:12.000Z
"5/26/2022, 2:24:12 PM",3.66,82.9,96.6,28,2022-05-26T19:24:12.000Z
"5/26/2022, 2:27:12 PM",3.66,82.8,96.6,29,2022-05-26T19:27:12.000Z
"5/26/2022, 2:30:12 PM",3.66,82.6,96.6,30,2022-05-26T19:30:12.000Z
"5/26/2022, 2:33:12 PM",3.66,82.4,96.6,30,2022-05-26T19:33:12.000Z
"5/26/2022, 2:36:12 PM",3.66,82.2,96.6,29,2022-05-26T19:36:12.000Z
"5/26/2022, 2:39:12 PM",3.661,82.2,96.6,30,2022-05-26T19:39:12.000Z
"5/26/2022, 2:42:12 PM",3.66,82,96.6,28,2022-05-26T19:42:12.000Z
"5/26/2022, 2:45:12 PM",3.66,82,96.6,30,2022-05-26T19:45:12.000Z
"5/26/2022, 2:48:12 PM",3.66,81.9,96.6,31,2022-05-26T19:48:12.000Z
"5/26/2022, 2:51:12 PM",3.66,81.9,96.6,30,2022-05-26T19:51:12.000Z
"5/26/2022, 2:54:12 PM",3.661,81.7,96.6,31,2022-05-26T19:54:12.000Z
"5/26/2022, 2:57:12 PM",3.66,81.7,96.6,30,2022-05-26T19:57:12.000Z
