Instrument:,H2S-230807479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Zone Offset (Minutes):,-240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orignal File Name:,F:\Pretreat\H2S Odalog Data\Acrulog Raw Data\phils 06-03 to 07-01.acrudata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session ID:,13921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session 1st Title:,phils 06-03 to 07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session Start:,"6/3/2024, 12:17:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session End:,"7/1/2024, 1:12:27 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Every 5 mins,,,,,,,,,Every 3 mins,,,,,,,,,,,,,,,,,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time,,,,NH3,,,,,,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 11:52:27 AM",3.66,92.8,96.7,0,2024-06-11T15:52:27.000Z,,,,"6/8/2024, 7:15:27 AM",3.668,77.7,94.7,14,2024-06-08T11:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 11:57:27 AM",3.66,93,96.7,0,2024-06-11T15:57:27.000Z,,,,"6/8/2024, 7:18:27 AM",3.668,77.9,94.8,14,2024-06-08T11:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:02:27 PM",3.66,93.4,96.7,0,2024-06-11T16:02:27.000Z,,,,"6/8/2024, 7:21:27 AM",3.669,78.1,94.8,14,2024-06-08T11:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:07:27 PM",3.66,93.7,96.6,0,2024-06-11T16:07:27.000Z,,,,"6/8/2024, 7:24:27 AM",3.669,78.3,94.8,14,2024-06-08T11:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:12:27 PM",3.66,94.3,96.5,0,2024-06-11T16:12:27.000Z,,,,"6/8/2024, 7:27:27 AM",3.668,78.4,94.9,14,2024-06-08T11:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:17:27 PM",3.66,94.6,96.6,0,2024-06-11T16:17:27.000Z,,,,"6/8/2024, 7:30:27 AM",3.668,78.6,94.9,15,2024-06-08T11:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:22:27 PM",3.66,95.2,96.5,0,2024-06-11T16:22:27.000Z,,,,"6/8/2024, 7:33:27 AM",3.668,79,94.9,15,2024-06-08T11:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:27:27 PM",3.66,95.7,96.5,0,2024-06-11T16:27:27.000Z,,,,"6/8/2024, 7:36:27 AM",3.668,79,94.9,15,2024-06-08T11:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:32:27 PM",3.66,95.9,96.4,0,2024-06-11T16:32:27.000Z,,,,"6/8/2024, 7:39:27 AM",3.668,79.2,94.9,15,2024-06-08T11:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:37:27 PM",3.66,96.3,96.4,0,2024-06-11T16:37:27.000Z,,,,"6/8/2024, 7:42:27 AM",3.668,79.3,95,15,2024-06-08T11:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:42:27 PM",3.66,96.4,96.3,0,2024-06-11T16:42:27.000Z,,,,"6/8/2024, 7:45:27 AM",3.668,79.5,95,15,2024-06-08T11:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:47:27 PM",3.66,96.8,96.3,0,2024-06-11T16:47:27.000Z,,,,"6/8/2024, 7:48:27 AM",3.668,79.7,95,15,2024-06-08T11:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:52:27 PM",3.66,97.2,96.3,0,2024-06-11T16:52:27.000Z,,,,"6/8/2024, 7:51:27 AM",3.668,79.9,95,15,2024-06-08T11:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 12:57:27 PM",3.659,97.3,96.2,0,2024-06-11T16:57:27.000Z,,,,"6/8/2024, 7:54:27 AM",3.668,80.1,95,15,2024-06-08T11:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:02:27 PM",3.659,97.3,96.2,0,2024-06-11T17:02:27.000Z,,,,"6/8/2024, 7:57:27 AM",3.668,80.1,95,15,2024-06-08T11:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:07:27 PM",3.659,97.5,96.1,0,2024-06-11T17:07:27.000Z,,,,"6/8/2024, 8:00:27 AM",3.668,80.2,95.1,15,2024-06-08T12:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:12:27 PM",3.659,97.7,96,0,2024-06-11T17:12:27.000Z,,,,"6/8/2024, 8:03:27 AM",3.668,80.4,95.1,15,2024-06-08T12:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:17:27 PM",3.66,97.9,95.9,0,2024-06-11T17:17:27.000Z,,,,"6/8/2024, 8:06:27 AM",3.668,80.6,95.1,16,2024-06-08T12:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:22:27 PM",3.659,98.4,95.9,0,2024-06-11T17:22:27.000Z,,,,"6/8/2024, 8:09:27 AM",3.668,80.8,95.1,16,2024-06-08T12:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:27:27 PM",3.659,98.8,95.8,0,2024-06-11T17:27:27.000Z,,,,"6/8/2024, 8:12:27 AM",3.668,81,95.2,16,2024-06-08T12:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:32:27 PM",3.659,99.1,95.8,0,2024-06-11T17:32:27.000Z,,,,"6/8/2024, 8:15:27 AM",3.668,81.1,95.2,16,2024-06-08T12:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:37:27 PM",3.659,99.3,95.7,0,2024-06-11T17:37:27.000Z,,,,"6/8/2024, 8:18:27 AM",3.667,81.1,95.2,16,2024-06-08T12:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:42:27 PM",3.659,99.5,95.6,0,2024-06-11T17:42:27.000Z,,,,"6/8/2024, 8:21:27 AM",3.668,81.3,95.2,16,2024-06-08T12:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:47:27 PM",3.659,99.7,95.6,0,2024-06-11T17:47:27.000Z,,,,"6/8/2024, 8:24:27 AM",3.668,81.5,95.2,16,2024-06-08T12:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:52:27 PM",3.659,99.9,95.5,0,2024-06-11T17:52:27.000Z,,,,"6/8/2024, 8:27:27 AM",3.668,81.5,95.3,16,2024-06-08T12:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 1:57:27 PM",3.658,99.9,95.5,0,2024-06-11T17:57:27.000Z,,,,"6/8/2024, 8:30:27 AM",3.667,81.5,95.3,16,2024-06-08T12:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:02:27 PM",3.659,100,95.4,0,2024-06-11T18:02:27.000Z,,,,"6/8/2024, 8:33:27 AM",3.667,81.7,95.3,16,2024-06-08T12:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:07:27 PM",3.659,100,95.3,0,2024-06-11T18:07:27.000Z,,,,"6/8/2024, 8:36:27 AM",3.667,81.7,95.3,16,2024-06-08T12:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:12:27 PM",3.659,100,95.2,0,2024-06-11T18:12:27.000Z,,,,"6/8/2024, 8:39:27 AM",3.667,81.7,95.3,16,2024-06-08T12:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:17:27 PM",3.659,99.9,95.2,0,2024-06-11T18:17:27.000Z,,,,"6/8/2024, 8:42:27 AM",3.668,81.7,95.3,17,2024-06-08T12:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:22:27 PM",3.659,99.7,95.1,0,2024-06-11T18:22:27.000Z,,,,"6/8/2024, 8:45:27 AM",3.668,81.7,95.3,17,2024-06-08T12:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:27:27 PM",3.659,98.8,95,0,2024-06-11T18:27:27.000Z,,,,"6/8/2024, 8:48:27 AM",3.667,81.7,95.3,17,2024-06-08T12:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:32:27 PM",3.659,98.2,94.9,0,2024-06-11T18:32:27.000Z,,,,"6/8/2024, 8:51:27 AM",3.667,81.7,95.3,16,2024-06-08T12:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:37:27 PM",3.659,98.4,94.9,0,2024-06-11T18:37:27.000Z,,,,"6/8/2024, 8:54:27 AM",3.667,81.7,95.3,16,2024-06-08T12:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:42:27 PM",3.659,98.8,94.9,0,2024-06-11T18:42:27.000Z,,,,"6/8/2024, 8:57:27 AM",3.667,81.7,95.3,16,2024-06-08T12:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:47:27 PM",3.659,99.1,94.9,0,2024-06-11T18:47:27.000Z,,,,"6/8/2024, 9:00:27 AM",3.667,81.7,95.3,16,2024-06-08T13:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:52:27 PM",3.659,99.3,94.9,0,2024-06-11T18:52:27.000Z,,,,"6/8/2024, 9:03:27 AM",3.667,81.7,95.3,16,2024-06-08T13:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 2:57:27 PM",3.659,99.7,94.8,0,2024-06-11T18:57:27.000Z,,,,"6/8/2024, 9:06:27 AM",3.667,81.5,95.3,16,2024-06-08T13:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:02:27 PM",3.659,100,94.8,0,2024-06-11T19:02:27.000Z,,,,"6/8/2024, 9:09:27 AM",3.668,81.5,95.3,16,2024-06-08T13:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:07:27 PM",3.659,100.4,94.7,0,2024-06-11T19:07:27.000Z,,,,"6/8/2024, 9:12:27 AM",3.667,81.5,95.3,16,2024-06-08T13:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:12:27 PM",3.659,100.9,94.7,0,2024-06-11T19:12:27.000Z,,,,"6/8/2024, 9:15:27 AM",3.667,81.5,95.3,16,2024-06-08T13:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:17:27 PM",3.658,101.3,94.7,0,2024-06-11T19:17:27.000Z,,,,"6/8/2024, 9:18:27 AM",3.667,81.5,95.3,16,2024-06-08T13:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:22:27 PM",3.659,101.5,94.7,0,2024-06-11T19:22:27.000Z,,,,"6/8/2024, 9:21:27 AM",3.667,81.5,95.3,16,2024-06-08T13:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:27:27 PM",3.659,101.8,94.6,0,2024-06-11T19:27:27.000Z,,,,"6/8/2024, 9:24:27 AM",3.667,81.5,95.3,17,2024-06-08T13:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:32:27 PM",3.659,102,94.5,0,2024-06-11T19:32:27.000Z,,,,"6/8/2024, 9:27:27 AM",3.668,81.5,95.3,17,2024-06-08T13:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:37:27 PM",3.658,102.2,94.5,0,2024-06-11T19:37:27.000Z,,,,"6/8/2024, 9:30:27 AM",3.668,81.3,95.3,17,2024-06-08T13:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:42:27 PM",3.659,101.8,94.5,0,2024-06-11T19:42:27.000Z,,,,"6/8/2024, 9:33:27 AM",3.668,81.3,95.3,17,2024-06-08T13:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:47:27 PM",3.658,101.8,94.4,0,2024-06-11T19:47:27.000Z,,,,"6/8/2024, 9:36:27 AM",3.667,81.3,95.3,17,2024-06-08T13:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:52:27 PM",3.658,102,94.4,0,2024-06-11T19:52:27.000Z,,,,"6/8/2024, 9:39:27 AM",3.667,81.3,95.3,17,2024-06-08T13:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 3:57:27 PM",3.659,102.2,94.3,0,2024-06-11T19:57:27.000Z,,,,"6/8/2024, 9:42:27 AM",3.668,81.1,95.3,17,2024-06-08T13:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:02:27 PM",3.658,102.2,94.3,0,2024-06-11T20:02:27.000Z,,,,"6/8/2024, 9:45:27 AM",3.667,81.1,95.4,17,2024-06-08T13:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:07:27 PM",3.659,102.2,94.2,0,2024-06-11T20:07:27.000Z,,,,"6/8/2024, 9:48:27 AM",3.668,81.1,95.4,17,2024-06-08T13:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:12:27 PM",3.658,102.6,94.2,0,2024-06-11T20:12:27.000Z,,,,"6/8/2024, 9:51:27 AM",3.667,81.1,95.4,17,2024-06-08T13:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:17:27 PM",3.658,102.9,94.1,0,2024-06-11T20:17:27.000Z,,,,"6/8/2024, 9:54:27 AM",3.668,81.1,95.4,17,2024-06-08T13:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:22:27 PM",3.658,103.3,94.1,0,2024-06-11T20:22:27.000Z,,,,"6/8/2024, 9:57:27 AM",3.667,81.3,95.4,17,2024-06-08T13:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:27:27 PM",3.658,103.5,94.1,0,2024-06-11T20:27:27.000Z,,,,"6/8/2024, 10:00:27 AM",3.667,81.3,95.4,17,2024-06-08T14:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:32:27 PM",3.658,103.8,94,0,2024-06-11T20:32:27.000Z,,,,"6/8/2024, 10:03:27 AM",3.668,81.3,95.4,18,2024-06-08T14:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:37:27 PM",3.658,104.2,94,0,2024-06-11T20:37:27.000Z,,,,"6/8/2024, 10:06:27 AM",3.667,81.5,95.4,18,2024-06-08T14:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:42:27 PM",3.658,104.2,93.9,0,2024-06-11T20:42:27.000Z,,,,"6/8/2024, 10:09:27 AM",3.668,81.5,95.4,18,2024-06-08T14:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:47:27 PM",3.658,104.4,93.9,0,2024-06-11T20:47:27.000Z,,,,"6/8/2024, 10:12:27 AM",3.667,81.7,95.4,18,2024-06-08T14:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:52:27 PM",3.658,104.5,93.8,0,2024-06-11T20:52:27.000Z,,,,"6/8/2024, 10:15:27 AM",3.668,81.7,95.4,18,2024-06-08T14:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 4:57:27 PM",3.658,104.2,93.8,0,2024-06-11T20:57:27.000Z,,,,"6/8/2024, 10:18:27 AM",3.667,81.9,95.5,18,2024-06-08T14:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:02:27 PM",3.658,104.4,93.8,0,2024-06-11T21:02:27.000Z,,,,"6/8/2024, 10:21:27 AM",3.668,82,95.5,19,2024-06-08T14:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:07:27 PM",3.658,104.7,93.7,0,2024-06-11T21:07:27.000Z,,,,"6/8/2024, 10:24:27 AM",3.667,82,95.5,19,2024-06-08T14:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:12:27 PM",3.658,105.1,93.7,0,2024-06-11T21:12:27.000Z,,,,"6/8/2024, 10:27:27 AM",3.667,82.2,95.5,19,2024-06-08T14:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:17:27 PM",3.658,105.4,93.6,0,2024-06-11T21:17:27.000Z,,,,"6/8/2024, 10:30:27 AM",3.667,82.4,95.6,19,2024-06-08T14:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:22:27 PM",3.658,105.6,93.5,0,2024-06-11T21:22:27.000Z,,,,"6/8/2024, 10:33:27 AM",3.667,82.6,95.6,19,2024-06-08T14:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:27:27 PM",3.658,105.8,93.3,0,2024-06-11T21:27:27.000Z,,,,"6/8/2024, 10:36:27 AM",3.667,82.6,95.6,20,2024-06-08T14:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:32:27 PM",3.658,106.2,93,0,2024-06-11T21:32:27.000Z,,,,"6/8/2024, 10:39:27 AM",3.667,82.8,95.6,20,2024-06-08T14:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:37:27 PM",3.658,106.3,92.4,0,2024-06-11T21:37:27.000Z,,,,"6/8/2024, 10:42:27 AM",3.667,82.9,95.6,20,2024-06-08T14:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:42:27 PM",3.658,106.7,91.9,0,2024-06-11T21:42:27.000Z,,,,"6/8/2024, 10:45:27 AM",3.667,83.1,95.7,21,2024-06-08T14:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:47:27 PM",3.658,107.1,91.3,0,2024-06-11T21:47:27.000Z,,,,"6/8/2024, 10:48:27 AM",3.667,83.3,95.7,21,2024-06-08T14:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:52:27 PM",3.658,107.4,90.6,0,2024-06-11T21:52:27.000Z,,,,"6/8/2024, 10:51:27 AM",3.667,83.3,95.7,21,2024-06-08T14:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 5:57:27 PM",3.657,108,89.9,0,2024-06-11T21:57:27.000Z,,,,"6/8/2024, 10:54:27 AM",3.667,83.5,95.7,21,2024-06-08T14:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:02:27 PM",3.658,108.9,89.2,0,2024-06-11T22:02:27.000Z,,,,"6/8/2024, 10:57:27 AM",3.667,83.5,95.7,22,2024-06-08T14:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:07:27 PM",3.657,109.9,88.6,0,2024-06-11T22:07:27.000Z,,,,"6/8/2024, 11:00:27 AM",3.667,83.7,95.7,22,2024-06-08T15:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:12:27 PM",3.658,111.2,87.8,0,2024-06-11T22:12:27.000Z,,,,"6/8/2024, 11:03:27 AM",3.667,83.8,95.7,22,2024-06-08T15:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:17:27 PM",3.657,112.5,86.9,0,2024-06-11T22:17:27.000Z,,,,"6/8/2024, 11:06:27 AM",3.667,83.8,95.7,22,2024-06-08T15:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:22:27 PM",3.657,113.7,85.9,0,2024-06-11T22:22:27.000Z,,,,"6/8/2024, 11:09:27 AM",3.667,84,95.8,22,2024-06-08T15:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:27:27 PM",3.656,114.8,84.9,0,2024-06-11T22:27:27.000Z,,,,"6/8/2024, 11:12:27 AM",3.667,84,95.8,22,2024-06-08T15:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:32:27 PM",3.656,115.7,83.8,0,2024-06-11T22:32:27.000Z,,,,"6/8/2024, 11:15:27 AM",3.667,84.2,95.8,22,2024-06-08T15:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:37:27 PM",3.656,116.2,82.6,0,2024-06-11T22:37:27.000Z,,,,"6/8/2024, 11:18:27 AM",3.667,84.2,95.8,22,2024-06-08T15:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:42:27 PM",3.656,116.2,81.4,0,2024-06-11T22:42:27.000Z,,,,"6/8/2024, 11:21:27 AM",3.666,84.4,95.8,22,2024-06-08T15:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:47:27 PM",3.656,116.2,80.2,0,2024-06-11T22:47:27.000Z,,,,"6/8/2024, 11:24:27 AM",3.667,84.6,95.8,22,2024-06-08T15:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:52:27 PM",3.656,116.4,79.1,0,2024-06-11T22:52:27.000Z,,,,"6/8/2024, 11:27:27 AM",3.667,84.6,95.9,23,2024-06-08T15:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 6:57:27 PM",3.655,116.6,77.9,0,2024-06-11T22:57:27.000Z,,,,"6/8/2024, 11:30:27 AM",3.667,84.7,95.9,23,2024-06-08T15:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:02:27 PM",3.655,117,76.8,0,2024-06-11T23:02:27.000Z,,,,"6/8/2024, 11:33:27 AM",3.667,84.7,95.9,23,2024-06-08T15:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:07:27 PM",3.655,117.5,75.5,0,2024-06-11T23:07:27.000Z,,,,"6/8/2024, 11:36:27 AM",3.667,84.9,96,23,2024-06-08T15:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:12:27 PM",3.656,117.5,74.3,0,2024-06-11T23:12:27.000Z,,,,"6/8/2024, 11:39:27 AM",3.667,85.1,96,23,2024-06-08T15:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:17:27 PM",3.655,113.4,73.2,0,2024-06-11T23:17:27.000Z,,,,"6/8/2024, 11:42:27 AM",3.667,85.1,96,23,2024-06-08T15:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:22:27 PM",3.656,108.5,72.7,0,2024-06-11T23:22:27.000Z,,,,"6/8/2024, 11:45:27 AM",3.667,85.1,96,23,2024-06-08T15:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:27:27 PM",3.657,105.3,72.7,0,2024-06-11T23:27:27.000Z,,,,"6/8/2024, 11:48:27 AM",3.667,85.3,96,24,2024-06-08T15:48:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:32:27 PM",3.657,102.6,72.8,0,2024-06-11T23:32:27.000Z,,,,"6/8/2024, 11:51:27 AM",3.666,85.5,96,24,2024-06-08T15:51:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:37:27 PM",3.658,100.6,73.1,0,2024-06-11T23:37:27.000Z,,,,"6/8/2024, 11:54:27 AM",3.667,85.6,96.1,24,2024-06-08T15:54:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:42:27 PM",3.659,98.8,73.4,0,2024-06-11T23:42:27.000Z,,,,"6/8/2024, 11:57:27 AM",3.666,85.8,96.1,24,2024-06-08T15:57:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:47:27 PM",3.659,97.3,73.8,0,2024-06-11T23:47:27.000Z,,,,"6/8/2024, 12:00:27 PM",3.666,86,96.1,25,2024-06-08T16:00:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:52:27 PM",3.66,96.1,74.2,0,2024-06-11T23:52:27.000Z,,,,"6/8/2024, 12:03:27 PM",3.667,86.4,96.2,25,2024-06-08T16:03:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 7:57:27 PM",3.66,95,74.5,0,2024-06-11T23:57:27.000Z,,,,"6/8/2024, 12:06:27 PM",3.667,86.5,96.2,25,2024-06-08T16:06:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:02:27 PM",3.66,93.9,74.8,0,2024-06-12T00:02:27.000Z,,,,"6/8/2024, 12:09:27 PM",3.666,86.7,96.2,26,2024-06-08T16:09:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:07:27 PM",3.661,92.8,75.1,0,2024-06-12T00:07:27.000Z,,,,"6/8/2024, 12:12:27 PM",3.666,86.9,96.2,26,2024-06-08T16:12:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:12:27 PM",3.661,91.9,75.4,0,2024-06-12T00:12:27.000Z,,,,"6/8/2024, 12:15:27 PM",3.666,87.1,96.2,26,2024-06-08T16:15:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:17:27 PM",3.661,91,75.7,0,2024-06-12T00:17:27.000Z,,,,"6/8/2024, 12:18:27 PM",3.665,87.1,96.3,27,2024-06-08T16:18:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:22:27 PM",3.661,90,76,0,2024-06-12T00:22:27.000Z,,,,"6/8/2024, 12:21:27 PM",3.666,87.3,96.3,27,2024-06-08T16:21:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:27:27 PM",3.662,89.1,76.2,0,2024-06-12T00:27:27.000Z,,,,"6/8/2024, 12:24:27 PM",3.666,87.3,96.3,27,2024-06-08T16:24:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:32:27 PM",3.662,88.3,76.6,0,2024-06-12T00:32:27.000Z,,,,"6/8/2024, 12:27:27 PM",3.666,87.3,96.3,27,2024-06-08T16:27:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:37:27 PM",3.662,87.4,76.8,0,2024-06-12T00:37:27.000Z,,,,"6/8/2024, 12:30:27 PM",3.666,87.3,96.3,27,2024-06-08T16:30:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:42:27 PM",3.662,86.7,77,0,2024-06-12T00:42:27.000Z,,,,"6/8/2024, 12:33:27 PM",3.666,87.3,96.3,27,2024-06-08T16:33:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:47:27 PM",3.663,86,77.3,0,2024-06-12T00:47:27.000Z,,,,"6/8/2024, 12:36:27 PM",3.666,87.3,96.3,27,2024-06-08T16:36:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:52:27 PM",3.663,85.3,77.6,0,2024-06-12T00:52:27.000Z,,,,"6/8/2024, 12:39:27 PM",3.666,87.3,96.3,27,2024-06-08T16:39:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 8:57:27 PM",3.663,84.7,77.8,0,2024-06-12T00:57:27.000Z,,,,"6/8/2024, 12:42:27 PM",3.666,87.3,96.4,28,2024-06-08T16:42:27.000Z,,,,,,,,,,,,,,,,,,,,,
"6/11/2024, 9:02:27 PM",3.663,84.2,78.1,0,2024-06-12T01:02:27.000Z,,,,"6/8/2024, 12:45:27 PM",3.666,87.4,96.4,28,2024-06-08T16:45:27.000Z,,,,,,,,,,,,,,,,,,,,,
