Instrument:,NH3-211205141
Name:,Biosolids Dewatering
Time Zone Offset (Minutes):,-240
Orignal File Name:,"C:\Users\Phil.Bennington\OneDrive - City of Dayton\G-Drive\Phil.Bennington\CLARKSON_UNIVERSITY_PhD Program\Dessertation\NH3-211205141_6_3_2024, 12_18_27 PM --- 7_1_2024, 1_18_27 PM.acrudata"
Session ID:,37388
Session 1st Title:,"NH3-211205141_6_3_2024, 12_18_27 PM --- 7_1_2024, 1_18_27 PM"
Session Start:,"6/3/2024, 12:18:27 PM"
Session End:,"7/1/2024, 1:18:27 PM"

Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),NH3 (PPM),ISO time
"6/3/2024, 3:12:27 PM",3.655,100,88.2,39,2024-06-03T19:12:27.000Z
"6/3/2024, 3:15:27 PM",3.655,100,88.3,40,2024-06-03T19:15:27.000Z
"6/3/2024, 3:18:27 PM",3.655,100.4,88.3,39,2024-06-03T19:18:27.000Z
"6/3/2024, 3:21:27 PM",3.655,100.6,88.4,39,2024-06-03T19:21:27.000Z
"6/3/2024, 3:24:27 PM",3.655,100.8,88.5,40,2024-06-03T19:24:27.000Z
"6/3/2024, 3:27:27 PM",3.655,100.9,88.5,40,2024-06-03T19:27:27.000Z
"6/3/2024, 3:30:27 PM",3.655,101.1,88.5,40,2024-06-03T19:30:27.000Z
"6/3/2024, 3:33:27 PM",3.655,101.3,88.6,40,2024-06-03T19:33:27.000Z
"6/3/2024, 3:36:27 PM",3.655,101.3,88.6,39,2024-06-03T19:36:27.000Z
"6/3/2024, 3:39:27 PM",3.655,101.3,88.7,40,2024-06-03T19:39:27.000Z
"6/3/2024, 3:42:27 PM",3.655,101.3,88.7,37,2024-06-03T19:42:27.000Z
"6/3/2024, 3:45:27 PM",3.655,101.3,88.7,40,2024-06-03T19:45:27.000Z
"6/3/2024, 3:48:27 PM",3.655,101.1,88.7,38,2024-06-03T19:48:27.000Z
"6/3/2024, 3:51:27 PM",3.655,101.1,88.7,41,2024-06-03T19:51:27.000Z
"6/3/2024, 3:54:27 PM",3.656,101.1,88.7,42,2024-06-03T19:54:27.000Z
"6/3/2024, 3:57:27 PM",3.655,101.1,88.7,40,2024-06-03T19:57:27.000Z
"6/3/2024, 4:00:27 PM",3.656,101.1,88.7,41,2024-06-03T20:00:27.000Z
"6/3/2024, 4:03:27 PM",3.656,101.1,88.7,42,2024-06-03T20:03:27.000Z
"6/3/2024, 4:06:27 PM",3.656,101.1,88.7,44,2024-06-03T20:06:27.000Z
"6/3/2024, 4:09:27 PM",3.656,100.9,88.7,45,2024-06-03T20:09:27.000Z
"6/3/2024, 4:12:27 PM",3.656,100.9,88.7,44,2024-06-03T20:12:27.000Z
"6/3/2024, 4:15:27 PM",3.656,100.9,88.7,44,2024-06-03T20:15:27.000Z
"6/3/2024, 4:18:27 PM",3.656,100.8,88.7,41,2024-06-03T20:18:27.000Z
"6/3/2024, 4:21:27 PM",3.656,100.9,88.7,43,2024-06-03T20:21:27.000Z
"6/3/2024, 4:24:27 PM",3.656,101.1,88.7,42,2024-06-03T20:24:27.000Z
"6/3/2024, 4:27:27 PM",3.656,101.3,88.7,43,2024-06-03T20:27:27.000Z
"6/3/2024, 4:30:27 PM",3.656,101.3,88.7,45,2024-06-03T20:30:27.000Z
"6/3/2024, 4:33:27 PM",3.656,101.5,88.7,42,2024-06-03T20:33:27.000Z
"6/3/2024, 4:36:27 PM",3.656,101.7,88.7,42,2024-06-03T20:36:27.000Z
"6/3/2024, 4:39:27 PM",3.656,101.7,88.7,39,2024-06-03T20:39:27.000Z
"6/3/2024, 4:42:27 PM",3.656,101.8,88.7,39,2024-06-03T20:42:27.000Z
"6/3/2024, 4:45:27 PM",3.656,102,88.8,36,2024-06-03T20:45:27.000Z
"6/3/2024, 4:48:27 PM",3.656,102,88.8,40,2024-06-03T20:48:27.000Z
"6/3/2024, 4:51:27 PM",3.656,102.2,88.7,38,2024-06-03T20:51:27.000Z
"6/3/2024, 4:54:27 PM",3.657,102.4,88.8,39,2024-06-03T20:54:27.000Z
"6/3/2024, 4:57:27 PM",3.657,102.4,88.8,40,2024-06-03T20:57:27.000Z
"6/3/2024, 5:00:27 PM",3.656,102.4,88.7,41,2024-06-03T21:00:27.000Z
"6/3/2024, 5:03:27 PM",3.656,102.2,88.7,40,2024-06-03T21:03:27.000Z
"6/3/2024, 5:06:27 PM",3.656,102,88.7,39,2024-06-03T21:06:27.000Z
"6/3/2024, 5:09:27 PM",3.657,101.7,88.6,38,2024-06-03T21:09:27.000Z
"6/3/2024, 5:12:27 PM",3.657,101.5,88.6,37,2024-06-03T21:12:27.000Z
"6/3/2024, 5:15:27 PM",3.657,101.5,88.6,40,2024-06-03T21:15:27.000Z
"6/3/2024, 5:18:27 PM",3.657,101.3,88.6,41,2024-06-03T21:18:27.000Z
"6/3/2024, 5:21:27 PM",3.657,101.3,88.6,39,2024-06-03T21:21:27.000Z
"6/3/2024, 5:24:27 PM",3.657,101.3,88.6,41,2024-06-03T21:24:27.000Z
"6/3/2024, 5:27:27 PM",3.657,101.5,88.6,40,2024-06-03T21:27:27.000Z
"6/3/2024, 5:30:27 PM",3.657,101.5,88.6,35,2024-06-03T21:30:27.000Z
"6/3/2024, 5:33:27 PM",3.657,101.5,88.6,35,2024-06-03T21:33:27.000Z
"6/3/2024, 5:36:27 PM",3.658,101.5,88.6,34,2024-06-03T21:36:27.000Z
"6/3/2024, 5:39:27 PM",3.658,101.5,88.5,36,2024-06-03T21:39:27.000Z
"6/3/2024, 5:42:27 PM",3.658,101.5,88.5,37,2024-06-03T21:42:27.000Z
"6/3/2024, 5:45:27 PM",3.657,101.5,88.5,38,2024-06-03T21:45:27.000Z
"6/3/2024, 5:48:27 PM",3.658,101.5,88.5,38,2024-06-03T21:48:27.000Z
"6/3/2024, 5:51:27 PM",3.657,101.3,88.5,36,2024-06-03T21:51:27.000Z
"6/3/2024, 5:54:27 PM",3.657,101.3,88.5,35,2024-06-03T21:54:27.000Z
"6/3/2024, 5:57:27 PM",3.658,101.3,88.5,37,2024-06-03T21:57:27.000Z
"6/3/2024, 6:00:27 PM",3.658,101.3,88.4,37,2024-06-03T22:00:27.000Z
"6/3/2024, 6:03:27 PM",3.658,101.1,88.4,37,2024-06-03T22:03:27.000Z
"6/3/2024, 6:06:27 PM",3.658,101.1,88.4,38,2024-06-03T22:06:27.000Z
"6/3/2024, 6:09:27 PM",3.658,100.9,88.4,38,2024-06-03T22:09:27.000Z
"6/3/2024, 6:12:27 PM",3.658,100.8,88.4,38,2024-06-03T22:12:27.000Z
"6/3/2024, 6:15:27 PM",3.658,100.8,88.4,36,2024-06-03T22:15:27.000Z
"6/3/2024, 6:18:27 PM",3.658,100.8,88.3,38,2024-06-03T22:18:27.000Z
"6/3/2024, 6:21:27 PM",3.658,100.6,88.3,38,2024-06-03T22:21:27.000Z
"6/3/2024, 6:24:27 PM",3.658,100.6,88.3,37,2024-06-03T22:24:27.000Z
"6/3/2024, 6:27:27 PM",3.658,100.6,88.3,38,2024-06-03T22:27:27.000Z
"6/3/2024, 6:30:27 PM",3.659,100.6,88.3,38,2024-06-03T22:30:27.000Z
"6/3/2024, 6:33:27 PM",3.658,100.4,88.3,38,2024-06-03T22:33:27.000Z
"6/3/2024, 6:36:27 PM",3.658,100.4,88.3,39,2024-06-03T22:36:27.000Z
"6/3/2024, 6:39:27 PM",3.658,100.4,88.3,38,2024-06-03T22:39:27.000Z
"6/3/2024, 6:42:27 PM",3.658,100.4,88.2,38,2024-06-03T22:42:27.000Z
"6/3/2024, 6:45:27 PM",3.658,100.2,88.2,38,2024-06-03T22:45:27.000Z
