Instrument:,H2S-200602855,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\H2S-200602855_4_22_2022, 1_34_43 PM --- 4_29_2022, 9_09_43 AM.acrudata",,,,
Session ID:,45880,,,,
Session 1st Title:,"H2S-200602855_4_22_2022, 1_34_43 PM --- 4_29_2022, 9_09_43 AM",,,,
Session Start:,"4/22/2022, 12:34:43 PM",,,,
Session End:,"4/29/2022, 8:09:43 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time
"4/26/2022, 4:39:43 PM",3.629,77.9,74.4,4,2022-04-26T21:39:43.000Z
"4/26/2022, 4:44:43 PM",3.628,77.9,74.5,4,2022-04-26T21:44:43.000Z
"4/26/2022, 4:49:43 PM",3.628,77.7,74.4,3,2022-04-26T21:49:43.000Z
"4/26/2022, 4:54:43 PM",3.629,77.4,74.4,4,2022-04-26T21:54:43.000Z
"4/26/2022, 4:59:43 PM",3.628,77.5,74.5,4,2022-04-26T21:59:43.000Z
"4/26/2022, 5:04:43 PM",3.629,77.2,74.4,4,2022-04-26T22:04:43.000Z
"4/26/2022, 5:09:43 PM",3.629,76.6,74.5,3,2022-04-26T22:09:43.000Z
"4/26/2022, 5:14:43 PM",3.629,76.5,74.5,4,2022-04-26T22:14:43.000Z
"4/26/2022, 5:19:43 PM",3.629,76.5,74.5,4,2022-04-26T22:19:43.000Z
"4/26/2022, 5:24:43 PM",3.629,75.9,74.5,3,2022-04-26T22:24:43.000Z
"4/26/2022, 5:29:43 PM",3.629,75.7,74.5,3,2022-04-26T22:29:43.000Z
"4/26/2022, 5:34:43 PM",3.629,75.6,74.5,3,2022-04-26T22:34:43.000Z
"4/26/2022, 5:39:43 PM",3.629,74.8,74.5,3,2022-04-26T22:39:43.000Z
"4/26/2022, 5:44:43 PM",3.629,74.7,74.5,4,2022-04-26T22:44:43.000Z
"4/26/2022, 5:49:43 PM",3.629,74.5,74.6,4,2022-04-26T22:49:43.000Z
"4/26/2022, 5:54:43 PM",3.629,74.3,74.6,4,2022-04-26T22:54:43.000Z
"4/26/2022, 5:59:43 PM",3.63,74.1,74.6,3,2022-04-26T22:59:43.000Z
"4/26/2022, 6:04:43 PM",3.63,73.8,74.6,3,2022-04-26T23:04:43.000Z
"4/26/2022, 6:09:43 PM",3.63,73.6,74.6,4,2022-04-26T23:09:43.000Z
"4/26/2022, 6:14:43 PM",3.63,73.2,74.6,3,2022-04-26T23:14:43.000Z
"4/26/2022, 6:19:43 PM",3.63,72.9,74.6,3,2022-04-26T23:19:43.000Z
"4/26/2022, 6:24:43 PM",3.63,72.5,74.7,3,2022-04-26T23:24:43.000Z
"4/26/2022, 6:29:43 PM",3.63,72.1,74.6,4,2022-04-26T23:29:43.000Z
"4/26/2022, 6:34:43 PM",3.63,71.8,74.6,4,2022-04-26T23:34:43.000Z
"4/26/2022, 6:39:43 PM",3.63,71.4,74.6,4,2022-04-26T23:39:43.000Z
"4/26/2022, 6:44:43 PM",3.63,71.2,74.6,5,2022-04-26T23:44:43.000Z
"4/26/2022, 6:49:43 PM",3.63,70.9,74.6,5,2022-04-26T23:49:43.000Z
"4/26/2022, 6:54:43 PM",3.631,70.5,74.6,5,2022-04-26T23:54:43.000Z
"4/26/2022, 6:59:43 PM",3.63,70.2,74.7,5,2022-04-26T23:59:43.000Z
"4/26/2022, 7:04:43 PM",3.63,70,74.7,5,2022-04-27T00:04:43.000Z
"4/26/2022, 7:09:43 PM",3.631,69.6,74.7,5,2022-04-27T00:09:43.000Z
"4/26/2022, 7:14:43 PM",3.631,69.3,74.7,5,2022-04-27T00:14:43.000Z
"4/26/2022, 7:19:43 PM",3.63,69.1,74.7,5,2022-04-27T00:19:43.000Z
"4/26/2022, 7:24:43 PM",3.63,68.9,74.7,4,2022-04-27T00:24:43.000Z
"4/26/2022, 7:29:43 PM",3.63,68.5,74.7,5,2022-04-27T00:29:43.000Z
"4/26/2022, 7:34:43 PM",3.63,68.5,74.8,5,2022-04-27T00:34:43.000Z
"4/26/2022, 7:39:43 PM",3.631,68.4,74.7,4,2022-04-27T00:39:43.000Z
"4/26/2022, 7:44:43 PM",3.63,68.2,74.8,5,2022-04-27T00:44:43.000Z
"4/26/2022, 7:49:43 PM",3.631,68,74.8,4,2022-04-27T00:49:43.000Z
"4/26/2022, 7:54:43 PM",3.63,67.6,74.8,4,2022-04-27T00:54:43.000Z
"4/26/2022, 7:59:43 PM",3.631,67.5,74.8,4,2022-04-27T00:59:43.000Z
"4/26/2022, 8:04:43 PM",3.63,67.1,74.8,4,2022-04-27T01:04:43.000Z
"4/26/2022, 8:09:43 PM",3.63,66.7,74.8,4,2022-04-27T01:09:43.000Z
"4/26/2022, 8:14:43 PM",3.63,66.6,74.8,4,2022-04-27T01:14:43.000Z
"4/26/2022, 8:19:43 PM",3.63,66.6,74.8,4,2022-04-27T01:19:43.000Z
"4/26/2022, 8:24:43 PM",3.631,66.4,74.9,5,2022-04-27T01:24:43.000Z
"4/26/2022, 8:29:43 PM",3.63,66.4,74.9,5,2022-04-27T01:29:43.000Z
"4/26/2022, 8:34:43 PM",3.63,66,74.9,4,2022-04-27T01:34:43.000Z
"4/26/2022, 8:39:43 PM",3.63,66,74.9,4,2022-04-27T01:39:43.000Z
"4/26/2022, 8:44:43 PM",3.63,65.7,74.9,4,2022-04-27T01:44:43.000Z
"4/26/2022, 8:49:43 PM",3.631,65.5,74.9,4,2022-04-27T01:49:43.000Z
"4/26/2022, 8:54:43 PM",3.631,65.1,75,4,2022-04-27T01:54:43.000Z
"4/26/2022, 8:59:43 PM",3.631,64.9,75,4,2022-04-27T01:59:43.000Z
"4/26/2022, 9:04:43 PM",3.63,64.6,74.9,4,2022-04-27T02:04:43.000Z
"4/26/2022, 9:09:43 PM",3.631,64.4,75,4,2022-04-27T02:09:43.000Z
"4/26/2022, 9:14:43 PM",3.631,64,75,4,2022-04-27T02:14:43.000Z
"4/26/2022, 9:19:43 PM",3.63,63.9,75,4,2022-04-27T02:19:43.000Z
"4/26/2022, 9:24:43 PM",3.63,63.7,75,4,2022-04-27T02:24:43.000Z
"4/26/2022, 9:29:43 PM",3.631,63.5,75,4,2022-04-27T02:29:43.000Z
"4/26/2022, 9:34:43 PM",3.631,63.3,75,4,2022-04-27T02:34:43.000Z
"4/26/2022, 9:39:43 PM",3.631,63.3,75,4,2022-04-27T02:39:43.000Z
"4/26/2022, 9:44:43 PM",3.63,63.1,75.1,4,2022-04-27T02:44:43.000Z
"4/26/2022, 9:49:43 PM",3.63,63.3,75.1,4,2022-04-27T02:49:43.000Z
"4/26/2022, 9:54:43 PM",3.63,63.3,75.1,4,2022-04-27T02:54:43.000Z
"4/26/2022, 9:59:43 PM",3.63,63.1,75.1,4,2022-04-27T02:59:43.000Z
"4/26/2022, 10:04:43 PM",3.63,63.1,75.1,4,2022-04-27T03:04:43.000Z
"4/26/2022, 10:09:43 PM",3.63,63.5,75.1,4,2022-04-27T03:09:43.000Z
"4/26/2022, 10:14:43 PM",3.63,63.5,75.2,4,2022-04-27T03:14:43.000Z
"4/26/2022, 10:19:43 PM",3.63,63.5,75.1,4,2022-04-27T03:19:43.000Z
"4/26/2022, 10:24:43 PM",3.63,63.7,75.2,4,2022-04-27T03:24:43.000Z
"4/26/2022, 10:29:43 PM",3.63,63.9,75.2,4,2022-04-27T03:29:43.000Z
"4/26/2022, 10:34:43 PM",3.63,64,75.2,4,2022-04-27T03:34:43.000Z
"4/26/2022, 10:39:43 PM",3.63,63.9,75.2,4,2022-04-27T03:39:43.000Z
"4/26/2022, 10:44:43 PM",3.63,63.9,75.2,4,2022-04-27T03:44:43.000Z
"4/26/2022, 10:49:43 PM",3.63,64,75.2,4,2022-04-27T03:49:43.000Z
"4/26/2022, 10:54:43 PM",3.629,64,75.2,4,2022-04-27T03:54:43.000Z
"4/26/2022, 10:59:43 PM",3.63,64,75.2,4,2022-04-27T03:59:43.000Z
"4/26/2022, 11:04:43 PM",3.63,63.9,75.2,4,2022-04-27T04:04:43.000Z
"4/26/2022, 11:09:43 PM",3.63,63.9,75.2,4,2022-04-27T04:09:43.000Z
"4/26/2022, 11:14:43 PM",3.629,63.9,75.2,4,2022-04-27T04:14:43.000Z
"4/26/2022, 11:19:43 PM",3.629,63.7,75.2,4,2022-04-27T04:19:43.000Z
"4/26/2022, 11:24:43 PM",3.63,63.5,75.2,4,2022-04-27T04:24:43.000Z
"4/26/2022, 11:29:43 PM",3.63,63.3,75.2,4,2022-04-27T04:29:43.000Z
"4/26/2022, 11:34:43 PM",3.629,63,75.2,4,2022-04-27T04:34:43.000Z
"4/26/2022, 11:39:43 PM",3.63,63.1,75.3,5,2022-04-27T04:39:43.000Z
"4/26/2022, 11:44:43 PM",3.63,63,75.3,4,2022-04-27T04:44:43.000Z
"4/26/2022, 11:49:43 PM",3.629,63,75.3,5,2022-04-27T04:49:43.000Z
"4/26/2022, 11:54:43 PM",3.63,63.1,75.3,4,2022-04-27T04:54:43.000Z
"4/26/2022, 11:59:43 PM",3.63,63.3,75.3,4,2022-04-27T04:59:43.000Z
"4/27/2022, 12:04:43 AM",3.629,63.1,75.3,5,2022-04-27T05:04:43.000Z
"4/27/2022, 12:09:43 AM",3.63,63.1,75.3,4,2022-04-27T05:09:43.000Z
"4/27/2022, 12:14:43 AM",3.63,63.1,75.3,5,2022-04-27T05:14:43.000Z
"4/27/2022, 12:19:43 AM",3.629,63.1,75.3,4,2022-04-27T05:19:43.000Z
"4/27/2022, 12:24:43 AM",3.629,63.1,75.3,5,2022-04-27T05:24:43.000Z
"4/27/2022, 12:29:43 AM",3.629,63.1,75.4,4,2022-04-27T05:29:43.000Z
"4/27/2022, 12:34:43 AM",3.629,62.8,75.3,4,2022-04-27T05:34:43.000Z
"4/27/2022, 12:39:43 AM",3.63,62.8,75.3,4,2022-04-27T05:39:43.000Z
"4/27/2022, 12:44:43 AM",3.629,63,75.4,5,2022-04-27T05:44:43.000Z
"4/27/2022, 12:49:43 AM",3.629,63,75.4,4,2022-04-27T05:49:43.000Z
"4/27/2022, 12:54:43 AM",3.629,63,75.4,4,2022-04-27T05:54:43.000Z
"4/27/2022, 12:59:43 AM",3.629,63,75.5,5,2022-04-27T05:59:43.000Z
"4/27/2022, 1:04:43 AM",3.629,63,75.5,4,2022-04-27T06:04:43.000Z
"4/27/2022, 1:09:43 AM",3.629,63,75.5,4,2022-04-27T06:09:43.000Z
"4/27/2022, 1:14:43 AM",3.629,62.8,75.4,4,2022-04-27T06:14:43.000Z
"4/27/2022, 1:19:43 AM",3.629,62.6,75.4,4,2022-04-27T06:19:43.000Z
"4/27/2022, 1:24:43 AM",3.629,62.4,75.5,4,2022-04-27T06:24:43.000Z
"4/27/2022, 1:29:43 AM",3.629,62.6,75.6,5,2022-04-27T06:29:43.000Z
"4/27/2022, 1:34:43 AM",3.629,62.8,75.6,5,2022-04-27T06:34:43.000Z
"4/27/2022, 1:39:43 AM",3.629,62.8,75.6,5,2022-04-27T06:39:43.000Z
"4/27/2022, 1:44:43 AM",3.629,62.8,75.6,4,2022-04-27T06:44:43.000Z
"4/27/2022, 1:49:43 AM",3.629,62.6,75.6,5,2022-04-27T06:49:43.000Z
"4/27/2022, 1:54:43 AM",3.629,62.4,75.6,5,2022-04-27T06:54:43.000Z
"4/27/2022, 1:59:43 AM",3.629,62.1,75.6,5,2022-04-27T06:59:43.000Z
"4/27/2022, 2:04:43 AM",3.629,62.1,75.6,5,2022-04-27T07:04:43.000Z
"4/27/2022, 2:09:43 AM",3.629,61.9,75.6,5,2022-04-27T07:09:43.000Z
"4/27/2022, 2:14:43 AM",3.629,61.7,75.6,5,2022-04-27T07:14:43.000Z
"4/27/2022, 2:19:43 AM",3.629,61.5,75.6,5,2022-04-27T07:19:43.000Z
"4/27/2022, 2:24:43 AM",3.628,61.9,75.7,5,2022-04-27T07:24:43.000Z
"4/27/2022, 2:29:43 AM",3.628,61.9,75.7,6,2022-04-27T07:29:43.000Z
"4/27/2022, 2:34:43 AM",3.629,62.1,75.7,5,2022-04-27T07:34:43.000Z
"4/27/2022, 2:39:43 AM",3.629,62.2,75.7,5,2022-04-27T07:39:43.000Z
"4/27/2022, 2:44:43 AM",3.629,62.2,75.7,5,2022-04-27T07:44:43.000Z
"4/27/2022, 2:49:43 AM",3.629,62.2,75.7,5,2022-04-27T07:49:43.000Z
"4/27/2022, 2:54:43 AM",3.629,62.4,75.7,5,2022-04-27T07:54:43.000Z
"4/27/2022, 2:59:43 AM",3.629,62.4,75.8,5,2022-04-27T07:59:43.000Z
"4/27/2022, 3:04:43 AM",3.629,62.2,75.7,5,2022-04-27T08:04:43.000Z
"4/27/2022, 3:09:43 AM",3.629,62.4,75.8,5,2022-04-27T08:09:43.000Z
"4/27/2022, 3:14:43 AM",3.629,62.4,75.8,5,2022-04-27T08:14:43.000Z
"4/27/2022, 3:19:43 AM",3.628,62.4,75.8,5,2022-04-27T08:19:43.000Z
"4/27/2022, 3:24:43 AM",3.629,62.2,75.8,5,2022-04-27T08:24:43.000Z
"4/27/2022, 3:29:43 AM",3.629,62.2,75.8,5,2022-04-27T08:29:43.000Z
"4/27/2022, 3:34:43 AM",3.629,62.2,75.8,5,2022-04-27T08:34:43.000Z
"4/27/2022, 3:39:43 AM",3.628,62.2,75.8,5,2022-04-27T08:39:43.000Z
"4/27/2022, 3:44:43 AM",3.629,62.1,75.8,5,2022-04-27T08:44:43.000Z
"4/27/2022, 3:49:43 AM",3.629,61.9,75.9,5,2022-04-27T08:49:43.000Z
"4/27/2022, 3:54:43 AM",3.628,61.9,75.9,4,2022-04-27T08:54:43.000Z
"4/27/2022, 3:59:43 AM",3.628,61.7,75.9,4,2022-04-27T08:59:43.000Z
"4/27/2022, 4:04:43 AM",3.629,61.5,75.9,4,2022-04-27T09:04:43.000Z
"4/27/2022, 4:09:43 AM",3.628,61.3,75.9,4,2022-04-27T09:09:43.000Z
"4/27/2022, 4:14:43 AM",3.628,61.2,75.9,4,2022-04-27T09:14:43.000Z
"4/27/2022, 4:19:43 AM",3.629,61.2,76,4,2022-04-27T09:19:43.000Z
"4/27/2022, 4:24:43 AM",3.629,61.2,76,4,2022-04-27T09:24:43.000Z
"4/27/2022, 4:29:43 AM",3.628,61.2,76,4,2022-04-27T09:29:43.000Z
"4/27/2022, 4:34:43 AM",3.629,61.2,76,4,2022-04-27T09:34:43.000Z
"4/27/2022, 4:39:43 AM",3.628,61.2,76,4,2022-04-27T09:39:43.000Z
"4/27/2022, 4:44:43 AM",3.628,61,76,4,2022-04-27T09:44:43.000Z
"4/27/2022, 4:49:43 AM",3.629,61,76.1,4,2022-04-27T09:49:43.000Z
"4/27/2022, 4:54:43 AM",3.628,61,76.1,3,2022-04-27T09:54:43.000Z
"4/27/2022, 4:59:43 AM",3.628,60.8,76.1,4,2022-04-27T09:59:43.000Z
"4/27/2022, 5:04:43 AM",3.628,60.8,76.1,4,2022-04-27T10:04:43.000Z
"4/27/2022, 5:09:43 AM",3.628,60.6,76.2,3,2022-04-27T10:09:43.000Z
"4/27/2022, 5:14:43 AM",3.628,60.6,76.2,3,2022-04-27T10:14:43.000Z
"4/27/2022, 5:19:43 AM",3.629,60.4,76.2,3,2022-04-27T10:19:43.000Z
"4/27/2022, 5:24:43 AM",3.628,60.4,76.2,3,2022-04-27T10:24:43.000Z
"4/27/2022, 5:29:43 AM",3.628,60.4,76.3,3,2022-04-27T10:29:43.000Z
"4/27/2022, 5:34:43 AM",3.628,60.6,76.3,3,2022-04-27T10:34:43.000Z
"4/27/2022, 5:39:43 AM",3.628,60.4,76.3,3,2022-04-27T10:39:43.000Z
"4/27/2022, 5:44:43 AM",3.628,60.4,76.3,3,2022-04-27T10:44:43.000Z
"4/27/2022, 5:49:43 AM",3.628,60.4,76.3,3,2022-04-27T10:49:43.000Z
"4/27/2022, 5:54:43 AM",3.628,60.4,76.4,3,2022-04-27T10:54:43.000Z
"4/27/2022, 5:59:43 AM",3.628,60.6,76.4,3,2022-04-27T10:59:43.000Z
"4/27/2022, 6:04:43 AM",3.628,60.8,76.4,3,2022-04-27T11:04:43.000Z
"4/27/2022, 6:09:43 AM",3.628,60.8,76.4,3,2022-04-27T11:09:43.000Z
"4/27/2022, 6:14:43 AM",3.628,60.8,76.4,3,2022-04-27T11:14:43.000Z
"4/27/2022, 6:19:43 AM",3.628,60.8,76.4,3,2022-04-27T11:19:43.000Z
"4/27/2022, 6:24:43 AM",3.628,61,76.4,3,2022-04-27T11:24:43.000Z
"4/27/2022, 6:29:43 AM",3.628,61.2,76.5,3,2022-04-27T11:29:43.000Z
"4/27/2022, 6:34:43 AM",3.628,61.2,76.4,3,2022-04-27T11:34:43.000Z
"4/27/2022, 6:39:43 AM",3.627,61.5,76.5,3,2022-04-27T11:39:43.000Z
"4/27/2022, 6:44:43 AM",3.628,61.5,76.5,3,2022-04-27T11:44:43.000Z
"4/27/2022, 6:49:43 AM",3.628,61.5,76.4,3,2022-04-27T11:49:43.000Z
"4/27/2022, 6:54:43 AM",3.627,61.9,76.5,3,2022-04-27T11:54:43.000Z
"4/27/2022, 6:59:43 AM",3.628,61.9,76.5,3,2022-04-27T11:59:43.000Z
"4/27/2022, 7:04:43 AM",3.628,61.7,76.5,3,2022-04-27T12:04:43.000Z
"4/27/2022, 7:09:43 AM",3.628,61.7,76.5,3,2022-04-27T12:09:43.000Z
"4/27/2022, 7:14:43 AM",3.628,61.9,76.6,3,2022-04-27T12:14:43.000Z
"4/27/2022, 7:19:43 AM",3.628,61.5,76.5,3,2022-04-27T12:19:43.000Z
"4/27/2022, 7:24:43 AM",3.628,61.3,76.6,3,2022-04-27T12:24:43.000Z
"4/27/2022, 7:29:43 AM",3.628,61.5,76.6,3,2022-04-27T12:29:43.000Z
"4/27/2022, 7:34:43 AM",3.628,61.7,76.7,3,2022-04-27T12:34:43.000Z
"4/27/2022, 7:39:43 AM",3.627,61.7,76.7,3,2022-04-27T12:39:43.000Z
"4/27/2022, 7:44:43 AM",3.628,61.5,76.6,3,2022-04-27T12:44:43.000Z
"4/27/2022, 7:49:43 AM",3.628,61.7,76.7,3,2022-04-27T12:49:43.000Z
"4/27/2022, 7:54:43 AM",3.628,62.1,76.8,3,2022-04-27T12:54:43.000Z
"4/27/2022, 7:59:43 AM",3.627,62.2,76.8,3,2022-04-27T12:59:43.000Z
"4/27/2022, 8:04:43 AM",3.628,62.2,76.7,3,2022-04-27T13:04:43.000Z
"4/27/2022, 8:09:43 AM",3.628,62.1,76.8,3,2022-04-27T13:09:43.000Z
"4/27/2022, 8:14:43 AM",3.627,62.4,76.8,3,2022-04-27T13:14:43.000Z
"4/27/2022, 8:19:43 AM",3.627,62.6,76.8,3,2022-04-27T13:19:43.000Z
"4/27/2022, 8:24:43 AM",3.627,63,76.8,3,2022-04-27T13:24:43.000Z
"4/27/2022, 8:29:43 AM",3.627,63.5,76.9,2,2022-04-27T13:29:43.000Z
"4/27/2022, 8:34:43 AM",3.627,63.7,76.9,2,2022-04-27T13:34:43.000Z
"4/27/2022, 8:39:43 AM",3.627,64,76.8,3,2022-04-27T13:39:43.000Z
"4/27/2022, 8:44:43 AM",3.627,64.2,76.9,2,2022-04-27T13:44:43.000Z
"4/27/2022, 8:49:43 AM",3.627,64.6,76.9,3,2022-04-27T13:49:43.000Z
"4/27/2022, 8:54:43 AM",3.627,64.6,76.8,3,2022-04-27T13:54:43.000Z
"4/27/2022, 8:59:43 AM",3.627,64.9,76.9,3,2022-04-27T13:59:43.000Z
"4/27/2022, 9:04:43 AM",3.627,65.5,76.9,3,2022-04-27T14:04:43.000Z
"4/27/2022, 9:09:43 AM",3.627,66,76.9,2,2022-04-27T14:09:43.000Z
"4/27/2022, 9:14:43 AM",3.627,66.4,76.9,3,2022-04-27T14:14:43.000Z
"4/27/2022, 9:19:43 AM",3.627,66.9,76.9,2,2022-04-27T14:19:43.000Z
"4/27/2022, 9:24:43 AM",3.627,67.5,76.9,2,2022-04-27T14:24:43.000Z
"4/27/2022, 9:29:43 AM",3.626,67.8,76.9,2,2022-04-27T14:29:43.000Z
"4/27/2022, 9:34:43 AM",3.626,68.2,76.9,2,2022-04-27T14:34:43.000Z
"4/27/2022, 9:39:43 AM",3.627,68.5,76.9,2,2022-04-27T14:39:43.000Z
"4/27/2022, 9:44:43 AM",3.626,69.3,76.9,2,2022-04-27T14:44:43.000Z
"4/27/2022, 9:49:43 AM",3.626,70,76.9,2,2022-04-27T14:49:43.000Z
"4/27/2022, 9:54:43 AM",3.626,70.2,76.8,2,2022-04-27T14:54:43.000Z
"4/27/2022, 9:59:43 AM",3.626,70.2,76.8,3,2022-04-27T14:59:43.000Z
"4/27/2022, 10:04:43 AM",3.626,70.2,76.8,2,2022-04-27T15:04:43.000Z
"4/27/2022, 10:09:43 AM",3.626,70.9,76.9,2,2022-04-27T15:09:43.000Z
"4/27/2022, 10:14:43 AM",3.626,70.9,76.8,2,2022-04-27T15:14:43.000Z
"4/27/2022, 10:19:43 AM",3.626,71.8,76.9,2,2022-04-27T15:19:43.000Z
"4/27/2022, 10:24:43 AM",3.626,71.2,76.7,2,2022-04-27T15:24:43.000Z
"4/27/2022, 10:29:43 AM",3.626,71.2,76.8,2,2022-04-27T15:29:43.000Z
"4/27/2022, 10:34:43 AM",3.626,72,76.9,2,2022-04-27T15:34:43.000Z
"4/27/2022, 10:39:43 AM",3.626,72.1,76.8,2,2022-04-27T15:39:43.000Z
"4/27/2022, 10:44:43 AM",3.626,72.1,76.8,2,2022-04-27T15:44:43.000Z
"4/27/2022, 10:49:43 AM",3.626,72.3,76.8,2,2022-04-27T15:49:43.000Z
"4/27/2022, 10:54:43 AM",3.626,72.1,76.8,2,2022-04-27T15:54:43.000Z
"4/27/2022, 10:59:43 AM",3.626,73.2,77,2,2022-04-27T15:59:43.000Z
"4/27/2022, 11:04:43 AM",3.626,73.2,76.9,2,2022-04-27T16:04:43.000Z
"4/27/2022, 11:09:43 AM",3.626,73.4,76.9,2,2022-04-27T16:09:43.000Z
"4/27/2022, 11:14:43 AM",3.626,73.6,76.9,2,2022-04-27T16:14:43.000Z
"4/27/2022, 11:19:43 AM",3.626,74.1,77,2,2022-04-27T16:19:43.000Z
"4/27/2022, 11:24:43 AM",3.626,74.7,77,2,2022-04-27T16:24:43.000Z
"4/27/2022, 11:29:43 AM",3.626,75,77,2,2022-04-27T16:29:43.000Z
"4/27/2022, 11:34:43 AM",3.626,75.4,76.9,2,2022-04-27T16:34:43.000Z
"4/27/2022, 11:39:43 AM",3.626,75.7,76.9,2,2022-04-27T16:39:43.000Z
"4/27/2022, 11:44:43 AM",3.626,75.9,77,2,2022-04-27T16:44:43.000Z
"4/27/2022, 11:49:43 AM",3.626,76.5,77,2,2022-04-27T16:49:43.000Z
"4/27/2022, 11:54:43 AM",3.626,76.8,77,2,2022-04-27T16:54:43.000Z
"4/27/2022, 11:59:43 AM",3.626,77.4,77,2,2022-04-27T16:59:43.000Z
"4/27/2022, 12:04:43 PM",3.626,77.7,77,2,2022-04-27T17:04:43.000Z
"4/27/2022, 12:09:43 PM",3.626,77.9,77,2,2022-04-27T17:09:43.000Z
"4/27/2022, 12:14:43 PM",3.626,78.3,77,2,2022-04-27T17:14:43.000Z
"4/27/2022, 12:19:43 PM",3.626,78.4,76.9,2,2022-04-27T17:19:43.000Z
"4/27/2022, 12:24:43 PM",3.626,78.6,76.9,2,2022-04-27T17:24:43.000Z
"4/27/2022, 12:29:43 PM",3.626,79,76.9,2,2022-04-27T17:29:43.000Z
"4/27/2022, 12:34:43 PM",3.626,79.5,77,2,2022-04-27T17:34:43.000Z
"4/27/2022, 12:39:43 PM",3.626,79.5,76.9,2,2022-04-27T17:39:43.000Z
"4/27/2022, 12:44:43 PM",3.626,79.7,76.9,2,2022-04-27T17:44:43.000Z
"4/27/2022, 12:49:43 PM",3.626,79.9,76.9,2,2022-04-27T17:49:43.000Z
"4/27/2022, 12:54:43 PM",3.626,80.1,76.9,2,2022-04-27T17:54:43.000Z
"4/27/2022, 12:59:43 PM",3.626,79.9,76.9,2,2022-04-27T17:59:43.000Z
"4/27/2022, 1:04:43 PM",3.626,80.1,76.9,2,2022-04-27T18:04:43.000Z
"4/27/2022, 1:09:43 PM",3.626,80.4,76.9,2,2022-04-27T18:09:43.000Z
"4/27/2022, 1:14:43 PM",3.626,80.4,76.9,2,2022-04-27T18:14:43.000Z
"4/27/2022, 1:19:43 PM",3.626,80.6,76.9,2,2022-04-27T18:19:43.000Z
"4/27/2022, 1:24:43 PM",3.626,80.6,76.9,2,2022-04-27T18:24:43.000Z
"4/27/2022, 1:29:43 PM",3.626,80.8,76.9,2,2022-04-27T18:29:43.000Z
"4/27/2022, 1:34:43 PM",3.626,80.8,76.9,2,2022-04-27T18:34:43.000Z
"4/27/2022, 1:39:43 PM",3.626,80.8,76.9,2,2022-04-27T18:39:43.000Z
"4/27/2022, 1:44:43 PM",3.626,81,76.9,2,2022-04-27T18:44:43.000Z
"4/27/2022, 1:49:43 PM",3.626,81,76.9,2,2022-04-27T18:49:43.000Z
"4/27/2022, 1:54:43 PM",3.626,81.3,76.9,2,2022-04-27T18:54:43.000Z
"4/27/2022, 1:59:43 PM",3.626,81.7,76.9,2,2022-04-27T18:59:43.000Z
"4/27/2022, 2:04:43 PM",3.626,81.9,76.9,2,2022-04-27T19:04:43.000Z
"4/27/2022, 2:09:43 PM",3.626,82.2,76.9,3,2022-04-27T19:09:43.000Z
"4/27/2022, 2:14:43 PM",3.626,82.2,76.8,2,2022-04-27T19:14:43.000Z
"4/27/2022, 2:19:43 PM",3.626,82.4,76.9,2,2022-04-27T19:19:43.000Z
"4/27/2022, 2:24:43 PM",3.626,82.6,76.9,2,2022-04-27T19:24:43.000Z
"4/27/2022, 2:29:43 PM",3.626,82.4,76.8,2,2022-04-27T19:29:43.000Z
"4/27/2022, 2:34:43 PM",3.626,82.4,76.9,2,2022-04-27T19:34:43.000Z
"4/27/2022, 2:39:43 PM",3.626,82.2,76.9,2,2022-04-27T19:39:43.000Z
"4/27/2022, 2:44:43 PM",3.626,82.2,76.9,2,2022-04-27T19:44:43.000Z
"4/27/2022, 2:49:43 PM",3.626,82.2,76.9,2,2022-04-27T19:49:43.000Z
"4/27/2022, 2:54:43 PM",3.626,82.4,76.9,2,2022-04-27T19:54:43.000Z
"4/27/2022, 2:59:43 PM",3.626,82.2,76.9,2,2022-04-27T19:59:43.000Z
"4/27/2022, 3:04:43 PM",3.627,82,76.9,2,2022-04-27T20:04:43.000Z
"4/27/2022, 3:09:43 PM",3.626,81.9,76.9,2,2022-04-27T20:09:43.000Z
"4/27/2022, 3:14:43 PM",3.626,81.9,76.9,2,2022-04-27T20:14:43.000Z
"4/27/2022, 3:19:43 PM",3.627,82,76.9,2,2022-04-27T20:19:43.000Z
"4/27/2022, 3:24:43 PM",3.627,82,76.9,2,2022-04-27T20:24:43.000Z
"4/27/2022, 3:29:43 PM",3.627,81.9,76.9,2,2022-04-27T20:29:43.000Z
"4/27/2022, 3:34:43 PM",3.627,81.5,76.9,2,2022-04-27T20:34:43.000Z
"4/27/2022, 3:39:43 PM",3.627,81.5,76.9,2,2022-04-27T20:39:43.000Z
"4/27/2022, 3:44:43 PM",3.627,81.3,77,2,2022-04-27T20:44:43.000Z
"4/27/2022, 3:49:43 PM",3.627,81,76.9,2,2022-04-27T20:49:43.000Z
"4/27/2022, 3:54:43 PM",3.627,81,77,2,2022-04-27T20:54:43.000Z
"4/27/2022, 3:59:43 PM",3.627,81.1,77,2,2022-04-27T20:59:43.000Z
"4/27/2022, 4:04:43 PM",3.627,81,77,2,2022-04-27T21:04:43.000Z
