Instrument:,H2S-200602855,,,,
Time Zone Offset (Minutes):,-300,,,,
Orignal File Name:,"C:\Users\Phil.Bennington\Documents\Aculog NH3\H2S-200602855_4_22_2022, 1_34_43 PM --- 4_29_2022, 9_09_43 AM.acrudata",,,,
Session ID:,45880,,,,
Session 1st Title:,"H2S-200602855_4_22_2022, 1_34_43 PM --- 4_29_2022, 9_09_43 AM",,,,
Session Start:,"4/22/2022, 12:34:43 PM",,,,
Session End:,"4/29/2022, 8:09:43 AM",,,,
,,,,,
Time Stamp,Battery (Volts),Temperature (°F),Humidity (%),H2S (PPM),ISO time
"4/27/2022, 4:09:43 PM",3.628,80.8,77,2,2022-04-27T21:09:43.000Z
"4/27/2022, 4:14:43 PM",3.627,80.8,77,2,2022-04-27T21:14:43.000Z
"4/27/2022, 4:19:43 PM",3.628,81,77.1,2,2022-04-27T21:19:43.000Z
"4/27/2022, 4:24:43 PM",3.628,80.8,77,2,2022-04-27T21:24:43.000Z
"4/27/2022, 4:29:43 PM",3.628,80.2,77,2,2022-04-27T21:29:43.000Z
"4/27/2022, 4:34:43 PM",3.628,79.7,77,2,2022-04-27T21:34:43.000Z
"4/27/2022, 4:39:43 PM",3.628,79.2,77,2,2022-04-27T21:39:43.000Z
"4/27/2022, 4:44:43 PM",3.628,79,77,2,2022-04-27T21:44:43.000Z
"4/27/2022, 4:49:43 PM",3.628,78.8,77,2,2022-04-27T21:49:43.000Z
"4/27/2022, 4:54:43 PM",3.628,78.6,77,2,2022-04-27T21:54:43.000Z
"4/27/2022, 4:59:43 PM",3.628,78.4,77,2,2022-04-27T21:59:43.000Z
"4/27/2022, 5:04:43 PM",3.629,78.3,77,2,2022-04-27T22:04:43.000Z
"4/27/2022, 5:09:43 PM",3.629,77.9,77.1,2,2022-04-27T22:09:43.000Z
"4/27/2022, 5:14:43 PM",3.628,77.4,77,2,2022-04-27T22:14:43.000Z
"4/27/2022, 5:19:43 PM",3.629,76.8,77,2,2022-04-27T22:19:43.000Z
"4/27/2022, 5:24:43 PM",3.629,76.3,77,2,2022-04-27T22:24:43.000Z
"4/27/2022, 5:29:43 PM",3.629,75.7,76.9,2,2022-04-27T22:29:43.000Z
"4/27/2022, 5:34:43 PM",3.629,75.4,76.9,2,2022-04-27T22:34:43.000Z
"4/27/2022, 5:39:43 PM",3.629,75,76.9,2,2022-04-27T22:39:43.000Z
"4/27/2022, 5:44:43 PM",3.629,74.5,76.9,2,2022-04-27T22:44:43.000Z
"4/27/2022, 5:49:43 PM",3.629,74.3,76.9,3,2022-04-27T22:49:43.000Z
"4/27/2022, 5:54:43 PM",3.629,74.1,76.9,3,2022-04-27T22:54:43.000Z
"4/27/2022, 5:59:43 PM",3.629,73.9,76.9,2,2022-04-27T22:59:43.000Z
"4/27/2022, 6:04:43 PM",3.629,73.9,76.9,2,2022-04-27T23:04:43.000Z
"4/27/2022, 6:09:43 PM",3.629,73.8,76.9,2,2022-04-27T23:09:43.000Z
"4/27/2022, 6:14:43 PM",3.629,73.6,76.9,2,2022-04-27T23:14:43.000Z
"4/27/2022, 6:19:43 PM",3.629,73.6,76.9,3,2022-04-27T23:19:43.000Z
"4/27/2022, 6:24:43 PM",3.63,73.2,76.9,3,2022-04-27T23:24:43.000Z
"4/27/2022, 6:29:43 PM",3.629,73.2,76.9,2,2022-04-27T23:29:43.000Z
"4/27/2022, 6:34:43 PM",3.629,73,76.9,3,2022-04-27T23:34:43.000Z
"4/27/2022, 6:39:43 PM",3.629,72.7,76.9,3,2022-04-27T23:39:43.000Z
"4/27/2022, 6:44:43 PM",3.629,72.3,76.9,3,2022-04-27T23:44:43.000Z
"4/27/2022, 6:49:43 PM",3.629,72.1,76.9,3,2022-04-27T23:49:43.000Z
"4/27/2022, 6:54:43 PM",3.629,71.8,76.9,2,2022-04-27T23:54:43.000Z
"4/27/2022, 6:59:43 PM",3.63,71.4,76.9,2,2022-04-27T23:59:43.000Z
"4/27/2022, 7:04:43 PM",3.629,71.2,76.9,3,2022-04-28T00:04:43.000Z
"4/27/2022, 7:09:43 PM",3.63,71.1,76.9,3,2022-04-28T00:09:43.000Z
"4/27/2022, 7:14:43 PM",3.629,70.9,76.9,3,2022-04-28T00:14:43.000Z
"4/27/2022, 7:19:43 PM",3.629,70.5,76.9,3,2022-04-28T00:19:43.000Z
"4/27/2022, 7:24:43 PM",3.629,70.5,76.9,3,2022-04-28T00:24:43.000Z
"4/27/2022, 7:29:43 PM",3.63,70.3,76.9,3,2022-04-28T00:29:43.000Z
"4/27/2022, 7:34:43 PM",3.629,70.2,77,3,2022-04-28T00:34:43.000Z
"4/27/2022, 7:39:43 PM",3.63,70,76.9,3,2022-04-28T00:39:43.000Z
"4/27/2022, 7:44:43 PM",3.629,69.8,77,3,2022-04-28T00:44:43.000Z
"4/27/2022, 7:49:43 PM",3.629,69.8,76.9,3,2022-04-28T00:49:43.000Z
"4/27/2022, 7:54:43 PM",3.629,69.6,77,3,2022-04-28T00:54:43.000Z
"4/27/2022, 7:59:43 PM",3.629,69.6,77,3,2022-04-28T00:59:43.000Z
"4/27/2022, 8:04:43 PM",3.629,69.6,77,3,2022-04-28T01:04:43.000Z
"4/27/2022, 8:09:43 PM",3.629,69.6,77,3,2022-04-28T01:09:43.000Z
"4/27/2022, 8:14:43 PM",3.629,69.6,77,3,2022-04-28T01:14:43.000Z
"4/27/2022, 8:19:43 PM",3.629,69.6,77,3,2022-04-28T01:19:43.000Z
"4/27/2022, 8:24:43 PM",3.629,69.6,77,3,2022-04-28T01:24:43.000Z
"4/27/2022, 8:29:43 PM",3.629,69.6,77,3,2022-04-28T01:29:43.000Z
"4/27/2022, 8:34:43 PM",3.629,69.4,77,3,2022-04-28T01:34:43.000Z
"4/27/2022, 8:39:43 PM",3.629,69.6,77.1,3,2022-04-28T01:39:43.000Z
"4/27/2022, 8:44:43 PM",3.629,69.6,77.1,3,2022-04-28T01:44:43.000Z
"4/27/2022, 8:49:43 PM",3.629,69.6,77.1,3,2022-04-28T01:49:43.000Z
"4/27/2022, 8:54:43 PM",3.629,69.6,77.1,3,2022-04-28T01:54:43.000Z
"4/27/2022, 8:59:43 PM",3.629,69.4,77.1,3,2022-04-28T01:59:43.000Z
"4/27/2022, 9:04:43 PM",3.629,69.6,77.1,3,2022-04-28T02:04:43.000Z
"4/27/2022, 9:09:43 PM",3.629,69.8,77.1,3,2022-04-28T02:09:43.000Z
"4/27/2022, 9:14:43 PM",3.629,69.8,77.2,3,2022-04-28T02:14:43.000Z
"4/27/2022, 9:19:43 PM",3.629,69.8,77.2,3,2022-04-28T02:19:43.000Z
"4/27/2022, 9:24:43 PM",3.629,69.8,77.2,3,2022-04-28T02:24:43.000Z
"4/27/2022, 9:29:43 PM",3.629,69.8,77.2,3,2022-04-28T02:29:43.000Z
"4/27/2022, 9:34:43 PM",3.629,69.8,77.1,4,2022-04-28T02:34:43.000Z
"4/27/2022, 9:39:43 PM",3.629,69.6,77.1,4,2022-04-28T02:39:43.000Z
"4/27/2022, 9:44:43 PM",3.628,69.6,77.2,4,2022-04-28T02:44:43.000Z
"4/27/2022, 9:49:43 PM",3.628,69.6,77.2,4,2022-04-28T02:49:43.000Z
"4/27/2022, 9:54:43 PM",3.629,69.4,77.2,4,2022-04-28T02:54:43.000Z
"4/27/2022, 9:59:43 PM",3.628,69.4,77.2,4,2022-04-28T02:59:43.000Z
"4/27/2022, 10:04:43 PM",3.629,69.4,77.2,4,2022-04-28T03:04:43.000Z
"4/27/2022, 10:09:43 PM",3.628,69.4,77.2,4,2022-04-28T03:09:43.000Z
"4/27/2022, 10:14:43 PM",3.629,69.4,77.2,4,2022-04-28T03:14:43.000Z
"4/27/2022, 10:19:43 PM",3.628,69.3,77.2,4,2022-04-28T03:19:43.000Z
"4/27/2022, 10:24:43 PM",3.628,69.3,77.2,4,2022-04-28T03:24:43.000Z
"4/27/2022, 10:29:43 PM",3.628,69.1,77.2,4,2022-04-28T03:29:43.000Z
"4/27/2022, 10:34:43 PM",3.628,68.9,77.2,4,2022-04-28T03:34:43.000Z
"4/27/2022, 10:39:43 PM",3.629,68.9,77.2,4,2022-04-28T03:39:43.000Z
"4/27/2022, 10:44:43 PM",3.629,68.5,77.2,4,2022-04-28T03:44:43.000Z
"4/27/2022, 10:49:43 PM",3.628,68.5,77.2,4,2022-04-28T03:49:43.000Z
"4/27/2022, 10:54:43 PM",3.629,68.4,77.3,4,2022-04-28T03:54:43.000Z
"4/27/2022, 10:59:43 PM",3.629,67.8,77.3,4,2022-04-28T03:59:43.000Z
"4/27/2022, 11:04:43 PM",3.629,67.6,77.3,4,2022-04-28T04:04:43.000Z
"4/27/2022, 11:09:43 PM",3.629,67.3,77.4,4,2022-04-28T04:09:43.000Z
"4/27/2022, 11:14:43 PM",3.628,67.1,77.4,4,2022-04-28T04:14:43.000Z
"4/27/2022, 11:19:43 PM",3.629,66.9,77.4,4,2022-04-28T04:19:43.000Z
"4/27/2022, 11:24:43 PM",3.629,67.1,77.5,4,2022-04-28T04:24:43.000Z
"4/27/2022, 11:29:43 PM",3.629,66.7,77.5,4,2022-04-28T04:29:43.000Z
"4/27/2022, 11:34:43 PM",3.629,66.9,77.5,4,2022-04-28T04:34:43.000Z
"4/27/2022, 11:39:43 PM",3.629,66.9,77.6,4,2022-04-28T04:39:43.000Z
"4/27/2022, 11:44:43 PM",3.629,67.1,77.6,4,2022-04-28T04:44:43.000Z
"4/27/2022, 11:49:43 PM",3.629,66.9,77.6,4,2022-04-28T04:49:43.000Z
"4/27/2022, 11:54:43 PM",3.628,66.6,77.6,3,2022-04-28T04:54:43.000Z
"4/27/2022, 11:59:43 PM",3.629,66.6,77.6,4,2022-04-28T04:59:43.000Z
"4/28/2022, 12:04:43 AM",3.628,66.7,77.6,4,2022-04-28T05:04:43.000Z
"4/28/2022, 12:09:43 AM",3.629,66.7,77.6,3,2022-04-28T05:09:43.000Z
"4/28/2022, 12:14:43 AM",3.629,66.2,77.6,3,2022-04-28T05:14:43.000Z
"4/28/2022, 12:19:43 AM",3.628,66,77.6,3,2022-04-28T05:19:43.000Z
"4/28/2022, 12:24:43 AM",3.628,65.8,77.6,3,2022-04-28T05:24:43.000Z
"4/28/2022, 12:29:43 AM",3.629,65.5,77.7,3,2022-04-28T05:29:43.000Z
"4/28/2022, 12:34:43 AM",3.628,65.3,77.7,3,2022-04-28T05:34:43.000Z
"4/28/2022, 12:39:43 AM",3.629,65.1,77.7,3,2022-04-28T05:39:43.000Z
"4/28/2022, 12:44:43 AM",3.628,64.9,77.8,3,2022-04-28T05:44:43.000Z
"4/28/2022, 12:49:43 AM",3.628,64.9,77.8,3,2022-04-28T05:49:43.000Z
"4/28/2022, 12:54:43 AM",3.628,64.6,77.8,3,2022-04-28T05:54:43.000Z
"4/28/2022, 12:59:43 AM",3.629,64.4,77.9,3,2022-04-28T05:59:43.000Z
"4/28/2022, 1:04:43 AM",3.628,64.2,77.8,3,2022-04-28T06:04:43.000Z
"4/28/2022, 1:09:43 AM",3.629,64,77.9,3,2022-04-28T06:09:43.000Z
"4/28/2022, 1:14:43 AM",3.629,64,77.9,3,2022-04-28T06:14:43.000Z
"4/28/2022, 1:19:43 AM",3.629,63.7,77.9,3,2022-04-28T06:19:43.000Z
"4/28/2022, 1:24:43 AM",3.629,63.5,77.9,3,2022-04-28T06:24:43.000Z
"4/28/2022, 1:29:43 AM",3.628,63.3,77.9,3,2022-04-28T06:29:43.000Z
"4/28/2022, 1:34:43 AM",3.628,63.1,78,3,2022-04-28T06:34:43.000Z
"4/28/2022, 1:39:43 AM",3.629,63,78,3,2022-04-28T06:39:43.000Z
"4/28/2022, 1:44:43 AM",3.629,63,78.1,3,2022-04-28T06:44:43.000Z
"4/28/2022, 1:49:43 AM",3.628,62.8,78,3,2022-04-28T06:49:43.000Z
"4/28/2022, 1:54:43 AM",3.628,62.6,78.1,3,2022-04-28T06:54:43.000Z
"4/28/2022, 1:59:43 AM",3.629,62.2,78.1,3,2022-04-28T06:59:43.000Z
"4/28/2022, 2:04:43 AM",3.628,62.4,78.1,3,2022-04-28T07:04:43.000Z
"4/28/2022, 2:09:43 AM",3.628,62.2,78.1,3,2022-04-28T07:09:43.000Z
"4/28/2022, 2:14:43 AM",3.629,62.2,78.2,3,2022-04-28T07:14:43.000Z
"4/28/2022, 2:19:43 AM",3.629,62.1,78.1,3,2022-04-28T07:19:43.000Z
"4/28/2022, 2:24:43 AM",3.628,61.9,78.2,3,2022-04-28T07:24:43.000Z
"4/28/2022, 2:29:43 AM",3.628,61.9,78.2,3,2022-04-28T07:29:43.000Z
"4/28/2022, 2:34:43 AM",3.628,61.7,78.2,3,2022-04-28T07:34:43.000Z
"4/28/2022, 2:39:43 AM",3.628,61.5,78.2,3,2022-04-28T07:39:43.000Z
"4/28/2022, 2:44:43 AM",3.628,61.7,78.3,3,2022-04-28T07:44:43.000Z
"4/28/2022, 2:49:43 AM",3.628,61.7,78.3,3,2022-04-28T07:49:43.000Z
"4/28/2022, 2:54:43 AM",3.628,61.9,78.3,3,2022-04-28T07:54:43.000Z
"4/28/2022, 2:59:43 AM",3.628,62.2,78.3,3,2022-04-28T07:59:43.000Z
"4/28/2022, 3:04:43 AM",3.628,62.1,78.3,3,2022-04-28T08:04:43.000Z
"4/28/2022, 3:09:43 AM",3.628,62.2,78.3,3,2022-04-28T08:09:43.000Z
"4/28/2022, 3:14:43 AM",3.627,62.2,78.3,3,2022-04-28T08:14:43.000Z
"4/28/2022, 3:19:43 AM",3.628,62.1,78.3,3,2022-04-28T08:19:43.000Z
"4/28/2022, 3:24:43 AM",3.628,62.2,78.3,3,2022-04-28T08:24:43.000Z
"4/28/2022, 3:29:43 AM",3.628,62.1,78.3,3,2022-04-28T08:29:43.000Z
"4/28/2022, 3:34:43 AM",3.627,62.1,78.3,3,2022-04-28T08:34:43.000Z
"4/28/2022, 3:39:43 AM",3.628,62.1,78.3,3,2022-04-28T08:39:43.000Z
"4/28/2022, 3:44:43 AM",3.628,62.2,78.4,3,2022-04-28T08:44:43.000Z
"4/28/2022, 3:49:43 AM",3.627,62.2,78.4,3,2022-04-28T08:49:43.000Z
"4/28/2022, 3:54:43 AM",3.628,62.4,78.4,3,2022-04-28T08:54:43.000Z
"4/28/2022, 3:59:43 AM",3.627,62.8,78.4,3,2022-04-28T08:59:43.000Z
"4/28/2022, 4:04:43 AM",3.627,63,78.4,3,2022-04-28T09:04:43.000Z
"4/28/2022, 4:09:43 AM",3.627,62.8,78.4,3,2022-04-28T09:09:43.000Z
"4/28/2022, 4:14:43 AM",3.628,62.6,78.4,3,2022-04-28T09:14:43.000Z
"4/28/2022, 4:19:43 AM",3.627,62.2,78.3,3,2022-04-28T09:19:43.000Z
"4/28/2022, 4:24:43 AM",3.627,62.2,78.3,3,2022-04-28T09:24:43.000Z
"4/28/2022, 4:29:43 AM",3.627,62.6,78.4,3,2022-04-28T09:29:43.000Z
"4/28/2022, 4:34:43 AM",3.627,62.8,78.4,3,2022-04-28T09:34:43.000Z
"4/28/2022, 4:39:43 AM",3.627,63,78.4,3,2022-04-28T09:39:43.000Z
"4/28/2022, 4:44:43 AM",3.627,62.6,78.4,3,2022-04-28T09:44:43.000Z
"4/28/2022, 4:49:43 AM",3.627,63.1,78.4,4,2022-04-28T09:49:43.000Z
"4/28/2022, 4:54:43 AM",3.627,63.5,78.4,3,2022-04-28T09:54:43.000Z
"4/28/2022, 4:59:43 AM",3.627,63.1,78.4,3,2022-04-28T09:59:43.000Z
"4/28/2022, 5:04:43 AM",3.627,62.6,78.4,3,2022-04-28T10:04:43.000Z
"4/28/2022, 5:09:43 AM",3.627,62.8,78.4,3,2022-04-28T10:09:43.000Z
"4/28/2022, 5:14:43 AM",3.627,62.4,78.4,3,2022-04-28T10:14:43.000Z
"4/28/2022, 5:19:43 AM",3.627,62.4,78.4,3,2022-04-28T10:19:43.000Z
"4/28/2022, 5:24:43 AM",3.627,62.6,78.4,4,2022-04-28T10:24:43.000Z
"4/28/2022, 5:29:43 AM",3.627,63.1,78.5,4,2022-04-28T10:29:43.000Z
"4/28/2022, 5:34:43 AM",3.627,63,78.5,3,2022-04-28T10:34:43.000Z
"4/28/2022, 5:39:43 AM",3.627,63,78.5,4,2022-04-28T10:39:43.000Z
"4/28/2022, 5:44:43 AM",3.627,63.1,78.5,4,2022-04-28T10:44:43.000Z
"4/28/2022, 5:49:43 AM",3.627,63.5,78.5,4,2022-04-28T10:49:43.000Z
"4/28/2022, 5:54:43 AM",3.627,63.5,78.5,4,2022-04-28T10:54:43.000Z
"4/28/2022, 5:59:43 AM",3.627,63.5,78.5,4,2022-04-28T10:59:43.000Z
"4/28/2022, 6:04:43 AM",3.627,63.5,78.5,4,2022-04-28T11:04:43.000Z
"4/28/2022, 6:09:43 AM",3.627,63.7,78.5,3,2022-04-28T11:09:43.000Z
"4/28/2022, 6:14:43 AM",3.627,63.3,78.4,3,2022-04-28T11:14:43.000Z
"4/28/2022, 6:19:43 AM",3.627,63.3,78.4,4,2022-04-28T11:19:43.000Z
"4/28/2022, 6:24:43 AM",3.627,63.5,78.5,4,2022-04-28T11:24:43.000Z
"4/28/2022, 6:29:43 AM",3.627,63.9,78.5,4,2022-04-28T11:29:43.000Z
"4/28/2022, 6:34:43 AM",3.627,64,78.5,4,2022-04-28T11:34:43.000Z
"4/28/2022, 6:39:43 AM",3.627,63.9,78.5,4,2022-04-28T11:39:43.000Z
"4/28/2022, 6:44:43 AM",3.627,64,78.5,3,2022-04-28T11:44:43.000Z
"4/28/2022, 6:49:43 AM",3.627,64,78.5,4,2022-04-28T11:49:43.000Z
"4/28/2022, 6:54:43 AM",3.627,63.9,78.5,4,2022-04-28T11:54:43.000Z
"4/28/2022, 6:59:43 AM",3.626,64,78.5,3,2022-04-28T11:59:43.000Z
"4/28/2022, 7:04:43 AM",3.627,63.9,78.5,3,2022-04-28T12:04:43.000Z
"4/28/2022, 7:09:43 AM",3.627,63.7,78.5,3,2022-04-28T12:09:43.000Z
"4/28/2022, 7:14:43 AM",3.627,63.5,78.6,3,2022-04-28T12:14:43.000Z
"4/28/2022, 7:19:43 AM",3.627,63.3,78.5,3,2022-04-28T12:19:43.000Z
"4/28/2022, 7:24:43 AM",3.626,63.7,78.6,4,2022-04-28T12:24:43.000Z
"4/28/2022, 7:29:43 AM",3.627,64,78.6,3,2022-04-28T12:29:43.000Z
"4/28/2022, 7:34:43 AM",3.627,64.2,78.6,3,2022-04-28T12:34:43.000Z
"4/28/2022, 7:39:43 AM",3.627,63.9,78.5,3,2022-04-28T12:39:43.000Z
"4/28/2022, 7:44:43 AM",3.627,63.9,78.6,3,2022-04-28T12:44:43.000Z
"4/28/2022, 7:49:43 AM",3.627,63.9,78.6,3,2022-04-28T12:49:43.000Z
"4/28/2022, 7:54:43 AM",3.627,64,78.6,3,2022-04-28T12:54:43.000Z
"4/28/2022, 7:59:43 AM",3.626,64.4,78.7,3,2022-04-28T12:59:43.000Z
"4/28/2022, 8:04:43 AM",3.627,64.4,78.7,3,2022-04-28T13:04:43.000Z
"4/28/2022, 8:09:43 AM",3.627,64.8,78.6,3,2022-04-28T13:09:43.000Z
"4/28/2022, 8:14:43 AM",3.626,64.9,78.7,3,2022-04-28T13:14:43.000Z
"4/28/2022, 8:19:43 AM",3.627,64.8,78.7,3,2022-04-28T13:19:43.000Z
"4/28/2022, 8:24:43 AM",3.626,64.9,78.7,3,2022-04-28T13:24:43.000Z
"4/28/2022, 8:29:43 AM",3.627,65.3,78.7,3,2022-04-28T13:29:43.000Z
"4/28/2022, 8:34:43 AM",3.626,65.7,78.7,3,2022-04-28T13:34:43.000Z
"4/28/2022, 8:39:43 AM",3.626,65.3,78.7,3,2022-04-28T13:39:43.000Z
"4/28/2022, 8:44:43 AM",3.626,65.7,78.7,3,2022-04-28T13:44:43.000Z
"4/28/2022, 8:49:43 AM",3.626,66,78.7,3,2022-04-28T13:49:43.000Z
"4/28/2022, 8:54:43 AM",3.626,66.2,78.7,3,2022-04-28T13:54:43.000Z
"4/28/2022, 8:59:43 AM",3.626,66.6,78.8,3,2022-04-28T13:59:43.000Z
"4/28/2022, 9:04:43 AM",3.626,66.9,78.8,3,2022-04-28T14:04:43.000Z
"4/28/2022, 9:09:43 AM",3.626,67.6,78.8,4,2022-04-28T14:09:43.000Z
"4/28/2022, 9:14:43 AM",3.626,68.2,78.8,3,2022-04-28T14:14:43.000Z
"4/28/2022, 9:19:43 AM",3.626,68.5,78.7,3,2022-04-28T14:19:43.000Z
"4/28/2022, 9:24:43 AM",3.626,69.3,78.8,3,2022-04-28T14:24:43.000Z
"4/28/2022, 9:29:43 AM",3.626,69.8,78.7,3,2022-04-28T14:29:43.000Z
"4/28/2022, 9:34:43 AM",3.626,70.2,78.7,4,2022-04-28T14:34:43.000Z
"4/28/2022, 9:39:43 AM",3.626,70.7,78.8,3,2022-04-28T14:39:43.000Z
"4/28/2022, 9:44:43 AM",3.626,70.7,78.7,3,2022-04-28T14:44:43.000Z
"4/28/2022, 9:49:43 AM",3.625,70.9,78.7,3,2022-04-28T14:49:43.000Z
"4/28/2022, 9:54:43 AM",3.626,71.2,78.7,3,2022-04-28T14:54:43.000Z
"4/28/2022, 9:59:43 AM",3.625,71.8,78.7,3,2022-04-28T14:59:43.000Z
"4/28/2022, 10:04:43 AM",3.625,72.7,78.8,4,2022-04-28T15:04:43.000Z
"4/28/2022, 10:09:43 AM",3.625,72.7,78.7,3,2022-04-28T15:09:43.000Z
"4/28/2022, 10:14:43 AM",3.625,73.4,78.8,3,2022-04-28T15:14:43.000Z
"4/28/2022, 10:19:43 AM",3.625,73.6,78.7,3,2022-04-28T15:19:43.000Z
"4/28/2022, 10:24:43 AM",3.625,74.1,78.7,3,2022-04-28T15:24:43.000Z
"4/28/2022, 10:29:43 AM",3.625,74.5,78.8,3,2022-04-28T15:29:43.000Z
"4/28/2022, 10:34:43 AM",3.625,74.5,78.7,3,2022-04-28T15:34:43.000Z
"4/28/2022, 10:39:43 AM",3.625,74.5,78.7,3,2022-04-28T15:39:43.000Z
"4/28/2022, 10:44:43 AM",3.625,74.8,78.8,3,2022-04-28T15:44:43.000Z
"4/28/2022, 10:49:43 AM",3.625,75.2,78.8,3,2022-04-28T15:49:43.000Z
"4/28/2022, 10:54:43 AM",3.625,75.2,78.7,3,2022-04-28T15:54:43.000Z
"4/28/2022, 10:59:43 AM",3.625,75.6,78.8,3,2022-04-28T15:59:43.000Z
"4/28/2022, 11:04:43 AM",3.625,75.9,78.8,3,2022-04-28T16:04:43.000Z
"4/28/2022, 11:09:43 AM",3.625,75.7,78.8,3,2022-04-28T16:09:43.000Z
"4/28/2022, 11:14:43 AM",3.625,75.6,78.7,3,2022-04-28T16:14:43.000Z
"4/28/2022, 11:19:43 AM",3.625,75.7,78.8,3,2022-04-28T16:19:43.000Z
"4/28/2022, 11:24:43 AM",3.625,75.7,78.8,3,2022-04-28T16:24:43.000Z
"4/28/2022, 11:29:43 AM",3.625,75.4,78.8,3,2022-04-28T16:29:43.000Z
"4/28/2022, 11:34:43 AM",3.625,75.6,78.8,3,2022-04-28T16:34:43.000Z
"4/28/2022, 11:39:43 AM",3.626,75.6,78.8,3,2022-04-28T16:39:43.000Z
"4/28/2022, 11:44:43 AM",3.626,75.7,78.8,3,2022-04-28T16:44:43.000Z
"4/28/2022, 11:49:43 AM",3.626,75.7,78.8,3,2022-04-28T16:49:43.000Z
"4/28/2022, 11:54:43 AM",3.626,75.6,78.8,3,2022-04-28T16:54:43.000Z
"4/28/2022, 11:59:43 AM",3.625,75.7,78.8,3,2022-04-28T16:59:43.000Z
"4/28/2022, 12:04:43 PM",3.626,75.9,78.8,3,2022-04-28T17:04:43.000Z
"4/28/2022, 12:09:43 PM",3.626,76.1,78.8,3,2022-04-28T17:09:43.000Z
"4/28/2022, 12:14:43 PM",3.626,76.3,78.8,3,2022-04-28T17:14:43.000Z
"4/28/2022, 12:19:43 PM",3.626,76.6,78.9,3,2022-04-28T17:19:43.000Z
"4/28/2022, 12:24:43 PM",3.626,77,78.9,3,2022-04-28T17:24:43.000Z
"4/28/2022, 12:29:43 PM",3.626,77.4,78.9,3,2022-04-28T17:29:43.000Z
"4/28/2022, 12:34:43 PM",3.626,77.5,78.9,3,2022-04-28T17:34:43.000Z
"4/28/2022, 12:39:43 PM",3.625,77.7,78.8,3,2022-04-28T17:39:43.000Z
"4/28/2022, 12:44:43 PM",3.626,78.1,78.9,3,2022-04-28T17:44:43.000Z
"4/28/2022, 12:49:43 PM",3.626,78.4,78.9,3,2022-04-28T17:49:43.000Z
"4/28/2022, 12:54:43 PM",3.625,78.4,78.9,4,2022-04-28T17:54:43.000Z
"4/28/2022, 12:59:43 PM",3.625,79.2,78.9,4,2022-04-28T17:59:43.000Z
"4/28/2022, 1:04:43 PM",3.625,79.3,78.9,3,2022-04-28T18:04:43.000Z
"4/28/2022, 1:09:43 PM",3.625,79.5,78.9,3,2022-04-28T18:09:43.000Z
"4/28/2022, 1:14:43 PM",3.626,79.7,78.9,4,2022-04-28T18:14:43.000Z
"4/28/2022, 1:19:43 PM",3.625,79.7,78.8,3,2022-04-28T18:19:43.000Z
"4/28/2022, 1:24:43 PM",3.625,79.7,78.8,3,2022-04-28T18:24:43.000Z
"4/28/2022, 1:29:43 PM",3.626,79.9,78.9,4,2022-04-28T18:29:43.000Z
"4/28/2022, 1:34:43 PM",3.625,80.1,78.9,4,2022-04-28T18:34:43.000Z
"4/28/2022, 1:39:43 PM",3.626,80.1,78.8,4,2022-04-28T18:39:43.000Z
"4/28/2022, 1:44:43 PM",3.626,80.2,78.8,3,2022-04-28T18:44:43.000Z
"4/28/2022, 1:49:43 PM",3.625,80.4,78.9,3,2022-04-28T18:49:43.000Z
"4/28/2022, 1:54:43 PM",3.626,80.6,78.9,4,2022-04-28T18:54:43.000Z
"4/28/2022, 1:59:43 PM",3.625,80.8,78.9,4,2022-04-28T18:59:43.000Z
"4/28/2022, 2:04:43 PM",3.626,80.8,78.9,3,2022-04-28T19:04:43.000Z
"4/28/2022, 2:09:43 PM",3.626,80.8,78.8,3,2022-04-28T19:09:43.000Z
"4/28/2022, 2:14:43 PM",3.626,80.8,78.8,3,2022-04-28T19:14:43.000Z
"4/28/2022, 2:19:43 PM",3.625,81,78.9,3,2022-04-28T19:19:43.000Z
"4/28/2022, 2:24:43 PM",3.625,80.8,78.9,3,2022-04-28T19:24:43.000Z
"4/28/2022, 2:29:43 PM",3.626,81,78.9,4,2022-04-28T19:29:43.000Z
"4/28/2022, 2:34:43 PM",3.626,81.1,78.9,4,2022-04-28T19:34:43.000Z
"4/28/2022, 2:39:43 PM",3.626,81.3,78.9,3,2022-04-28T19:39:43.000Z
"4/28/2022, 2:44:43 PM",3.625,81.3,78.9,3,2022-04-28T19:44:43.000Z
"4/28/2022, 2:49:43 PM",3.626,81,78.8,3,2022-04-28T19:49:43.000Z
"4/28/2022, 2:54:43 PM",3.626,81,78.8,3,2022-04-28T19:54:43.000Z
"4/28/2022, 2:59:43 PM",3.626,80.8,78.8,3,2022-04-28T19:59:43.000Z
"4/28/2022, 3:04:43 PM",3.626,80.6,78.8,3,2022-04-28T20:04:43.000Z
"4/28/2022, 3:09:43 PM",3.626,80.6,78.9,3,2022-04-28T20:09:43.000Z
"4/28/2022, 3:14:43 PM",3.626,80.6,78.9,3,2022-04-28T20:14:43.000Z
"4/28/2022, 3:19:43 PM",3.626,80.4,78.9,3,2022-04-28T20:19:43.000Z
"4/28/2022, 3:24:43 PM",3.626,80.1,78.8,3,2022-04-28T20:24:43.000Z
"4/28/2022, 3:29:43 PM",3.626,80.1,78.8,3,2022-04-28T20:29:43.000Z
